| 岗位 | 区域 | 薪资 | 年限信息 | 公司名称 | 公司信息 | 链接 |
| JAVA开发工程师 | 郑州·管城回族区·郑州东站 | 8-10K | 5-10年本科 | 方欣科技河南分公司 | 计算机软件已上市1000-9999人 | https://www.zhipin.com/job_detail/281e89cf017b63bd1HF62di-FlBR.html |
| Java开发工程师 | 郑州·中原区·高新区 | 8-10K | 3-5年本科 | 利盈智能 | 计算机软件不需要融资0-20人 | https://www.zhipin.com/job_detail/61cae50c3d8aea8e1Xdy3d29GVRZ.html |
| JAVA高级架构师 | 郑州·金水区·祭城 | 15-25K | 3-5年本科 | 华信瑞德 | 互联网未融资20-99人 | https://www.zhipin.com/job_detail/05de1895486768821nZ72t64E1VZ.html |
| 初中级java开发工程师 | 郑州·中原区·高新区 | 5-10K | 1-3年大专 | 优扬科技 | 计算机软件0-20人 | https://www.zhipin.com/job_detail/748e5b1b6dabf5071Hx-09m_FlNR.html |
| java初级开发工程师 | 郑州·金水区·祭城 | 6-11K | 经验不限本科 | 唐雅网络 | 计算机软件20-99人 | https://www.zhipin.com/job_detail/f97ad4645a2ab25e1Hx53tW8FVRX.html |
| java工程师 | 郑州·二七区·长江路 | 6-10K | 3-5年本科 | 众益公司 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/ef184ab513efd6281Xx50t2-EVdV.html |
| 高级Java开发工程师 | 郑州·中原区·高新区 | 11-18K | 5-10年本科 | 新数科技 | 计算机软件A轮100-499人 | https://www.zhipin.com/job_detail/f71ee940b7227edc1n1-29i_EFZU.html |
| 工业Paas架构师 | 郑州 | 20-40K | 5-10年本科 | 某互联网公司 | 互联网未融资20-99人 | https://www.zhipin.com/job_detail/308987e0fd03338e1XJ-09W4EVVV.html |
| java开发 | 郑州·中原区·月季公园 | 8-10K | 3-5年本科 | 合韬 | 企业服务0-20人 | https://www.zhipin.com/job_detail/f768acee37ae848b1XJ509y1F1JR.html |
| Java开发工程师 | 郑州·金水区·北林路 | 5-7K·13薪 | 1-3年本科 | 河南为匠 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/301db57ab2a4500a1nJz2d-8F1JU.html |
| java讲师 | 郑州·管城回族区·经开区 | 6-9K | 经验不限大专 | 智游臻龙教育科技 | 互联网已上市500-999人 | https://www.zhipin.com/job_detail/5e101e2cc2460e1c1Hx709W5EVFU.html |
| java工程师 | 郑州·金水区·CBD | 6-8K | 1年以内本科 | 河南塔瓦科技有限公司 | 计算机软件未融资0-20人 | https://www.zhipin.com/job_detail/22c177a409aeb3e31HZ43968EFZU.html |
| 安卓开发 | 郑州·二七区·万客来 | 3-5K | 1-3年本科 | 海克企业管理 | 计算机软件0-20人 | https://www.zhipin.com/job_detail/525e05efcdb7ec3f1HB50929FVY~.html |
| Java高级开发工程师(郑州） | 郑州·中原区·高新区 | 12-15K·14薪 | 5-10年本科 | 北京道迩科技有限公司 | 计算机软件100-499人 | https://www.zhipin.com/job_detail/76dbbf487d9026041HN609W9FVBQ.html |
| java软件工程师 | 郑州·二七区·京广路 | 6-11K | 经验不限本科 | 河南璟峰电子科技 | 计算机软件20-99人 | https://www.zhipin.com/job_detail/2edb656457621be71HN72tS_FVFY.html |
| Java开发工程师 | 郑州·中原区·高新区 | 8-10K | 3-5年本科 | 无线可能科技 | 新零售未融资20-99人 | https://www.zhipin.com/job_detail/9d57d67a853e9a351HN42N6-FFJY.html |
| java开发工程师 | 郑州·中原区·高新区 | 7-12K·13薪 | 3-5年本科 | 英集动力 | 计算机软件A轮100-499人 | https://www.zhipin.com/job_detail/6e224c9a2f6010fb1XJ43Ni4GFNZ.html |
| Java讲师 | 郑州·中原区·高新区 | 8-13K | 5-10年本科 | 河南蓝鸥 | 互联网D轮及以上100-499人 | https://www.zhipin.com/job_detail/25bc9ac29dfddc601HBz3Nu7FltY.html |
| Java开发 | 郑州·管城回族区·京广路 | 10-11K | 5-10年本科 | 德科信息 | 计算机软件不需要融资1000-9999人 | https://www.zhipin.com/job_detail/fb844dcfbd9d9bde1HFz2di0ElRW.html |
| 中级java开发工程师 | 郑州·二七区·京广路 | 7-8K | 1-3年本科 | 玉带 | 计算机软件0-20人 | https://www.zhipin.com/job_detail/3a0c9a9c0337ee971HJ82N66EFJU.html |
| 自研java工程师（7K-15K，社保） | 郑州·金水区·花园路 | 7-12K | 3-5年本科 | 河南信付通 | 互联网不需要融资20-99人 | https://www.zhipin.com/job_detail/3851e7463d5152bf1Hx80t-4F1tV.html |
| Java开发（郑州） | 郑州·二七区·京广路 | 7-10K | 3-5年本科 | 华苏科技 | 通信/网络设备已上市1000-9999人 | https://www.zhipin.com/job_detail/58d52606185fe16b1HJ52NS8FFZT.html |
| Java/出差青岛 | 郑州·金水区·北林路 | 11-14K | 3-5年大专 | 中软国际 | 计算机软件已上市10000人以上 | https://www.zhipin.com/job_detail/eb5a868b482d04301Hx-3Nq6FlpS.html |
| Java | 郑州·金水区·CBD | 9-12K | 1-3年本科 | 谷从 | 计算机软件不需要融资20-99人 | https://www.zhipin.com/job_detail/660ca4175e42e0c11XB63ty0GVpU.html |
| 中级java开发工程师(上市公司+免费住宿） | 郑州·中原区·高新区 | 11-15K | 3-5年本科 | 安徽屹通 | 计算机软件已上市1000-9999人 | https://www.zhipin.com/job_detail/45a3cb26a6a136cb1Hx92dW1FVNT.html |
| 中高级【JAVA】双休+五险一金 | 郑州·中原区·高新区 | 8-12K | 5-10年大专 | 八六三软件 | 计算机软件未融资500-999人 | https://www.zhipin.com/job_detail/890c221b0a76990d1XB-09y0GVVQ.html |
| JAVA开发工程师 | 郑州·金水区·祭城 | 11-15K | 5-10年本科 | 软通动力 | 计算机软件已上市10000人以上 | https://www.zhipin.com/job_detail/3b43c02ca0ac3ad71HN_3tW1ElNS.html |
| java开发工程师 | 郑州·金水区·CBD | 16-27K·14薪 | 经验不限本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/7fa5ec05c4146d6c1Hd92N-4E1pU.html |
| Java开发（需要现场面试） | 郑州·中原区·高新区 | 5-6K | 3-5年大专 | 上海瑞应人才科技 | 计算机软件500-999人 | https://www.zhipin.com/job_detail/c114dc29f01991351Hx_09i7FFtX.html |
| Java技术总监 | 郑州·金水区·龙子湖校区 | 16-26K·13薪 | 5-10年本科 | 数能软件 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/a611cc360fc3c6461nZy0925FFBQ.html |
| sre开发工程师 | 郑州·管城回族区·东建材 | 13-16K·16薪 | 3-5年本科 | 数字马力 | 互联网不需要融资1000-9999人 | https://www.zhipin.com/job_detail/1584c71653be75391HN829q4FltY.html |
| Java 自研双休 4个月年终奖 全额社保公积金 | 郑州 | 25-40K·16薪 | 经验不限本科 | 某500强上市公司 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/5d21fd43d152af321X1-2tm_GFJY.html |
| 初级java开发工程师 | 郑州·中原区·高新区 | 6-9K | 3-5年本科 | 我讯科技 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/be846883da603c121HNz3dm1FVJX.html |
| 中高级java开发工程师 | 郑州·中原区·高新区 | 8-11K | 3-5年本科 | 海融软件 | 移动互联网未融资500-999人 | https://www.zhipin.com/job_detail/24fd2a588a3328461Hx929S4FFJQ.html |
| Java开发（本科学信网可查） | 郑州·中原区·高新区 | 7-8K | 3-5年本科 | 南京迈特望 | 计算机软件已上市1000-9999人 | https://www.zhipin.com/job_detail/1e9b50ca63b3c4401Hx92dy8FlRX.html |
| 架构师（Java开发工程师） | 郑州·管城回族区·东建材 | 20-30K | 5-10年本科 | 牧原食品股份有限公司 | 农/林/牧/渔已上市10000人以上 | https://www.zhipin.com/job_detail/dac1dd3f581a23e91Hx52N67GVJR.html |
| Java架构师-郑州本土独角兽 | 郑州 | 20-40K | 5-10年大专 | 某500强上市公司 | 互联网B轮500-999人 | https://www.zhipin.com/job_detail/3d71dfc167b94a421HF63NW6GFRZ.html |
| 银行核心Java开发 | 郑州·金水区·郑东新区CBD | 11-22K | 3-5年本科 | 神州信息 | 计算机软件已上市10000人以上 | https://www.zhipin.com/job_detail/57a2124ae5827f011HJz2NW7E1FY.html |
| 中高级java工程师（自研） | 郑州·金水区·龙子湖校区 | 10-15K | 3-5年本科 | 中国电信集成 | 通信/网络设备不需要融资10000人以上 | https://www.zhipin.com/job_detail/7294c3f37c90e51a1Hdz396_FVtU.html |
| 高级java开发 | 郑州·金水区·燕庄 | 12-20K | 5-10年大专 | UU跑腿 | 移动互联网B轮1000-9999人 | https://www.zhipin.com/job_detail/497fe94a05388b021HRz3Nq-FFFQ.html |
| 诚聘Java开发工程师（双休+六险一金） | 郑州·管城回族区·郑州东站 | 9-11K | 3-5年本科 | 慧博云通 | 计算机软件已上市1000-9999人 | https://www.zhipin.com/job_detail/1ecfa148ad1e386a1Hx_29W8FFVX.html |
| ERP开发工程师 | 郑州·管城回族区·航海东路 | 11-19K | 3-5年本科 | 华润医商数字化中心 | 计算机服务100-499人 | https://www.zhipin.com/job_detail/e4af112394ff118a1Hd43tS0F1RQ.html |
| 实习Java+Vue全栈工程师 | 郑州·二七区·淮河路 | 4-6K | 1年以内大专 | 上海玉带 | 计算机软件不需要融资0-20人 | https://www.zhipin.com/job_detail/627527615a1c5ee41HB409i-FVBY.html |
| Java | 郑州·金水区·金水路 | 7-10K | 1-3年本科 | 郑州英高克通信技术 | 电力/热力/燃气/水利100-499人 | https://www.zhipin.com/job_detail/db1f9ccb32e579ff1Hx52Nu4F1JU.html |
| 高级java工程师 | 郑州·新郑市·航空港区 | 10-15K | 3-5年本科 | 国富集团 | 互联网不需要融资20-99人 | https://www.zhipin.com/job_detail/2481cb4a4588ae3c1Hx539i-EVpY.html |
| java中级开发工程师 | 郑州·金水区·花园路 | 9-12K | 5-10年大专 | 车如意科技 | 移动互联网0-20人 | https://www.zhipin.com/job_detail/72e9e16456dc737d1Hx409S8GVJR.html |
| 高级java开发工程师 | 郑州·二七区·京广路 | 10-13K | 5-10年大专 | 众益公司 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/ab712c4a58e161e61HJ70921FldV.html |
| 后端开发工程师（RPA） | 郑州·金水区·CBD | 10-15K | 5-10年本科 | 云语信息技术 | 大数据未融资100-499人 | https://www.zhipin.com/job_detail/c63bc951e2b824171HNy2tm6FFJZ.html |
| （实习岗）Java开发工程师 | 郑州·二七区·淮河路 | 1-6K | 经验不限大专 | 玉带 | 计算机软件0-20人 | https://www.zhipin.com/job_detail/f4d4f096254b5aba1HR529-5EFVZ.html |
| java开发工程师（上市公司/双休） | 郑州·管城回族区·航海东路 | 10-11K | 5-10年本科 | 德科信息 | 计算机软件不需要融资1000-9999人 | https://www.zhipin.com/job_detail/afba2b2eb9901f671Hx_0tW-GVNZ.html |
| Java（出差一年） | 郑州·金水区·东建材 | 11-15K | 3-5年本科 | 屹通信息科技 | 计算机软件已上市1000-9999人 | https://www.zhipin.com/job_detail/f60ffdc10c73c6c21Hx62Ny_EVBX.html |
| Java低代码平台（常驻青岛，公积金全额） | 郑州·中原区·高新区 | 9-12K | 3-5年大专 | 中软国际 | 计算机软件已上市10000人以上 | https://www.zhipin.com/job_detail/f43e2f60f53130851Hx82di_FFtS.html |
| Java（线上面试+新部门+机会多） | 郑州·金水区·CBD | 20-40K·15薪 | 1-3年本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/1abb5061f73275141HZ-2Ni-FFtZ.html |
| sre开发工程师 | 郑州·管城回族区·东建材 | 10-15K·16薪 | 3-5年本科 | 数字马力 | 互联网不需要融资1000-9999人 | https://www.zhipin.com/job_detail/b5543ee8d82c0e361HN9092_FltV.html |
| 自研工业物联网JAVA开发 | 郑州 | 8-12K | 3-5年大专 | 八六三软件 | 计算机软件未融资500-999人 | https://www.zhipin.com/job_detail/eebf2320dc1706ef1HJ409W5EVtV.html |
| 后端开发工程师 | 郑州 | 20-40K·16薪 | 3-5年本科 | 某大型互联网上市公司 | 互联网已上市10000人以上 | https://www.zhipin.com/job_detail/331b09645323c5e31HN80tW6FFdZ.html |
| 中/高级java工程师 | 郑州·管城回族区·郑州东站 | 14-22K | 经验不限本科 | 牧原食品股份有限公司 | 农/林/牧/渔已上市10000人以上 | https://www.zhipin.com/job_detail/16e39b82c8e519fa1HNz3NW8FlZR.html |
| 高级Java开发工程师 | 郑州·金水区·燕庄 | 15-23K | 5-10年大专 | UU跑腿 | 移动互联网B轮1000-9999人 | https://www.zhipin.com/job_detail/83e2bd246805d2ba1XV83Nu0GVFV.html |
| 高级java开发工程师 | 郑州·管城回族区·管南区域 | 8-10K | 5-10年本科 | 海融软件 | 移动互联网未融资500-999人 | https://www.zhipin.com/job_detail/7bf60861e011d51d1HN92d24EVtV.html |
| Java开发工程师（六险一金+双休） | 郑州·管城回族区·郑州东站 | 9-11K | 3-5年本科 | 慧博云通 | 计算机软件已上市1000-9999人 | https://www.zhipin.com/job_detail/bc37e84c7dfc278b1HF439-6E1dY.html |
| java实习生 | 郑州·二七区·淮河路 | 1-6K | 经验不限大专 | 玉带 | 计算机软件0-20人 | https://www.zhipin.com/job_detail/3451312ab55ba9eb1X1_0tS7GVZW.html |
| Java开发（双休+六险一金） | 郑州·管城回族区·航海东路 | 10-13K | 5-10年本科 | 德科信息 | 计算机软件不需要融资1000-9999人 | https://www.zhipin.com/job_detail/8c088fe301bbeaf61HJ53di_GFRR.html |
| java开发工程师 | 郑州·金水区·花园路 | 9-14K | 3-5年本科 | 安徽屹通 | 计算机软件已上市1000-9999人 | https://www.zhipin.com/job_detail/c43ad16fa31e8b5e1Hx829i5ElZZ.html |
| java全栈开发工程师 | 郑州·中原区·新郑大 | 8-12K | 5-10年大专 | 中软国际 | 计算机软件已上市10000人以上 | https://www.zhipin.com/job_detail/0345e97ff54f923a1Hx_3NS-F1FV.html |
| Java高级研发工程师-某跑腿业务 | 郑州 | 15-25K | 3-5年大专 | 某大型计算机软件公司 | 计算机软件B轮500-999人 | https://www.zhipin.com/job_detail/c9f0198d4df83dd71HFy3di7F1NS.html |
| 高级java开发工程师 | 郑州·管城回族区·郑州东站 | 11-18K | 3-5年本科 | 数字马力 | 互联网不需要融资1000-9999人 | https://www.zhipin.com/job_detail/1d8df8894197b9ba1Xx62Nm_FlRR.html |
| 测试开发 | 郑州·金水区·杜岭 | 12-22K | 经验不限本科 | 华为技术有限公司 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/39f89e69b64c495f1nV40926FlFX.html |
| Java架构师 | 郑州·管城回族区·郑州东站 | 20-30K | 经验不限学历不限 | 牧原食品股份有限公司 | 农/林/牧/渔已上市10000人以上 | https://www.zhipin.com/job_detail/e8569b068c5e18371nRz0tS-FFNW.html |
| java开发工程师 | 郑州·管城回族区·京广路 | 10-11K | 5-10年本科 | 德科信息 | 计算机软件不需要融资1000-9999人 | https://www.zhipin.com/job_detail/9b53f9d2f1750e411HN73925F1tY.html |
| java开发工程师 | 郑州·管城回族区·郑州东站 | 10-15K·16薪 | 1-3年本科 | 数字马力 | 互联网不需要融资1000-9999人 | https://www.zhipin.com/job_detail/3f5c688dcc9347661HR72tW0GFpQ.html |
| 服务端开发工程师（机务方向） | 郑州·管城回族区·郑州东站 | 25-35K·15薪 | 5-10年硕士 | 易控智驾 | 计算机软件B轮100-499人 | https://www.zhipin.com/job_detail/bedf0b0efdc6fd821Hx929W7GFFZ.html |
| 软件开发工程师 | 郑州 | 20-30K | 3-5年本科 | 某大型机械设备/机电/重工及汽车零部件制造上市公司，郑州 | 机械设备/机电/重工已上市1000-9999人 | https://www.zhipin.com/job_detail/c69b242487725d181HN-3dW_GVVZ.html |
| Java | 郑州·管城回族区·郑州东站 | 15-25K·13薪 | 3-5年本科 | 蚂蚁集团 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/7a4e6b5a39c60c1b1X1-3d6-FVVS.html |
| java架构师/专家 | 郑州·金水区·丰产路 | 23-26K | 10年以上本科 | 湖南拓维信创系统集成 | 计算机软件1000-9999人 | https://www.zhipin.com/job_detail/fd2fcde7e5ba57b41Hx92dq8FlNV.html |
| Java开发工程师 | 郑州·二七区·火车站 | 6-8K | 1-3年本科 | 河南最速网络科技 | 互联网未融资0-20人 | https://www.zhipin.com/job_detail/e1a2efcb601150b71HJ62Nq8E1BS.html |
| 技术经理-Java | 郑州·金水区·金水路 | 20-30K | 5-10年本科 | 简新电科 | 物联网天使轮20-99人 | https://www.zhipin.com/job_detail/209da6a89ffc4e491HN52dS9E1ZZ.html |
| Java开发（长期驻场青岛海信） | 郑州·中原区·高新区 | 12-16K | 3-5年大专 | 诚迈科技 | 互联网已上市1000-9999人 | https://www.zhipin.com/job_detail/9f09df2a8cbe906f1Hx-0tm4E1JR.html |
| Java（全日制统招可查本科+正编） | 郑州·中原区·伏牛路 | 13-18K | 3-5年本科 | 杭州真至数智科技公司 | 计算机服务100-499人 | https://www.zhipin.com/job_detail/26ccace26fda93901Hx509y1GVJZ.html |
| java 长期稳定知名企业 | 郑州·管城回族区·东大街 | 11-14K | 3-5年大专 | 玲珑塔科技 | 计算机服务未融资100-499人 | https://www.zhipin.com/job_detail/bc2b0794adf6f10b1HJ_2tm8FFVW.html |
| Android/linux系统应用软件开发 | 郑州·中原区·高新区 | 25-50K | 5-10年大专 | 天迈科技 | 互联网已上市500-999人 | https://www.zhipin.com/job_detail/3781705eec82bc491Xd_3tS-FFVY.html |
| JAVA开发工程师 | 郑州·中原区·高新区 | 8-12K | 3-5年本科 | 上海顶简软件科技... | 计算机软件天使轮20-99人 | https://www.zhipin.com/job_detail/835d94ccf3bf03701HN52tq4FVNY.html |
| 后端Java开发（学信网统本+外包大厂） | 郑州·中原区·高新区 | 12-14K | 5-10年本科 | 博彦科技承德有限公司 | 互联网10000人以上 | https://www.zhipin.com/job_detail/c1c8333178479ea51Hx82tW9FldW.html |
| Java | 郑州·中原区·高新区 | 8-13K | 经验不限本科 | 南京辰晖智能网络科技 | 互联网未融资0-20人 | https://www.zhipin.com/job_detail/aac889edbbc79b251HNz2ty6FFBV.html |
| java技术经理 | 郑州·中原区·高新区 | 10-14K | 5-10年本科 | 上海瀚若轩公司 | 互联网20-99人 | https://www.zhipin.com/job_detail/5d7f0c3a14f7d26e1Hx929W1GFFU.html |
| java工程师 | 郑州 | 18-25K | 经验不限本科 | 某大型已上市汽车研发/制造公司 | 汽车研发/制造已上市10000人以上 | https://www.zhipin.com/job_detail/3841815b1d24c0a71Hx62di-ElVZ.html |
| Java | 郑州·中原区·五龙口 | 8-12K | 5-10年本科 | 象过河 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/0b87d58bff10eccf1HB409y_FVNV.html |
| java讲师 | 郑州·金水区·龙湖岛 | 11-17K·14薪 | 3-5年硕士 | 合肥科大讯飞教育发展 | 互联网已上市500-999人 | https://www.zhipin.com/job_detail/dfeaba0859159d591HJ_2du5E1FZ.html |
| 高级java开发工程师 | 郑州·金水区·CBD | 15-22K·13薪 | 3-5年本科 | APUS | 互联网不需要融资100-499人 | https://www.zhipin.com/job_detail/d4c301c5c42709cc1HN809m9EFBQ.html |
| java开发工程师（郑州） | 郑州·中原区·新郑大 | 8-10K | 5-10年大专 | 扬新科技 | 计算机软件天使轮100-499人 | https://www.zhipin.com/job_detail/508160efd95fe8661HN629q1EVZT.html |
| 高级java开发 | 郑州·新郑市·航空港区 | 8-12K | 5-10年本科 | 亿点秀 | 电子商务20-99人 | https://www.zhipin.com/job_detail/4c9b3ef15f04163f1Hx_0t2_FFNZ.html |
| Java开发工程师 | 郑州·管城回族区·航海东路 | 4-7K | 1-3年学历不限 | 智慧城市大数据研究院 | 计算机软件天使轮100-499人 | https://www.zhipin.com/job_detail/29adf1e50256b8551n173dq7EFpW.html |
| 中/高级java开发工程师-长期出差驻点宁波 | 郑州·中原区·高新区 | 11-18K | 3-5年本科 | 领雁科技 | 计算机软件不需要融资1000-9999人 | https://www.zhipin.com/job_detail/1d225229173007181HZ63dS0FVJY.html |
| Java（牧原） | 郑州·管城回族区·郑州东站 | 10-13K | 5-10年本科 | 济让 | 咨询100-499人 | https://www.zhipin.com/job_detail/3ca1d0bd415ff8411Hx83Ni1E1RZ.html |
| 高级java架构师 | 郑州·金水区·丰产路 | 18-23K | 5-10年本科 | 拓维云创 | 计算机软件已上市1000-9999人 | https://www.zhipin.com/job_detail/ddc174da97dcd5c61Hx92Nu8EFVT.html |
| java开发工程师（安全管理平台） | 郑州·中牟县·沃金 | 10-15K | 3-5年本科 | 瑞和云图 | 信息安全A轮20-99人 | https://www.zhipin.com/job_detail/d9551abc64ff1df11Hdz29u6FVFU.html |
| 中/高级java开发工程师 | 郑州·管城回族区·郑州东站 | 9-14K | 5-10年本科 | 中宝科技 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/f2e3f4cf6ac6db911Hx_0928GVVY.html |
| 高级java开发工程师 | 郑州·中原区·高新区 | 18-25K·13薪 | 5-10年本科 | 深圳国超 | 社交网络与媒体不需要融资100-499人 | https://www.zhipin.com/job_detail/00d3f983ba1d756d1Hx_2tm7E1BQ.html |
| java | 郑州·中原区·新郑大 | 8-13K | 1-3年本科 | 紫光云数 | 计算机软件不需要融资1000-9999人 | https://www.zhipin.com/job_detail/e4b609fe59534d731HN_2tq6F1FU.html |
| java | 郑州·中原区·高新区 | 5-6K | 3-5年本科 | 宏达盛丰 | 互联网未融资100-499人 | https://www.zhipin.com/job_detail/c4ba1f1c3f8075de1Hx53N--FFZW.html |
| java全栈开发工程师 | 郑州·金水区·祭城 | 10-15K | 1-3年本科 | 北京神州卓远科技 | 广告/公关/会展500-999人 | https://www.zhipin.com/job_detail/dbf17fef33a34a0c1Hx829W5E1ZZ.html |
| 技术总监（千人电商公司+五险一金+年终奖） | 郑州·金水区·郑汴路 | 25-30K·13薪 | 5-10年本科 | 河南聚量 | 电子商务未融资1000-9999人 | https://www.zhipin.com/job_detail/717d9066ea2e320e1Hx_0tq1EFdY.html |
| java开发 | 郑州·管城回族区·东建材 | 15-18K·14薪 | 5-10年本科 | 天津奥津网络技术 | 互联网C轮100-499人 | https://www.zhipin.com/job_detail/66b3e19c0f2c077e1HNy2t20GFJQ.html |
| 中级java开发工程师 | 郑州·二七区·老郑大 | 6-10K | 3-5年大专 | 龙翼信息 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/478573047d0594bd1Hx92Nq_EFZY.html |
| java中高级开发工程师 | 郑州·中原区·高新区 | 8-13K | 3-5年大专 | 河南兆迪 | 仪器仪表未融资0-20人 | https://www.zhipin.com/job_detail/4da398aaa6feacb11Hx539q_FFFV.html |
| 高级java开发工程师 | 郑州·管城回族区·东大街 | 6-10K | 5-10年本科 | 中科聚网 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/538e183bd3e39d001Hx53tu6E1dW.html |
| 国企-Java-985 | 郑州 | 15-25K·16薪 | 经验不限本科 | 某中型计算机软件公司 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/5387d209ee2c66481Hx82N-4FFdV.html |
| JAVA 工程师 | 郑州·中原区·锦艺城 | 5-7K | 1-3年本科 | 建培实业 | 其他制造业不需要融资100-499人 | https://www.zhipin.com/job_detail/7dc9b956cd9117b31HF93t-1F1FY.html |
| 少儿编程讲师（Python、Java、C++) | 郑州·二七区·二七万达 | 8-10K | 1-3年本科 | 郑州童程童美科技 | 培训/辅导机构1000-9999人 | https://www.zhipin.com/job_detail/e63c15a6125c518e1XBz2di6E1JY.html |
| java | 郑州·二七区·淮河路 | 8-12K | 3-5年本科 | 格蒂电力 | 电力/热力/燃气/水利已上市500-999人 | https://www.zhipin.com/job_detail/ca19e4c3c622e2c51Hx539q5FVBY.html |
| java高级开发工程师 | 郑州 | 8-10K | 3-5年本科 | 易元泰电子 | 储能未融资20-99人 | https://www.zhipin.com/job_detail/de85990fe241a0af1X143ty1GVRY.html |
| java工程师 | 郑州·管城回族区·二里岗 | 8-13K | 5-10年大专 | 河南文式耳海健康... | 其他生活服务不需要融资500-999人 | https://www.zhipin.com/job_detail/185b18e43d2b6b641Hx-0926E1NR.html |
| java开发 | 郑州·中原区·高新区 | 7-8K | 3-5年本科 | 北京智配网络科技... | 移动互联网天使轮0-20人 | https://www.zhipin.com/job_detail/4064ca1016c5164a1HJ629W4FVJW.html |
| 国企上市总行正编+Java工程师（base长沙） | 郑州 | 25-35K | 3-5年本科 | 某银行公司 | 银行20-99人 | https://www.zhipin.com/job_detail/055b39857a311c231Hx-29y1GFBV.html |
| 高级java讲师 | 郑州·中原区·高新区 | 10-15K | 3-5年本科 | 华杉科技 | 计算机软件不需要融资20-99人 | https://www.zhipin.com/job_detail/b6e81d42512985b01HJz3NW9FVpZ.html |
| java开发工程师 | 郑州·二七区·京广路 | 9-14K·13薪 | 1-3年本科 | 德纳 | 互联网不需要融资100-499人 | https://www.zhipin.com/job_detail/0bd4dd8d259fb3d91HR639W1E1pQ.html |
| 系统开发工程师（蜜雪冰城 五险一金 ） | 郑州·金水区·祭城 | 13-25K | 5-10年本科 | 蜜雪冰城 | 批发/零售未融资1000-9999人 | https://www.zhipin.com/job_detail/29de6cc46153ed961HN52du4FldX.html |
| java开发工程师 | 郑州 | 9-14K | 3-5年大专 | 易分祺 | 互联网不需要融资100-499人 | https://www.zhipin.com/job_detail/75d7a00c311b92c01Hx82ti_EFBY.html |
| JAVA培训讲师 | 郑州·金水区·龙子湖校区 | 6-8K | 1-3年本科 | 芒谷文化科技 | 移动互联网0-20人 | https://www.zhipin.com/job_detail/134fe84c62c4aceb33x509W8EVA~.html |
| Java架构师 | 郑州·二七区·万客来 | 25-50K·13薪 | 5-10年大专 | 快都科技 | 企业服务20-99人 | https://www.zhipin.com/job_detail/4854a59cfb0912a71nZ-3tS_E1BR.html |
| Java后端开发工程师（双休） | 郑州·中原区·高新区 | 8-12K | 3-5年大专 | 河南仑业 | 进出口贸易未融资20-99人 | https://www.zhipin.com/job_detail/4967fbdbb41ace881Hx-09S_FFBX.html |
| java高级开发工程师 | 郑州·管城回族区·郑州东站 | 13-18K | 3-5年本科 | 蚂蚁胜信 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/8dd9723a2fa594781X1-2dm_EFZU.html |
| Java | 郑州·二七区·长城康桥华城 | 20-30元/时 | 1-3年大专 | 十域科技 | 互联网B轮20-99人 | https://www.zhipin.com/job_detail/ae89a02930c139ec1Hx929m1E1VW.html |
| 高级java开发 | 郑州·中原区·高新区 | 7-12K | 1-3年本科 | 一领电子 | 计算机软件0-20人 | https://www.zhipin.com/job_detail/e8ee53c7748647701HNy2N--GVFW.html |
| 初级Java 开发工程师 | 郑州·金水区·CBD | 5-8K | 经验不限本科 | 代代科技 | 环保天使轮20-99人 | https://www.zhipin.com/job_detail/3707dcd975727e5d1Hx_2Nm7EltZ.html |
| 高级JAVA开发工程师（后端） | 郑州·金水区·龙湖岛 | 10-13K | 5-10年本科 | 众诚科技 | 计算机服务已上市100-499人 | https://www.zhipin.com/job_detail/5e19673163e64ddd1HZ63N68FVNZ.html |
| 中/高级java工程师 | 郑州 | 5-8K | 3-5年本科 | 斯派莱尼(郑州) | 互联网0-20人 | https://www.zhipin.com/job_detail/1e455a86f5dbb84c1Hx_2t2-F1JV.html |
| 高级java研发经理 | 郑州·中原区·高新区 | 8-13K | 3-5年本科 | 中科宇图科技 | 环保B轮500-999人 | https://www.zhipin.com/job_detail/52e661331f6a13a81XB40964GFtT.html |
| java开发工程师 | 郑州·中原区·高新区 | 8-10K | 1-3年本科 | 谐云 | 计算机软件B轮100-499人 | https://www.zhipin.com/job_detail/6ed54ce27a132d421HF82tq9GVtU.html |
