| 岗位 | 区域 | 薪资 | 年限信息 | 公司名称 | 公司信息 | 链接 |
| Java开发工程师/高级开发工程师 | 长沙·长沙县·星城国际 | 14-22K | 5-10年本科 | 必和必拓 | 通信/网络设备不需要融资20-99人 | https://www.zhipin.com/job_detail/97ee0ae141673dd80X1y29-4FFY~.html |
| 资深java开发工程师 | 长沙·岳麓区·望城坡 | 14-20K | 5-10年本科 | Trasen | 医疗健康已上市500-999人 | https://www.zhipin.com/job_detail/8cfd3cbe29da1c241HZ_2d66E1NZ.html |
| 中级java开发工程师 | 长沙 | 10-12K | 5-10年本科 | 天云软件 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/d74f4e72f4dd77631Hx929-5ElpZ.html |
| Java开发（接受应届、线上面试） | 长沙·岳麓区·望城坡 | 12-23K | 经验不限本科 | 华为技术有限公司 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/625cd855640aec9d1HJ609-6EVtZ.html |
| 中级java开发工程师 | 长沙·天心区·新开铺 | 11-20K·13薪 | 5-10年本科 | 华雁 | 信息安全已上市100-499人 | https://www.zhipin.com/job_detail/97bd56be562511e01HR73N-6GFRZ.html |
| 全栈java工程师 | 长沙·岳麓区·银盆岭 | 8-10K | 5-10年大专 | 老板给利科技有限公司 | 批发/零售天使轮20-99人 | https://www.zhipin.com/job_detail/04a1bd254a51253c1Hx_392-FlZQ.html |
| java开发主管 | 长沙·雨花区·云塘理工 | 12-15K | 5-10年本科 | 力光信息 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/d3eceb10d23c07911Hx83dS1EVBV.html |
| 资深java工程师 | 长沙·岳麓区·含浦 | 10-15K | 5-10年本科 | 湖南资圆博通企业管理 | 互联网20-99人 | https://www.zhipin.com/job_detail/4b22bcc5107e7c571Hx42dW4FlFT.html |
| java高级开发工程师 | 长沙·天心区·金盆岭 | 10-15K | 5-10年本科 | 智言科技 | 计算机软件0-20人 | https://www.zhipin.com/job_detail/39dd7ca4cd75891d1HNz0920F1RS.html |
| 中/高级java开发工程师 | 长沙·芙蓉区·马王堆 | 10-15K | 5-10年本科 | 智易 | 计算机软件0-20人 | https://www.zhipin.com/job_detail/0a941962495031e91HNz09S4E1RS.html |
| java工程师 | 长沙·天心区·新开铺 | 9-10K | 5-10年本科 | 北京友友南洋科技 | 计算机软件20-99人 | https://www.zhipin.com/job_detail/78d5c347e380d4ca1Hdy2dy9FFZW.html |
| 高级java开发工程师 | 长沙·岳麓区·麓谷 | 8-13K | 5-10年本科 | 湖南中赢合力信息技术 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/c44a42611a28e6d91HB939i0F1VY.html |
| 中级java开发工程师 | 长沙 | 20-40K·16薪 | 1-3年本科 | 某大型综合集团公司 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/d3f1975fa30a0cee1HN539q6GFRU.html |
| 中高级java工程师 | 长沙·岳麓区·麓谷 | 10-15K·13薪 | 5-10年本科 | 百拓创新 | 进出口贸易未融资100-499人 | https://www.zhipin.com/job_detail/df00e658f41aa74d1HF92965FlRU.html |
| 银行直签--研发工程师（java） | 长沙 | 25-30K·14薪 | 3-5年本科 | 某大型通信/网络设备行业公司 | 通信/网络设备不需要融资10000人以上 | https://www.zhipin.com/job_detail/d5e4ef0e39c6b4801Hx62dy0EFFQ.html |
| JAVA开发工程师-CS (MJ000605) | 长沙·开福区·伍家岭 | 16-22K | 5-10年本科 | 赢时胜 | 计算机软件已上市1000-9999人 | https://www.zhipin.com/job_detail/9d273f17856a13331XJ82ty7FFNW.html |
| 研发工程师(java) | 长沙 | 17-25K | 3-5年本科 | 某银行公司 | 银行20-99人 | https://www.zhipin.com/job_detail/38b5259e91698e201HNz09q5EFRZ.html |
| java开发（长沙/深圳） | 长沙·岳麓区·望城坡 | 15-30K·14薪 | 经验不限本科 | 深圳华为 | 通信/网络设备不需要融资10000人以上 | https://www.zhipin.com/job_detail/a18365a4713181061HBz2dW4EFBX.html |
| 高级java开发工程师 | 长沙·岳麓区·观沙岭 | 15-28K·16薪 | 5-10年本科 | Webull微步 | 证券/期货C轮500-999人 | https://www.zhipin.com/job_detail/e4df01da4c02853b1HB92t-8F1NW.html |
| 高级java开发工程师 | 长沙·岳麓区·麓谷 | 20-35K·14薪 | 5-10年本科 | Anker | 电子商务已上市1000-9999人 | https://www.zhipin.com/job_detail/ed3b106bf713908d1Hd72N29FlpU.html |
| Java开发工程师 | 长沙·芙蓉区·马王堆 | 12-13K | 5-10年大专 | 湖南新航动力 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/eba4e69309621d691Hx_2d24EVVX.html |
| JAVA开发岗（某知名银行正编，国企） | 长沙 | 25-35K | 经验不限本科 | 某银行公司 | 银行20-99人 | https://www.zhipin.com/job_detail/be9cca6c1dfbb52e1Hx639S7EFJY.html |
| java开发工程师 | 长沙·岳麓区·望城坡 | 9-12K | 5-10年本科 | 软通动力 | 计算机软件已上市10000人以上 | https://www.zhipin.com/job_detail/1968e1385227c6971Hx-39i0EVZX.html |
| java开发 | 长沙 | 15-30K·14薪 | 经验不限本科 | 某大型互联网OTO平台上市公司 | 互联网已上市1000-9999人 | https://www.zhipin.com/job_detail/9e7fd8c684445ca21Hx73t68ElBU.html |
| Java开发工程师（国企-长沙银行） | 长沙 | 18-25K | 3-5年本科 | 某银行公司 | 银行20-99人 | https://www.zhipin.com/job_detail/9a607b80cdc2e8431HJ939y_ElZX.html |
| Java 开发总监 | 长沙 | 13-18K | 5-10年本科 | 敬在信息 | 计算机软件A轮100-499人 | https://www.zhipin.com/job_detail/44bca370bed0aa941Hx-09W_FFJY.html |
| Java中级开发工程师 | 长沙·岳麓区·麓谷 | 15-21K·15薪 | 5-10年本科 | 卫宁健康 | 医疗健康已上市1000-9999人 | https://www.zhipin.com/job_detail/2c7004f6c53b29cc1XZ62dS4GFdW.html |
| Java | 长沙·岳麓区·含浦 | 15-30K | 3-5年本科 | 数字马力 | 互联网不需要融资1000-9999人 | https://www.zhipin.com/job_detail/e29b3dc02ef9937f1HB62dW8EFVT.html |
| 高级java | 长沙 | 20-21K | 3-5年本科 | 某大型计算机软件公司 | 计算机软件不需要融资500-999人 | https://www.zhipin.com/job_detail/04b14d8b8452f8341HBz2tu7ElNS.html |
| Java高级开发工程师 | 长沙·岳麓区·银盆岭 | 13-25K | 5-10年本科 | 中科云谷 | 互联网未融资500-999人 | https://www.zhipin.com/job_detail/bd69f5860b5453171nV43N29GFZX.html |
| 资深java开发工程师 | 长沙·岳麓区·麓谷 | 20-30K | 5-10年本科 | 华盛通 | 互联网不需要融资500-999人 | https://www.zhipin.com/job_detail/9ca6fec0a2024cb91X1839q7FFJR.html |
| 高级java工程师 | 长沙·芙蓉区·韭菜园 | 13-25K·13薪 | 5-10年本科 | 湖南电信数智公司 | 互联网不需要融资100-499人 | https://www.zhipin.com/job_detail/3400566c6e0a8f091Xx40tu6GVtX.html |
| JAVA架构师 | 长沙 | 20-40K | 5-10年本科 | 某大型计算机软件公司 | 计算机软件100-499人 | https://www.zhipin.com/job_detail/c2dc8cdb087735901HJy09i9EVZS.html |
| 高级java研发工程师 | 长沙·岳麓区·含浦 | 15-25K | 5-10年本科 | 长沙数字马力信息技术 | 计算机软件1000-9999人 | https://www.zhipin.com/job_detail/72bcd648dff66a951HJ_3N28ElNS.html |
| Java开发 | 长沙 | 15-25K·14薪 | 经验不限本科 | 某大型计算机软件公司 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/c9cda586036208d41HN739u0EVVX.html |
| 银行正编-java开发工程师 | 长沙 | 25-40K | 3-5年本科 | 某大型银行公司 | 银行500-999人 | https://www.zhipin.com/job_detail/47d94c03675e84371Hx83di4EVBW.html |
| Java开发工程师-深圳-后端(华为OD) | 长沙·岳麓区·麓谷 | 15-30K·14薪 | 经验不限本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/2cb1c98cb44977861HJz3924GFRZ.html |
| Java工程师 | 长沙·岳麓区·观沙岭 | 15-30K·15薪 | 5-10年本科 | Webull微步 | 证券/期货C轮500-999人 | https://www.zhipin.com/job_detail/f5d4f0adcc24112c1XV83tW_GVRS.html |
| 研发工程师（java） | 长沙 | 17-25K·16薪 | 5-10年本科 | 某银行公司 | 银行20-99人 | https://www.zhipin.com/job_detail/dc7bf2b4a79eb7131HN63Ny9ElFS.html |
| 高级JAVA工程师 | 长沙·岳麓区·麓谷 | 16-30K | 5-10年本科 | 卫宁健康 | 医疗健康已上市1000-9999人 | https://www.zhipin.com/job_detail/4f660f8310d88d241nF7396-ElZW.html |
| java资深开发工程师 | 长沙·岳麓区·含浦 | 15-25K | 5-10年本科 | 数字马力 | 互联网不需要融资1000-9999人 | https://www.zhipin.com/job_detail/0ab9fc65174d405a1Hdy2N68ElpY.html |
| java后台开发工程师 | 长沙·岳麓区·望城坡 | 20-40K | 5-10年本科 | 华盛通 | 互联网不需要融资500-999人 | https://www.zhipin.com/job_detail/6e50998c2844b6371HR43tW8FFFT.html |
| java高级开发工程师 | 长沙·岳麓区·麓谷 | 13-25K | 5-10年本科 | 中科云谷 | 互联网未融资500-999人 | https://www.zhipin.com/job_detail/c8230cc9141687e71Xxy0tm9F1NU.html |
| Java！Java（线上流程/14-16薪双休） | 长沙 | 16-30K·16薪 | 经验不限本科 | 某大型国际计算机软件公司 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/935d626224714a421HN53dy0EVpR.html |
| 总行-Java开发工程师-年包40w | 长沙 | 22-35K | 经验不限本科 | 某大型已上市互联网金融公司 | 互联网金融已上市1000-9999人 | https://www.zhipin.com/job_detail/5aaefaca5bb4f1c21HN40965E1RU.html |
| Java开发工程师 | 长沙·岳麓区·望城坡 | 18-35K·14薪 | 3-5年本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/6ddd198e9048afe61HJy2du-ElFX.html |
| 资深java开发工程师 | 长沙·岳麓区·观沙岭 | 14-28K | 5-10年本科 | Webull微步 | 证券/期货C轮500-999人 | https://www.zhipin.com/job_detail/8fb042568a3399d81HFz3ty7F1FR.html |
| Java | 长沙·岳麓区·望城坡 | 15-25K | 3-5年本科 | 数字马力 | 互联网不需要融资1000-9999人 | https://www.zhipin.com/job_detail/eaafd2fe6bea02c81HR9396-EFFT.html |
| Java高级开发工程师 | 长沙·岳麓区·麓谷 | 12-23K | 5-10年本科 | 卫宁健康 | 医疗健康已上市1000-9999人 | https://www.zhipin.com/job_detail/cbe33497dafd3e3233x83N68EFc~.html |
| Java架构师 | 长沙·岳麓区·麓谷 | 15-30K·15薪 | 5-10年本科 | 中科云谷 | 互联网未融资500-999人 | https://www.zhipin.com/job_detail/71d2e839764332060HR729-6E1Q~.html |
| Java软件开发（双休+自研大厂） | 长沙 | 15-30K·16薪 | 经验不限本科 | 某知名企业 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/eef2dd0ed0b3a05a1HN539S6GVpU.html |
| 通用软件开发（Java/JS/Python） | 长沙·岳麓区·望城坡 | 16-30K·15薪 | 经验不限本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/302defdbc9b0068d1HFy09m5E1JV.html |
| Java | 长沙·岳麓区·麓谷 | 16-21K·14薪 | 5-10年本科 | 卫宁健康 | 医疗健康已上市1000-9999人 | https://www.zhipin.com/job_detail/fa4dfe2d341fc7111XV729i9GVFX.html |
| 初中高级java工程师（可全国） | 长沙·岳麓区·麓谷 | 15-30K·14薪 | 经验不限本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/73634af67ec146e61HV72du5GFFZ.html |
| Java/python/js/AI大数据开发/软件测试 | 长沙·岳麓区·望城坡 | 15-30K·15薪 | 经验不限本科 | 华为技术有限公司 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/5a4f988fa301a8851Hx-09W4FFNR.html |
| Java高级开发工程师【华为od岗位】 | 长沙·岳麓区·麓谷 | 18-35K·16薪 | 5-10年本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/a8024a04b1c080f71XJ73t-0FFtV.html |
| 专家级java研发工程师 | 长沙·岳麓区·麓谷 | 18-26K | 5-10年学历不限 | 君南 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/0b0aadd1666321841Hx43t27GVRY.html |
| java开发工程师 | 长沙 | 16-25K | 3-5年本科 | 长沙某大型计算机软件公司 | 计算机软件1000-9999人 | https://www.zhipin.com/job_detail/da24693922d8f3d51HN92960GVBQ.html |
| java高级研发工程师 | 长沙 | 17-25K·15薪 | 3-5年本科 | 某大型互联网金融公司 | 互联网金融D轮及以上1000-9999人 | https://www.zhipin.com/job_detail/bf3304436233c4be1Hx92N68GFJV.html |
| java | 长沙 | 20-35K | 3-5年本科 | 某银行公司 | 银行20-99人 | https://www.zhipin.com/job_detail/39fa36184a60c04e1HN42di6GVpT.html |
| 高级研发工程师-java后端 | 长沙 | 17-25K | 3-5年本科 | 某银行公司 | 银行20-99人 | https://www.zhipin.com/job_detail/5ec728d1057c0abc1Hx70t61FFRT.html |
| Java开发工程师-一线大厂 | 长沙 | 15-30K·16薪 | 3-5年本科 | 某大型电子商务公司 | 电子商务不需要融资1000-9999人 | https://www.zhipin.com/job_detail/b06fbd9ee443bb1d1Hx62921FlNS.html |
| Java | 长沙·芙蓉区·韭菜园 | 9-11K | 5-10年本科 | 牛数科技 | 互联网100-499人 | https://www.zhipin.com/job_detail/ee02158c6c2ee9cb1Hx42d-8F1pW.html |
| java研发工程师 | 长沙 | 20-25K·16薪 | 5-10年本科 | 某银行公司 | 银行20-99人 | https://www.zhipin.com/job_detail/3d437e4090f82f881HN42tq_EldU.html |
| 高级java研发工程师 | 长沙 | 20-30K·13薪 | 5-10年本科 | 某互联网公司 | 互联网20-99人 | https://www.zhipin.com/job_detail/6add635254f6510a1HN70ty9FltT.html |
| 高薪诚聘JAVA工程师（全栈开发） | 长沙·芙蓉区·汽车东站 | 15-20K | 5-10年大专 | 颐而康 | 医疗健康未融资1000-9999人 | https://www.zhipin.com/job_detail/62716585d028fef81HV43tm8F1dZ.html |
| Java出差补贴住宿 | 长沙·岳麓区·银盆岭 | 12-20K | 5-10年本科 | 神州信息 | 计算机软件已上市10000人以上 | https://www.zhipin.com/job_detail/9375e4df5ca825141Hx929--EFtR.html |
| Java | 长沙·岳麓区·望城坡 | 18-35K | 经验不限本科 | 华为终端有限公司 | 通信/网络设备不需要融资10000人以上 | https://www.zhipin.com/job_detail/c913100944db2c311Hx739m8EFRQ.html |
| Java开发工程师 | 长沙·岳麓区·含浦 | 12-17K | 5-10年大专 | 天阳科技 | 计算机软件已上市1000-9999人 | https://www.zhipin.com/job_detail/348d8d13e408f0ef1Hx73N-4FVBW.html |
| java高级开发 | 长沙·芙蓉区·袁家岭 | 7-12K | 5-10年本科 | 东华瑞企 | 计算机软件20-99人 | https://www.zhipin.com/job_detail/90be85d94098c9c31HNy3di-EFdQ.html |
| Java架构，系统架构，微服务（长沙多名急） | 长沙 | 20-40K·13薪 | 经验不限本科 | 某通信公司 | 通信/网络设备20-99人 | https://www.zhipin.com/job_detail/7f17ecc00e35b45f1Xx73tu0EVtY.html |
| 高级JAVA工程师 | 长沙·岳麓区·含浦 | 25-40K | 5-10年本科 | 万物安全 | 信息安全B轮100-499人 | https://www.zhipin.com/job_detail/6f4fd425e3e293271HN82dq_FVRT.html |
| Java架构师 | 长沙·岳麓区·含浦 | 18-22K·14薪 | 5-10年大专 | 虚拟盒子 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/6fd87cc2be26f8461HNz3dq_EVJZ.html |
| java高级程序员 | 长沙·雨花区·香樟路 | 9-12K | 5-10年大专 | 可近网络科技有限公司 | 互联网未融资0-20人 | https://www.zhipin.com/job_detail/b4ec6b38a58b06e81XB_29y4F1RV.html |
| 高级java后端开发 | 长沙·开福区·湘江中路 | 10-11K | 5-10年本科 | 蓝羽投资 | 互联网不需要融资0-20人 | https://www.zhipin.com/job_detail/02405ebcfc463fe61HN40928F1pT.html |
| 银行java | 长沙 | 20-40K | 5-10年本科 | 某银行公司 | 银行20-99人 | https://www.zhipin.com/job_detail/ddeb79ff02a1d5201HBz0t27ElRZ.html |
| 高级java开发工程师 | 长沙·开福区·伍家岭 | 18-25K | 3-5年本科 | 泛联新安 | 计算机软件B轮100-499人 | https://www.zhipin.com/job_detail/c00cc6f9603dbb9b1HZy2967E1dU.html |
| 高级java开发工程师 | 长沙·芙蓉区·人民东路 | 15-30K | 5-10年本科 | 数智马力 | 计算机软件天使轮20-99人 | https://www.zhipin.com/job_detail/8fa7fd458530bd941Hx40tW0FlBS.html |
| 资深java开发工程师 | 长沙·岳麓区·麓谷 | 15-20K | 5-10年本科 | 长沙蓝葱科技有限公司 | 互联网20-99人 | https://www.zhipin.com/job_detail/1fb9cef2fc91f6941HV83ty7FVNY.html |
| 资深/高级java游戏工程师 | 长沙·岳麓区·含浦 | 20-30K·13薪 | 5-10年本科 | 湖南俏妃卫生用品 | 医疗器械100-499人 | https://www.zhipin.com/job_detail/d62c2703e657c3d11HF63968E1dZ.html |
| java开发工程师 | 长沙·岳麓区·望城坡 | 15-30K·13薪 | 3-5年本科 | 长沙白熊互推科技 | 互联网未融资20-99人 | https://www.zhipin.com/job_detail/a0c5d041cd5081e91Hx92tS9FlJQ.html |
| java | 长沙 | 17-25K·16薪 | 3-5年本科 | 某银行公司 | 银行20-99人 | https://www.zhipin.com/job_detail/caa6898c4b7f8afa1Hx72NS8F1NS.html |
| Java高级开发工程师 | 长沙·岳麓区·麓谷 | 12-24K | 5-10年本科 | 睿展数据 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/6c6ed087f89d56bb1XV-29m0FVZX.html |
| 高级java开发 | 长沙·岳麓区·麓谷 | 12-14K | 5-10年本科 | 和盛长歌 | 互联网0-20人 | https://www.zhipin.com/job_detail/70a8e04ae4edea441Hx73NS-F1RS.html |
| 研发工程师（java） | 长沙 | 22-30K·13薪 | 3-5年本科 | 某银行公司 | 银行20-99人 | https://www.zhipin.com/job_detail/489618b777de19331HJ_3N6_EVBX.html |
| 资深java研发工程师 | 长沙·岳麓区·麓谷 | 15-30K | 3-5年本科 | 重庆开源共创科技 | 互联网20-99人 | https://www.zhipin.com/job_detail/f7a393850019f5171HJ409q8FlFY.html |
| java开发 | 长沙 | 17-25K·15薪 | 经验不限本科 | 某银行公司 | 银行20-99人 | https://www.zhipin.com/job_detail/fffba17a37e7801f1HJ839y7ElJS.html |
| java开发工程师 | 长沙·岳麓区·汽车西站 | 15-25K | 5-10年本科 | 湖南水泽信息 | 计算机软件不需要融资20-99人 | https://www.zhipin.com/job_detail/3786ae359f88d6f51XJ709q6FFtQ.html |
| Java（外派财信数科） | 长沙·天心区·侯家塘 | 10-15K | 5-10年本科 | 前海恒道智融 | 计算机服务不需要融资1000-9999人 | https://www.zhipin.com/job_detail/44ccd84a9d16f5b11HR42N-0GFZQ.html |
| java开发工程师 | 长沙 | 20-30K | 5-10年本科 | 某大型计算机软件公司 | 计算机软件100-499人 | https://www.zhipin.com/job_detail/0d3f743bb80077351HJy39i4GFFY.html |
| java技术经理 | 长沙·岳麓区·岳麓大学城 | 20-30K | 5-10年本科 | 丹渥智能 | 互联网未融资100-499人 | https://www.zhipin.com/job_detail/509bfceeeb2859e01X172tm8EFBR.html |
| 高级java开发工程师 | 长沙·天心区·省政府 | 13-18K·13薪 | 5-10年本科 | 湖南特能博世 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/516fff5dc7e0b7f31HJz2d27F1FW.html |
| java（出差） | 长沙·岳麓区·观沙岭 | 10-15K | 5-10年本科 | 中电金信 | 计算机软件B轮10000人以上 | https://www.zhipin.com/job_detail/2e98b2a145a9c6ea1HN72dq-GFNU.html |
| java开发工程师 | 长沙·岳麓区·麓谷 | 8-13K | 5-10年大专 | 达尔健 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/342c35e9f3d873ab1HF92tS6EVpY.html |
| 高级Java开发工程师 | 长沙·天心区·长沙理工大学 | 11-20K | 5-10年本科 | 星鸟网络 | 计算机软件100-499人 | https://www.zhipin.com/job_detail/d327a95edfef67fb1HR42Ny4GVZZ.html |
| Java架构师-低代码方向 | 长沙·岳麓区·麓谷 | 20-40K·13薪 | 5-10年本科 | 零壹视界 | 企业服务不需要融资500-999人 | https://www.zhipin.com/job_detail/2570d06efba814fd1XJ70928GVNW.html |
| java工程师 | 长沙 | 11-17K | 5-10年本科 | 湖南联信科技 | 计算机软件100-499人 | https://www.zhipin.com/job_detail/c8d467cecc36135e1HJz3Ni-GFFX.html |
| Java | 长沙·开福区·湘雅路 | 18-25K | 1-3年本科 | 掌上医疗 | 医疗健康未融资20-99人 | https://www.zhipin.com/job_detail/079dfa50a4fc60231XBz3Ny5FlVT.html |
| Java开发工程师 | 长沙·岳麓区·茶子山 | 10-15K·15薪 | 5-10年本科 | 云启时代 | 电子商务100-499人 | https://www.zhipin.com/job_detail/b474ee3513a8bbd31Hx53di1ElNY.html |
| 软件开发工程师（Java/Python/前端） | 长沙 | 17-30K·13薪 | 经验不限本科 | 某大型互联网公司 | 互联网1000-9999人 | https://www.zhipin.com/job_detail/d182133d7045c9cc1HNy2tm8E1BW.html |
| 高级java研发工程师 | 长沙·岳麓区·麓谷 | 14-17K·13薪 | 5-10年本科 | 湖南和贵 | 互联网不需要融资100-499人 | https://www.zhipin.com/job_detail/bd7f6c98b9802aa11HN53d--GVdT.html |
| 研发工程师（java）（银行） | 长沙 | 17-25K·16薪 | 3-5年本科 | 某银行公司 | 银行20-99人 | https://www.zhipin.com/job_detail/1913202e23adc8af1HN42tu9FFRY.html |
| JAVA工程师 | 长沙·岳麓区·岳麓大学城 | 9-13K·13薪 | 5-10年本科 | 湖南手拉手信息技术 | 互联网A轮20-99人 | https://www.zhipin.com/job_detail/4c0d2e201f665c811HRz3du9E1RQ.html |
| 高级JAVA开发工程师（五险一金） | 长沙·岳麓区·岳麓大学城 | 12-15K·13薪 | 5-10年本科 | 丛茂科技 | 互联网A轮100-499人 | https://www.zhipin.com/job_detail/48bf7e85a9175e5d1Hx_2tq_EFRU.html |
| java开发（总行正编  30W） | 长沙 | 25-35K | 3-5年本科 | 某中型管理咨询公司 | 咨询100-499人 | https://www.zhipin.com/job_detail/3f129ce1582b3de41HN-3dq4FlNW.html |
| 高级java开发 | 长沙 | 14-17K | 5-10年本科 | 新大陆软件 | 计算机软件不需要融资1000-9999人 | https://www.zhipin.com/job_detail/c20c36b2bbdd2a831HNy29-4EFRZ.html |
| 高级java工程师 | 长沙·雨花区·云塘理工 | 18-35K | 5-10年本科 | 唐羽茶业 | 其他生活服务未融资100-499人 | https://www.zhipin.com/job_detail/053662122e99ede41XN70ty5FVNW.html |
| 高级java架构师 | 长沙·岳麓区·麓谷 | 15-30K | 5-10年本科 | 思软软件 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/d2c288f26a98a3751XJ80tW7GVZY.html |
| Java开发工程师（物联网） | 长沙·岳麓区·含浦 | 14-20K | 5-10年本科 | 云畅科技 | 互联网不需要融资20-99人 | https://www.zhipin.com/job_detail/d83312c1c0efb55f1Hx_3du-GVVT.html |
| 资深java开发工程师 | 长沙·雨花区·德思勤城市广场 | 10-15K | 5-10年本科 | 中交京纬 | 工程施工不需要融资100-499人 | https://www.zhipin.com/job_detail/a99fce04a26a14381Hx_2dm1GVFX.html |
| java组长（双休） | 长沙·开福区·月湖 | 12-15K | 5-10年大专 | 长沙左卡 | 互联网未融资20-99人 | https://www.zhipin.com/job_detail/38cf056088b2ca001Hx83du4ElFV.html |
| Java | 长沙 | 20-30K | 5-10年本科 | 某知名文化艺术公司 | 文化艺术/娱乐B轮1000-9999人 | https://www.zhipin.com/job_detail/d812f841f7beed351Hd-29q0FlRT.html |
| 中/高级java开发工程师 | 长沙·岳麓区·麓谷 | 15-20K | 5-10年本科 | 星汉数智 | 计算机软件A轮100-499人 | https://www.zhipin.com/job_detail/8bcdec219eaf8cc01Hx52N-_ElZV.html |
| Java | 长沙 | 20-30K | 经验不限本科 | 某大型计算机软件公司 | 计算机软件100-499人 | https://www.zhipin.com/job_detail/78242de67b3c8e7e1Hdy0t67FVpW.html |
| Java高级工程师 | 长沙·雨花区·圭塘 | 8-13K·14薪 | 5-10年本科 | 嘉创信息 | 计算机服务未融资20-99人 | https://www.zhipin.com/job_detail/7bcea00b6fd708760Hxz2d25EFs~.html |
| java后端高级开发工程师 | 长沙·雨花区·德思勤城市广场 | 10-15K | 5-10年本科 | 质宣科技 | 计算机软件未融资0-20人 | https://www.zhipin.com/job_detail/d2413b42e81b69fe1HF-3N-1ElRR.html |
| java开发工程师 | 长沙·雨花区·汽车南站 | 8-13K·14薪 | 5-10年大专 | 美智舒科技 | 批发/零售0-20人 | https://www.zhipin.com/job_detail/a09d2126ffc076c41XF83N6_FVJZ.html |
| 高级java开发工程师 | 长沙·天心区·金盆岭 | 14-20K | 5-10年本科 | 晟丰原科技 | 互联网天使轮100-499人 | https://www.zhipin.com/job_detail/a6ccf2d2172100c71Hx92tS9ElZR.html |
| 高级java架构师 | 长沙·雨花区·雨花区政府 | 15-20K | 5-10年本科 | 一树数智 | 互联网20-99人 | https://www.zhipin.com/job_detail/fb744a76c10abe3d1HBy3t2-F1tR.html |
| 高级java开发 | 长沙·岳麓区·麓谷 | 15-22K·13薪 | 5-10年本科 | 益丰大药房 | 医疗健康已上市10000人以上 | https://www.zhipin.com/job_detail/8aaf98e7b632718d1HR639y6F1FW.html |
| 高级java研发工程师 | 长沙·岳麓区·望城坡 | 8-12K | 5-10年本科 | 北京浩嘉同欣管理咨询 | 互联网0-20人 | https://www.zhipin.com/job_detail/fa547bd07731a4861Hx-39u8GVZU.html |
| 研发工程师（java）-长沙 | 长沙 | 17-25K·15薪 | 3-5年本科 | 某银行公司 | 银行20-99人 | https://www.zhipin.com/job_detail/4f3f6f223e5b93ef1HNy3tm4E1ZR.html |
| java开发工程师 | 长沙·开福区·湘雅路 | 9-14K | 5-10年本科 | 董因信息 | 大数据未融资20-99人 | https://www.zhipin.com/job_detail/92abadb830bffc2c1Hx_39S7F1tS.html |
| Java工程师（英语要求） | 长沙·岳麓区·望岳 | 15-22K | 3-5年本科 | 威富通 | 互联网已上市500-999人 | https://www.zhipin.com/job_detail/8d22d98ecad42d441HF_3tW7EVtX.html |
| 中高级Java开发工程师 | 长沙·岳麓区·麓谷 | 15-25K·15薪 | 5-10年本科 | 中联重科 | 通用设备已上市10000人以上 | https://www.zhipin.com/job_detail/c4cbe890728100281Xx82t25FlFZ.html |
| java开发工程师 | 长沙·岳麓区·望城坡 | 14-24K·14薪 | 3-5年本科 | 天创信用 | 互联网B轮100-499人 | https://www.zhipin.com/job_detail/262e3511605ccc781X1539q0E1pX.html |
| java中高级开发工程师 | 长沙·岳麓区·望城坡 | 18-23K·14薪 | 3-5年本科 | 九有技术 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/19678630e71ea6fc1Hx80ty_EVBY.html |
| 高级java开发 | 长沙·岳麓区·麓谷 | 13-26K | 3-5年本科 | 视旅网络科技有限公司 | 电子商务天使轮100-499人 | https://www.zhipin.com/job_detail/7222276a0f9c914b1Hx63tm9GFVS.html |
| Java | 长沙 | 20-40K·14薪 | 3-5年本科 | 某大型电子商务公司 | 电子商务不需要融资1000-9999人 | https://www.zhipin.com/job_detail/9312674ed553e1a71HN82N61GVZX.html |
