| 岗位 | 区域 | 薪资 | 年限信息 | 公司名称 | 公司信息 | 链接 |
| java开发 | 沈阳·浑南区·五三 | 7-10K | 1-3年本科 | 博策 | 其他行业20-99人 | https://www.zhipin.com/job_detail/98f470eef5b5d1971HN709-9FlpS.html |
| 工业设备数采工程师 | 沈阳·浑南区·奥体 | 5-8K | 1-3年大专 | 鸿宇科技 | 互联网未融资20-99人 | https://www.zhipin.com/job_detail/dff9e2ccd0c52ac81XB52N27EVJV.html |
| Java | 沈阳·皇姑区·北行 | 10-12K·13薪 | 3-5年本科 | 若水 | 智能硬件未融资0-20人 | https://www.zhipin.com/job_detail/3e4293a0f0fa2a1a1HZ62d61FVVX.html |
| C++开发工程师 | 沈阳·浑南区·白塔 | 12-16K | 3-5年本科 | 众智千里 | 互联网未融资100-499人 | https://www.zhipin.com/job_detail/4b7797a096bc34841HJ93dW7E1dW.html |
| 中级java开发工程师 | 沈阳·浑南区·白塔 | 8-11K | 3-5年本科 | 中科金瑞 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/8b2d04931056b91a1XF-3Nq_FlNR.html |
| 三维webgis高级开发工程师 | 沈阳·和平区·长白 | 5-8K | 1-3年本科 | 沈阳智信佰达 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/579080f4768caa851Xx_2di4F1dW.html |
| java开发组长 | 沈阳·浑南区·奥体 | 7-10K | 3-5年本科 | 治宇科技 | 计算机软件0-20人 | https://www.zhipin.com/job_detail/c80e18ad137ac3351HF43Nq6EFRZ.html |
| 中级java开发工程师 | 沈阳·浑南区·东陵公园 | 8-13K | 3-5年大专 | 匠昕科技 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/e8d27c536a3755f21HJy0tS0FVtS.html |
| 初级JAVA开发工程师 | 沈阳·浑南区·桃仙 | 5-8K | 经验不限本科 | 沈阳美行科技 | 计算机软件D轮及以上1000-9999人 | https://www.zhipin.com/job_detail/813b01396f68b3811n192dq0FVNV.html |
| 高级全栈工程师 | 沈阳·铁西区·大潘 | 9-13K | 5-10年大专 | 艾维登信息科技 | 企业服务不需要融资500-999人 | https://www.zhipin.com/job_detail/425cfa862b2d61a81HN-0ty4F1BZ.html |
| 高级架构师 | 沈阳·和平区·五里河 | 15-25K | 5-10年本科 | 沈阳易泰 | 计算机硬件未融资100-499人 | https://www.zhipin.com/job_detail/a5b8bffdc0e8e0b51HB60ty_FFpS.html |
| 全栈工程师 | 沈阳·浑南区·桃仙 | 8-12K | 5-10年本科 | 沈阳瑞初科技有限公司 | 社交网络与媒体未融资20-99人 | https://www.zhipin.com/job_detail/8f5abce9f56fda251HJy0968EVtT.html |
| 软件项目经理 | 沈阳·浑南区·桃仙 | 12-16K·13薪 | 5-10年本科 | 拓扑公司 | 铁路/船舶/航空/航天制造100-499人 | https://www.zhipin.com/job_detail/04871e7f81e0df3e1HF63di6GVpZ.html |
| Android App开发工程 | 沈阳·浑南区·白塔 | 15-20K | 经验不限本科 | 泰斯麦香精 | 日化20-99人 | https://www.zhipin.com/job_detail/5a7c966da4c419881HFy2N--FlRX.html |
| ETL工程师 | 沈阳·铁西区·张士开发区 | 9-12K·13薪 | 3-5年本科 | 北京派客动力 | 大数据未融资100-499人 | https://www.zhipin.com/job_detail/d13dcdae756fde461Xd809q6F1NZ.html |
| java开发工程师 | 沈阳·浑南区·白塔 | 8-13K | 经验不限本科 | 聚中软件 | 计算机软件20-99人 | https://www.zhipin.com/job_detail/79736435e8459e2b1HBz39W8FFdV.html |
| C＋＋工程师 | 沈阳·皇姑区·昆山 | 12-20K | 3-5年本科 | 厚普 | 互联网100-499人 | https://www.zhipin.com/job_detail/68abec94ff9e46081XR72NS7GFFV.html |
| IT 项目管理 | 沈阳 | 15-25K·15薪 | 5-10年本科 | 某知名汽车研发公司 | 汽车研发/制造不需要融资1000-9999人 | https://www.zhipin.com/job_detail/bc54e04211ce52e71XN72Nu4FFVW.html |
| C/C++开发工程师 | 沈阳·和平区·三好街 | 15-25K·13薪 | 1-3年本科 | 原点数安 | 信息安全A轮20-99人 | https://www.zhipin.com/job_detail/293cf9e0baef9f641XR_0tq9FVNQ.html |
| 反爬虫工程师 | 沈阳·和平区·文化路 | 11-22K | 1-3年本科 | 龙成云 | 计算机软件A轮100-499人 | https://www.zhipin.com/job_detail/9b18425a30d8e9451HV-29m-FVNX.html |
| java讲师 | 沈阳·浑南区·白塔 | 10-15K | 1-3年大专 | 沈阳德修 | 培训/辅导机构20-99人 | https://www.zhipin.com/job_detail/9ed41855a716e8631XJ83Ni7EFpY.html |
| 后端研发工程师 | 沈阳·铁西区·大潘 | 8-12K | 5-10年本科 | 中智微科技 | 通信/网络设备不需要融资100-499人 | https://www.zhipin.com/job_detail/20ddc40fcb7d951b1Hx-2t2-EVdR.html |
| MES软件研发技术总监 | 沈阳·皇姑区·北陵 | 15-30K | 5-10年本科 | 沈阳智勤机器人系... | 机械设备/机电/重工0-20人 | https://www.zhipin.com/job_detail/d4bbcea3a13ecbd41XJ43t66E1ZR.html |
| 高级java架构师 | 沈阳 | 12-18K | 5-10年本科 | 北京嘉和美康 | 互联网已上市1000-9999人 | https://www.zhipin.com/job_detail/f3b27a84959798501Hd42tW-GFFQ.html |
| Java开发工程师 | 沈阳·浑南区·白塔 | 6-9K | 3-5年本科 | 灏金环保 | 计算机软件20-99人 | https://www.zhipin.com/job_detail/9b0b520b5017c0b51XZ539-0F1NS.html |
| 嵌入式软件开发工程师 | 沈阳·浑南区·桃仙 | 15-30K | 5-10年本科 | 蓁康电子 | 电子/半导体/集成电路不需要融资100-499人 | https://www.zhipin.com/job_detail/ee07f1ea507db7821HVy3tm6FVBY.html |
| 技术经理 | 沈阳 | 15-20K·13薪 | 5-10年本科 | 百分点集团 | 计算机服务D轮及以上500-999人 | https://www.zhipin.com/job_detail/374d5b84e96ca1151HZz2di8ElBY.html |
| 高级前端开发 | 沈阳·于洪区·怒江北街 | 10-15K | 5-10年本科 | 慧领科技 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/9de0a41726133a2d1HRy3dS0E1pW.html |
| 开发技术经理 | 沈阳·和平区·三好街 | 12-18K | 5-10年本科 | 伟泽科技 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/80a987bb1df62dcb1XN439u6E1BQ.html |
| java全栈开发工程师 | 沈阳·浑南区·奥体 | 7-12K | 1-3年本科 | 卡客伴驰 | 互联网A轮100-499人 | https://www.zhipin.com/job_detail/7df14a0095d8de641XBy3t-0F1tW.html |
| 中级java开发工程师 | 沈阳·和平区·太原街 | 8-13K | 5-10年本科 | 文信软件 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/75db701a934f93811HZ729q7EVdV.html |
| 医疗实施工程师（东北、华北地区） | 沈阳·浑南区·白塔 | 10-15K·14薪 | 3-5年本科 | 惠康信息科技有限公司 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/73a8609f7a904fec1HJy2ty1ElVQ.html |
| java开发工程师 | 沈阳 | 35-60K | 3-5年硕士 | 某银行公司 | 银行20-99人 | https://www.zhipin.com/job_detail/107cc4e4f05987271X163dW0GFZU.html |
| 软件后端开发工程师 | 沈阳·沈河区·五里河 | 3-5K | 经验不限大专 | 芝麻开门(深圳)... | 计算机软件20-99人 | https://www.zhipin.com/job_detail/959b1a92098a4e841HB_0tm9FFFZ.html |
| 游戏开发工程师 | 沈阳·浑南区·奥体 | 10-15K | 1-3年本科 | 香蕉时代科技 | 移动互联网未融资100-499人 | https://www.zhipin.com/job_detail/b36ac85c0b603eed1HN_2d6-FVtU.html |
| 软件测试实习生 | 沈阳·沈河区·北站 | 3-5K | 1-3年本科 | 沈阳巨鱼信息技术 | 计算机软件20-99人 | https://www.zhipin.com/job_detail/7d598f1dc266583c1Xx809m1F1BW.html |
| 前后端开发工程师 | 沈阳·铁西区·大潘 | 8-10K | 3-5年本科 | 上海竖云信息技术 | 互联网0-20人 | https://www.zhipin.com/job_detail/1f8c8a883c1175731Hx-2dy9FlNR.html |
| 技术经理 | 沈阳·浑南区·桃仙 | 15-20K | 5-10年本科 | 菲尼科技 | 计算机软件20-99人 | https://www.zhipin.com/job_detail/1973372be3da1eab1HZz2tm4EltT.html |
| unity开发工程师 | 沈阳·浑南区·桃仙 | 7-11K·13薪 | 1-3年本科 | 顺义科技 | 电子/硬件开发B轮100-499人 | https://www.zhipin.com/job_detail/c027b4c0649309eb1XNy3tq1FVpZ.html |
| Android | 沈阳·沈河区·北站 | 11-22K | 经验不限本科 | 喵喵疯了 | 社交网络天使轮0-20人 | https://www.zhipin.com/job_detail/850b8538bc8afe2a1nx709-4ElI~.html |
| 研发技术经理 | 沈阳·浑南区·五三 | 10-15K | 5-10年本科 | 北京万方云 | 互联网不需要融资20-99人 | https://www.zhipin.com/job_detail/7905d05122f875a11XF-2t60EFU~.html |
| Java开发工程师 | 沈阳·浑南区·奥体 | 6-9K | 3-5年本科 | 沈阳金建 | 互联网已上市20-99人 | https://www.zhipin.com/job_detail/b85114d5ade639c21Hdy0tu-EFVV.html |
| 大数据架构师 | 沈阳·沈河区·市府 | 20-21K | 5-10年本科 | 风控数字科技有限公司 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/66f2451b779c558e1nJ70tW5EVVQ.html |
| 短期java | 沈阳·沈河区·五里河 | 8-10K | 3-5年本科 | 超越数控 | 计算机硬件20-99人 | https://www.zhipin.com/job_detail/7d63f7f1a70c17cc1HF53dy-GVZX.html |
| 高级前端开发工程师 | 沈阳·和平区·五里河 | 7-12K | 1-3年本科 | 北京利物融通信息... | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/b8a4fbcf1a04c5101XZ-2tS1E1pT.html |
| 软件开发 | 沈阳·浑南区·白塔 | 11-20K | 5-10年本科 | 沈阳国际软件园 | 房地产中介/租赁100-499人 | https://www.zhipin.com/job_detail/c11d0de67c47643a1HVz0965FlZR.html |
| java | 沈阳·和平区·三好街 | 11-22K | 5-10年大专 | 联徳 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/2dee52e4b74e58b51Hd-0tS5EFNW.html |
| 高级java讲师 | 沈阳·沈北新区·正良 | 13-15K | 3-5年本科 | 沈阳叩丁狼信息科... | 培训/辅导机构未融资100-499人 | https://www.zhipin.com/job_detail/bef9a2847630d5841XJ40t69GVZX.html |
| 前端开发工程师-高级 | 沈阳·铁西区·大潘 | 11-22K·13薪 | 5-10年本科 | 明据 | 大数据天使轮20-99人 | https://www.zhipin.com/job_detail/2cc23e62f85b7e060nV83tq-Els~.html |
| 软件技术经理 | 沈阳·沈河区·滨河 | 15-20K | 5-10年本科 | 高比科技 | 互联网不需要融资20-99人 | https://www.zhipin.com/job_detail/5d1443a65ce478bf1XN739m7FlJY.html |
| C++高级开发工程师 | 沈阳·浑南区·奥体 | 15-20K·13薪 | 5-10年本科 | 北京艾思贝斯 | 计算机软件不需要融资20-99人 | https://www.zhipin.com/job_detail/864f586c558775b71XR70ty7ElJS.html |
| IT总监 | 沈阳·浑南区·白塔 | 3-4K | 5-10年本科 | 东方博远进出口 | 电子商务未融资20-99人 | https://www.zhipin.com/job_detail/3457b65dcc2b133c1Xx809--Flc~.html |
| 安卓工程师 | 沈阳·大东区·大北 | 13-25K | 5-10年大专 | 慧鼎科技 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/608023933571184b1XVz2NS9FVJQ.html |
| 全栈工程师 | 沈阳·铁西区·重工 | 8-13K | 5-10年本科 | 连脉科技 | 计算机软件天使轮20-99人 | https://www.zhipin.com/job_detail/82fb44f22b0cecfc1HN-0tq_FVBZ.html |
| 高级全栈工程师 | 沈阳·沈北新区·沈阳师范大学 | 12-15K | 5-10年本科 | 中辽科微朗杰 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/3051c4d5ec1bcef91HB-2tq0EFJT.html |
| 软件开发工程师 | 沈阳·皇姑区·北行 | 6-10K | 3-5年本科 | 沈阳创金 | 计算机软件0-20人 | https://www.zhipin.com/job_detail/8234a340de6fb8661Hx92tu-GVJV.html |
| 高级/资深运维工程师（硬件） | 沈阳·铁西区·大潘 | 10-15K | 5-10年大专 | 东软云科技 | 计算机服务未融资1000-9999人 | https://www.zhipin.com/job_detail/5d9653e8f1823fd01Hx83NS_EFVX.html |
| 对日软件开发项目经理/BSE | 沈阳·浑南区·桃仙 | 12-20K | 5-10年本科 | 创迹软件 | 新零售不需要融资100-499人 | https://www.zhipin.com/job_detail/a72caaf2e10ece6133R90t24ElI~.html |
| 全栈开发 | 沈阳·浑南区·桃仙 | 10-14K | 5-10年本科 | 辽宁智道 | 互联网未融资0-20人 | https://www.zhipin.com/job_detail/0cdb7feaeb60d1ac1Hd-2tm4FVZR.html |
| 车载安卓开发工程师 | 沈阳·浑南区·白塔 | 15-25K | 3-5年大专 | 法本 | 计算机软件已上市10000人以上 | https://www.zhipin.com/job_detail/db621250453400451Hx_3tm7GFBS.html |
| 实施工程师 | 沈阳·和平区·中山广场（医大一院） | 2-7K | 1年以内本科 | 国仁医疗评估 | 医疗健康未融资20-99人 | https://www.zhipin.com/job_detail/0ac6b69e2b76765f1HRy2du4ElE~.html |
| 高级Android开发工程师 | 沈阳·皇姑区·陵西 | 8-12K | 5-10年本科 | S2i | 计算机软件20-99人 | https://www.zhipin.com/job_detail/0479dd34c00e247e1nx43t28GVA~.html |
| 技术副总 | 沈阳·和平区·三好街 | 18-20K | 5-10年本科 | 信普电子 | 计算机软件不需要融资20-99人 | https://www.zhipin.com/job_detail/4070abc6f8c94fcd1XV93N20GFNX.html |
| 前端工程师 | 沈阳·浑南区·桃仙 | 9-14K | 5-10年本科 | 博雅数字 | 互联网20-99人 | https://www.zhipin.com/job_detail/413b9b0b5ae7d4f533V42N69ElQ~.html |
| 测试工程师 | 沈阳·浑南区·白塔 | 8-12K | 5-10年本科 | 华数业林 | 智能硬件不需要融资20-99人 | https://www.zhipin.com/job_detail/b87fd5ecf1e2bb1f1HF_29u_ElpY.html |
| JAVA工程师/架构师（双休、五险一金） | 沈阳·浑南区·奥体 | 5-10K | 1-3年大专 | 马赫科技 | 移动互联网未融资0-20人 | https://www.zhipin.com/job_detail/a728d415e8a852990HR50ti9F1o~.html |
| 安卓工程师 | 沈阳·浑南区·桃仙 | 9-12K | 5-10年本科 | 展播大数据 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/658aae1b2baa5b960Hd52tq5FVM~.html |
| Android应用开发工程师-中级 | 沈阳·浑南区·白塔 | 10-15K·13薪 | 3-5年本科 | 丕锐科技 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/c6fed17881636a2e1HN92Nq4EltQ.html |
| 实施运维 | 沈阳·和平区·南湖公园 | 6-11K | 3-5年大专 | 沈阳傲立公司 | 计算机服务20-99人 | https://www.zhipin.com/job_detail/8733daa2abd6204e1HJ62Ny7GVBZ.html |
| 高级软件开发工程师 / 软件项目经理 | 沈阳 | 15-18K | 5-10年本科 | 何氏眼产业集团 | 医疗器械100-499人 | https://www.zhipin.com/job_detail/67cd1ea51e1910231XZ739u9GVFZ.html |
| 物联网边缘技术架构师 | 沈阳 | 10-15K | 5-10年本科 | 阿尔卡特 | 通信/网络设备1000-9999人 | https://www.zhipin.com/job_detail/f928df2cbafdf6141Hx42Nu0GFZQ.html |
| 嵌入式软件工程师 | 沈阳 | 25-40K | 经验不限本科 | 某计算机软件公司 | 计算机软件不需要融资20-99人 | https://www.zhipin.com/job_detail/7a65f12fba71d4a01Hx60tq8E1JT.html |
| 通用软件开发工程师 | 沈阳·大东区·中街 | 15-30K | 经验不限本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/e189d3eb91ee0ba31HB62Nu0EFdY.html |
| 嵌入式研发工程师 | 沈阳·浑南区·白塔 | 15-22K | 5-10年本科 | 北京睿智聚合能源科技 | 计算机服务未融资20-99人 | https://www.zhipin.com/job_detail/c344e72f0a92fcb11Hx-39y7EltY.html |
| it工程师 | 沈阳 | 20-21K | 3-5年本科 | 某中型证券公司 | 证券/期货未融资100-499人 | https://www.zhipin.com/job_detail/33ad8b18a08871181Hx-2NS9GVtT.html |
| 车载安卓 | 沈阳·皇姑区·北陵 | 9-14K | 5-10年大专 | 大连威迅科技有限公司 | 互联网未融资20-99人 | https://www.zhipin.com/job_detail/f93ab919a69178cd1HN83NS5GFdU.html |
| 架构师 | 沈阳·皇姑区·北陵 | 15-20K | 5-10年本科 | 辽宁华瀚时代科技 | 互联网不需要融资20-99人 | https://www.zhipin.com/job_detail/36a26f409350e7361HN-3966EldR.html |
| 安卓高级开发工程师 | 沈阳 | 25-50K | 5-10年本科 | 某大型互联网公司 | 互联网未融资100-499人 | https://www.zhipin.com/job_detail/6211fe838e78e9bc1HJz29W9E1RX.html |
| 软件工程师 | 沈阳·浑南区·沈阳建筑大学 | 3-6K | 1-3年大专 | 罗泰智能 | 机械设备/机电/重工不需要融资20-99人 | https://www.zhipin.com/job_detail/467804ca53881a0f1HJ-2N67GFdV.html |
| C++工程师 | 沈阳 | 10-15K | 5-10年本科 | 中科博微 | 互联网未融资100-499人 | https://www.zhipin.com/job_detail/8235eb68cf33ae5933V739-1F1Y~.html |
| 储备干部 | 沈阳·沈北新区·新城子 | 4-6K | 1年以内本科 | 长顺电缆 | 其他制造业100-499人 | https://www.zhipin.com/job_detail/45d3dc7a31b66e781Hx52dS-FldZ.html |
| 高级实施顾问 | 沈阳·和平区·长白 | 7-10K | 3-5年本科 | 沈阳向云科技有限公司 | 计算机软件0-20人 | https://www.zhipin.com/job_detail/fd9499589d2fff771Xx539W6FlRR.html |
| Android | 沈阳·浑南区·白塔 | 6-10K·14薪 | 经验不限本科 | 尔雅 | 计算机软件20-99人 | https://www.zhipin.com/job_detail/caac2e45a22cef0c1HR80tu5EFpY.html |
| 信息专员 | 沈阳·浑南区·白塔 | 3-5K | 1-3年大专 | 华润润心 | 医疗器械未融资20-99人 | https://www.zhipin.com/job_detail/1daaa139ce14811c1HN82t26FlBY.html |
| 手机APP研发工程师 | 沈阳 | 25-50K | 经验不限本科 | 某大型知名汽车研发上市公司 | 汽车研发/制造已上市10000人以上 | https://www.zhipin.com/job_detail/517aad563ffcc1b01HJ42dq7GVNR.html |
| 信息化经理/IT经理 | 沈阳·沈河区·文化路 | 10-15K | 3-5年本科 | 华府餐饮 | 餐饮未融资1000-9999人 | https://www.zhipin.com/job_detail/5228ae6ae2225cdc1HZ_3Nm_EVRZ.html |
| 车载安卓（外派大连吉利） | 沈阳·浑南区·白塔 | 9-14K | 1-3年大专 | 承影科技 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/639bf91f5f8085831Hx-0tm7FVRZ.html |
| IT业务负责人 | 沈阳 | 35-50K | 5-10年硕士 | 某大型知名计算机软件上市公司 | 计算机软件已上市10000人以上 | https://www.zhipin.com/job_detail/1e2f71b548e5ec0f1HJ42Ni8EFRR.html |
| 高级软件工程师 | 沈阳·沈河区·市府 | 8-10K | 5-10年本科 | 沈阳邦友科技有限公司 | 计算机软件不需要融资20-99人 | https://www.zhipin.com/job_detail/054596db033d42391nZ839u1ElJS.html |
| Android应用开发 | 沈阳 | 20-40K | 经验不限本科 | 某大型智能硬件公司 | 智能硬件100-499人 | https://www.zhipin.com/job_detail/093a4c884a1d335d1HJ609W6EldT.html |
| 【智能座舱】Framework软件工程师 | 沈阳·浑南区·白塔 | 15-25K | 3-5年本科 | 大连东软智行 | 汽车智能网联不需要融资500-999人 | https://www.zhipin.com/job_detail/33c245a5029d91571HNz2dy9FltW.html |
| 高级硬件工程师 | 沈阳 | 17-28K | 5-10年本科 | 沈阳某中型工业物联网计算机软件公司 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/4d52604b930cf6591HN-3925GFFY.html |
| 安卓系统驱动工程师 | 沈阳·沈河区·北站 | 10-15K·13薪 | 经验不限本科 | 北京木仓花 | 互联网天使轮20-99人 | https://www.zhipin.com/job_detail/9c3895b780d3d7371HN50tm5ElFQ.html |
| 通用软件工程师 | 沈阳·浑南区·奥体 | 20-40K·16薪 | 经验不限本科 | 上海华为技术有限公司 | 通信/网络设备不需要融资10000人以上 | https://www.zhipin.com/job_detail/edc87307e55874ac1XN_3Nm-EFJR.html |
| Android Framework高级开发工程师 | 沈阳·浑南区·桃仙 | 12-24K·14薪 | 经验不限本科 | 旺富达讯息 | 半导体/芯片D轮及以上100-499人 | https://www.zhipin.com/job_detail/ab978edd8bcf03391XB42Ni5FlZQ.html |
| 技术经理 | 沈阳·和平区·五里河 | 11-18K | 3-5年本科 | 朝尔数据 | 计算机服务不需要融资20-99人 | https://www.zhipin.com/job_detail/de1a7bd952277c0c1nJ93di6FlpU.html |
| 高级硬件工程师 | 沈阳 | 21-35K | 5-10年本科 | 某中型其他制造业上市公司 | 其他制造业已上市100-499人 | https://www.zhipin.com/job_detail/54c6779b6c7413e31HN929W4EFRS.html |
| FW开发工程师 | 沈阳·沈北新区·道义 | 15-25K | 5-10年本科 | 沈阳乐顺科技有限公司 | 电子/半导体/集成电路天使轮0-20人 | https://www.zhipin.com/job_detail/2a55d78df59470401XF629y6GFZY.html |
| Android车载语音开发工程师 | 沈阳·浑南区·白塔 | 20-30K | 1-3年本科 | 一汽奔腾 | 汽车研发/制造未融资1000-9999人 | https://www.zhipin.com/job_detail/ea2090af6c6140961Hd929W5E1BY.html |
| 架构师（运维） | 沈阳·铁西区·大潘 | 10-15K | 5-10年本科 | 东软集团 | 计算机软件已上市10000人以上 | https://www.zhipin.com/job_detail/e07c5aecaa45cd471Hx92dq4FFBT.html |
| java | 沈阳·于洪区·黄河 | 10-12K | 3-5年本科 | 天津拾翠科技发展 | 计算机软件0-20人 | https://www.zhipin.com/job_detail/e8f05ea0eb357d961Hx52Nm0GFdZ.html |
| 中级java开发工程师 | 沈阳·沈河区·一经 | 13-18K | 3-5年本科 | 欣野科技 | 计算机软件20-99人 | https://www.zhipin.com/job_detail/d9103f11930f2a931Hx92967E1VV.html |
| 高级java开发工程师/架构师 | 沈阳·沈河区·惠工 | 13-20K | 5-10年大专 | 新美星空 | 广告营销不需要融资500-999人 | https://www.zhipin.com/job_detail/b53257701e32de291Hx92Ny7FFtR.html |
| 后端开发工程师 | 沈阳·沈河区·文化路 | 5-7K | 1-3年本科 | 北京高比科技有限公司 | 风电未融资20-99人 | https://www.zhipin.com/job_detail/2b0862611cde73f81HJ939i_E1NX.html |
| JAVA开发（对日） | 沈阳·浑南区·白塔 | 6-10K | 3-5年大专 | 辽宁软信 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/8c202ce3e12b96231HF429y8EVdR.html |
| java开发（央企-长春） | 沈阳 | 20-21K·13薪 | 3-5年本科 | 某大型知名汽车研发上市公司 | 汽车研发/制造已上市10000人以上 | https://www.zhipin.com/job_detail/c4f7c4f96484ff011HF93925EltW.html |
| 中级全栈工程师 | 沈阳·和平区·三好街 | 8-12K | 5-10年本科 | 奥创纪元 | 计算机软件不需要融资500-999人 | https://www.zhipin.com/job_detail/d54c0631d516183b1HRz3dq5FlJU.html |
| 后端开发工程师 | 沈阳 | 15-25K | 3-5年大专 | 某大型电子公司 | 电子/硬件开发天使轮100-499人 | https://www.zhipin.com/job_detail/6ce04b4ced113e3b1Hx52Ni8FlVZ.html |
| 云平台工程师 | 沈阳 | 15-30K | 3-5年本科 | 某知名汽车研发公司 | 汽车研发/制造未融资1000-9999人 | https://www.zhipin.com/job_detail/4ff7780b70ff1bd81HF72dW9ElFQ.html |
| APP开发（车载） | 沈阳·浑南区·白塔 | 13-17K | 3-5年大专 | 南京光庭 | 计算机软件不需要融资1000-9999人 | https://www.zhipin.com/job_detail/db4baa5910ddf8ed1HN529W4GVZW.html |
| Android（外包岗，沈阳，有短期出差） | 沈阳·浑南区·白塔 | 8-10K | 3-5年本科 | 智睿博 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/f5743cdbc0198ec21Hx82tS-GVFT.html |
| SDK高级开发工程师 | 沈阳·浑南区·白塔 | 12-24K | 5-10年本科 | 北京朗杰 | 培训/辅导机构D轮及以上100-499人 | https://www.zhipin.com/job_detail/7ab6a95c2eb61ab11Hx_09i9EVFT.html |
| 数字化专家 | 沈阳 | 20-25K | 5-10年本科 | 某知名电力公司 | 电力/热力/燃气/水利1000-9999人 | https://www.zhipin.com/job_detail/f1399421a45b54d91HZ509W1EVNW.html |
| 研发经理 | 沈阳·和平区·三好街 | 5-10K | 3-5年本科 | 奥捷科技 | 计算机软件A轮100-499人 | https://www.zhipin.com/job_detail/e95b6af9e80417701XB40t-6FFVY.html |
| 安卓开发工程师 | 沈阳 | 20-21K | 5-10年大专 | 某知名互联网公司 | 互联网1000-9999人 | https://www.zhipin.com/job_detail/11ba2416944c5ebf1Hx829u0E1pR.html |
| Java开发工程师 | 沈阳·沈河区·一经 | 5-10K·13薪 | 1-3年本科 | 颁德优化 | 计算机软件0-20人 | https://www.zhipin.com/job_detail/4680c5474e3ba4f01Hx72dy9F1ZY.html |
| 手机APP研发工程师 | 沈阳 | 15-25K | 3-5年本科 | 某知名汽车研发公司 | 汽车研发/制造未融资1000-9999人 | https://www.zhipin.com/job_detail/376e8663533deea31HFz29y9FVpS.html |
| 研发负责人 | 沈阳 | 20-25K | 10年以上本科 | 北京双湃智安科技... | 互联网A轮20-99人 | https://www.zhipin.com/job_detail/e3463e0f9371241e1Hdy2N66FVBX.html |
| java开发，测试，数据开发，前端 | 沈阳·和平区·展览馆 | 15-30K·15薪 | 经验不限本科 | 华为技术有限公司 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/523e802bc3e59ae21X1839u4GFZU.html |
| java架构 | 沈阳·铁西区·大潘 | 12-15K·15薪 | 10年以上本科 | 华晨宝马 | 汽车研发/制造不需要融资10000人以上 | https://www.zhipin.com/job_detail/90c835fc8ef6aef51HBy09m-GVFV.html |
| 渗透测试工程师/网络运维工程师 | 沈阳·和平区·三好街 | 8-12K·13薪 | 1-3年本科 | 北京芊慧 | 互联网A轮100-499人 | https://www.zhipin.com/job_detail/30b2e23003261b911XB-3Nq9EVtU.html |
| 测试开发 | 沈阳·浑南区·白塔 | 7-12K | 3-5年大专 | 锐达医疗 | 互联网天使轮20-99人 | https://www.zhipin.com/job_detail/d8751c99a5f4960f1HN80t60GVBR.html |
| 物联网运维工程师 | 沈阳·铁西区·大潘 | 6-9K | 5-10年本科 | 信华信沈阳 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/c3da78c1b2e112611Hx_2t24EltW.html |
| 安卓开发工程师 | 沈阳·浑南区·白塔 | 15-20K | 经验不限本科 | 华宇软件 | 计算机软件已上市1000-9999人 | https://www.zhipin.com/job_detail/9635c7b7166a24a11HJz3NW1EVZS.html |
| JAVA开发经理（TL、PSM对日方向） | 沈阳 | 15-18K·14薪 | 10年以上本科 | 中新软件 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/853f6ac49c9ff6f41HV809S1FVtS.html |
| 软件测试 | 沈阳·浑南区·白塔 | 12-24K | 经验不限本科 | 西安华为 | 通信/网络设备未融资10000人以上 | https://www.zhipin.com/job_detail/133df2108e5629431HRy3921FFFY.html |
| 中级java开发工程师 | 沈阳·浑南区·奥体 | 18-20K | 1-3年本科 | 融嘉合创 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/85f493f1ebe023f01HB409m5FlpY.html |
| 软件开发项目经理 | 沈阳·浑南区·奥体 | 10-15K | 3-5年本科 | 鸿宇科技 | 互联网未融资20-99人 | https://www.zhipin.com/job_detail/e18465717d01cc3a1n1z3dy1EVRY.html |
