| 岗位 | 区域 | 薪资 | 年限信息 | 公司名称 | 公司信息 | 链接 |
| Java开发工程师 | 重庆·渝北区·空港新城 | 9-14K | 5-10年本科 | 恒远科技 | 计算机软件B轮100-499人 | https://www.zhipin.com/job_detail/b1b887d5de84846c1HN83Nm0EldR.html |
| 高级java工程师 | 重庆·沙坪坝区·大学城 | 10-12K | 5-10年本科 | 酷小贝 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/4d6decce3f458fce1HNy3Nq-FVBX.html |
| 高级java开发 | 重庆·渝北区·回兴 | 10-15K | 5-10年本科 | 云之栖 | 医疗健康未融资20-99人 | https://www.zhipin.com/job_detail/a89b69e2ae40af5a1Hx7396_FVRY.html |
| 中级java开发工程师 | 重庆·渝北区·大竹林 | 8-11K | 3-5年本科 | 重庆美天科技 | 计算机软件天使轮20-99人 | https://www.zhipin.com/job_detail/a43a379143ef9d791XF63Ni6FlE~.html |
| Java开发工程师 | 重庆·九龙坡区·杨家坪 | 16-30K·16薪 | 经验不限本科 | 华为松山湖 | 计算机软件10000人以上 | https://www.zhipin.com/job_detail/047d66c055aebedb1HN-2N69GVtY.html |
| java | 重庆·渝北区·龙溪 | 8-13K | 3-5年大专 | 上海瀚若轩公司 | 互联网20-99人 | https://www.zhipin.com/job_detail/1fb2b1516938bf881Hx92tu1F1pQ.html |
| Java开发工程师 | 重庆·渝北区·人和 | 10-13K | 3-5年本科 | 拓保软件 | 计算机软件不需要融资1000-9999人 | https://www.zhipin.com/job_detail/096999fbb20eadb31Hx52d29FFtT.html |
| Java（金融银行项目） | 重庆·渝北区·人和 | 12-13K | 5-10年本科 | 同和信息技术有限公司 | 计算机软件未融资1000-9999人 | https://www.zhipin.com/job_detail/e453ff9965a8fca31Hx80tm9F1JY.html |
| 资深Java开发工程师 | 重庆·江北区·五里店 | 20-40K | 3-5年本科 | 异盾 | 电子商务不需要融资100-499人 | https://www.zhipin.com/job_detail/ff5f1f264fe988681HRz3NS8ElJR.html |
| 高级java软件开发工程师 | 重庆·南岸区·南滨路 | 20-40K·16薪 | 5-10年本科 | 蚂蚁集团(互联网) | 互联网金融未融资500-999人 | https://www.zhipin.com/job_detail/66b38243fd17d0091HNz3d60FlpU.html |
| java开发工程师 | 重庆·渝北区·人和 | 25-45K·16薪 | 经验不限本科 | 蚂蚁集团 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/289e210dc534e84a1HJ53ti8F1tZ.html |
| Java开发（马消） | 重庆·渝北区·光电园 | 10-15K | 5-10年本科 | 神州通誉 | 计算机软件未融资1000-9999人 | https://www.zhipin.com/job_detail/f24b7ed21b9603901HN52NW8FFZR.html |
| Java-马消 | 重庆·渝北区·人和 | 13-14K | 3-5年本科 | 神州在线 | 企业服务未融资100-499人 | https://www.zhipin.com/job_detail/5e2c39b05b5999401HB42tu4F1dU.html |
| 资深java工程师/技术专家 | 重庆·南岸区·弹子石 | 22-40K·13薪 | 5-10年本科 | 蚂蚁集团 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/c8cfd0eaf75ca0df1Hd839i_FFJY.html |
| Java开发工程师 | 重庆·渝北区·光电园 | 10-15K | 5-10年本科 | 捷路科技 | 电子商务未融资20-99人 | https://www.zhipin.com/job_detail/c28a37dc5d4f2a1d0HJy0tq6E1I~.html |
| Java中级开发工程师 | 重庆·渝北区·人和 | 9-14K | 5-10年本科 | 重庆中冉公司 | 通信/网络设备500-999人 | https://www.zhipin.com/job_detail/c657fe592dafd0da1HNz3dy7ElNY.html |
| 大数据高级java开发工程师 | 重庆·渝北区·回兴 | 15-17K | 5-10年本科 | 中软国际 | 计算机软件已上市10000人以上 | https://www.zhipin.com/job_detail/b51b1f907098fd7a1Hx_2dm4EVFS.html |
| 高级Java开发工程师 | 重庆·渝北区·汽博中心 | 15-20K·13薪 | 5-10年大专 | 恒速科技 | 互联网未融资20-99人 | https://www.zhipin.com/job_detail/910112cb6b0540281XZ52tu4FVZR.html |
| 高级java开发工程师(架构师) | 重庆·渝北区·财富中心 | 8-13K | 5-10年本科 | 视洞科技 | 互联网不需要融资100-499人 | https://www.zhipin.com/job_detail/988ad527312047cd1HNy2d6-GVRV.html |
| Java | 重庆·渝北区·黄泥塝 | 13-15K | 5-10年大专 | 广州悦羚设计工程 | 装修装饰未融资20-99人 | https://www.zhipin.com/job_detail/fe76a89fbbdfbd0e1HNy39i-EVpZ.html |
| java后端开发 | 重庆·渝北区·冉家坝 | 7-10K·15薪 | 3-5年本科 | 泛语科技 | 大数据不需要融资100-499人 | https://www.zhipin.com/job_detail/57740eada27877fd1XB83tm_F1NT.html |
| 软件工程师（Java/前端/软件测试）线上面试 | 重庆·渝北区·人和 | 15-30K·16薪 | 3-5年本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/95ab1a7b94a93c2d1Hd73tm4EVpQ.html |
| java开发工程师 | 重庆·渝北区·人和 | 10-12K | 5-10年大专 | 拓保软件 | 计算机软件不需要融资1000-9999人 | https://www.zhipin.com/job_detail/c777bcbea55ff6dd1HR439y8GVBU.html |
| JAVA技术专家 | 重庆·南岸区·弹子石 | 30-60K | 经验不限本科 | 蚂蚁集团 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/860c05c5200c16071HBz39-4E1FW.html |
| Java | 重庆·南岸区·弹子石 | 30-35K | 5-10年本科 | 蚂蚁集团 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/145a64def7e679de1n163Ni4F1JX.html |
| java马消 | 重庆·渝北区·光电园 | 12-14K | 3-5年本科 | 神州在线 | 企业服务未融资100-499人 | https://www.zhipin.com/job_detail/d9a0d475c55993851Hd_3dm6FlRX.html |
| Java研发工程师 | 重庆·江北区·五里店 | 10-15K·13薪 | 1-3年本科 | 异盾 | 电子商务不需要融资100-499人 | https://www.zhipin.com/job_detail/10648b70191bc2841HR_39m9ElVV.html |
| Java | 重庆·渝北区·人和 | 15-30K·15薪 | 经验不限本科 | 华为技术有限公司 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/8492a5db3f7c57e71HNz2t6_FFJZ.html |
| JAVA开发专家 | 重庆·渝北区·光电园 | 30-35K | 5-10年本科 | 蚂蚁集团 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/a49eb08a5b3dc94c33J-39i6E1Y~.html |
| java开发工程师 | 重庆·渝北区·人和 | 10-11K | 5-10年本科 | 拓保软件 | 计算机软件不需要融资1000-9999人 | https://www.zhipin.com/job_detail/ac7fec5c16032bff1HZ_29u8EFBQ.html |
| Java开发工程师（接受应届-华为培养计划） | 重庆·渝北区·人和 | 15-25K·14薪 | 经验不限本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/4f79661d6928202f1HV609W8FFFY.html |
| java开发专家 | 重庆·南岸区·南滨路 | 20-40K | 3-5年本科 | 蚂蚁集团 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/95bdd6292c92c8241HV83dy_EVdZ.html |
| java软件开发工程师 | 重庆·永川区·人民广场 | 18-35K·14薪 | 经验不限本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/76db640df9cb3a621XF83d26E1BX.html |
| java/python/c++/c/js开发/测试（全国） | 重庆·渝北区·人和 | 15-30K·16薪 | 经验不限本科 | 华为技术有限公司 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/3f0f4a866a87ad661Hd73dq0GVVX.html |
| java/c++/c/python/js/开发/测试（全国） | 重庆·渝北区·人和 | 15-30K·16薪 | 经验不限本科 | 华为技术有限公司 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/0ebcb7d5542039bd1Hx829m_E1VZ.html |
| Java | 重庆·渝北区·人和 | 15-30K·14薪 | 经验不限本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/7273ea708455dd3e1Hd6296-FlVQ.html |
| Java开发 | 重庆·江北区·观音桥 | 16-30K·16薪 | 经验不限本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/eea9b47b399f15211XJ53tW8E1FT.html |
| java软件开发 | 重庆·沙坪坝区·沙正街 | 16-30K·16薪 | 5-10年本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/9c61b91b6a46406d1XJ52ty4FFJS.html |
| Java/c++/Python/JS/go/测开(技术氛围好) | 重庆·渝中区·解放碑 | 12-24K·15薪 | 经验不限本科 | 华为技术有限公司 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/d97bbc87137230291Hd-2t-8F1JU.html |
| 中高级java开发 | 重庆·渝中区·解放碑 | 16-24K | 3-5年本科 | 领创集团 | 互联网D轮及以上1000-9999人 | https://www.zhipin.com/job_detail/0163dd210f748e831Hx62dS6FVBU.html |
| 高级Java开发工程师 | 重庆·渝中区·化龙桥 | 16-22K·13薪 | 3-5年本科 | 德勤华庆商务服务 | 企业服务不需要融资1000-9999人 | https://www.zhipin.com/job_detail/4d879f85aeabf32e1XV80ti5EVZV.html |
| java | 重庆·南岸区·长生桥 | 8-10K | 3-5年本科 | 浙江徽创信息技术有限 | 计算机软件0-20人 | https://www.zhipin.com/job_detail/5e6ba349d8df383a1Hx-2d-_F1ZT.html |
| JAVA开发工程师 | 重庆·渝北区·人和 | 10-14K | 3-5年本科 | 深圳易宝软件有限公司 | 计算机软件已上市1000-9999人 | https://www.zhipin.com/job_detail/8c5a369d765ed0211Hx-09W7GFRW.html |
| java开发工程师 | 重庆·渝北区·人和 | 8-12K | 5-10年大专 | 中创浩天 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/62955e6b719f81d01Hx62tW-FVVU.html |
| Java开发（赴日） | 重庆·渝中区·渝州路 | 17-20K | 3-5年本科 | 斗尖科技 | 计算机软件20-99人 | https://www.zhipin.com/job_detail/c218f0f9700a0e101Hx509m4FFZT.html |
| java+短期 | 重庆·渝北区·人和 | 9-12K | 5-10年本科 | 讯典 | 计算机软件500-999人 | https://www.zhipin.com/job_detail/398449c55f2acdae1Hx83Nq9GFRU.html |
| 中/高级java开发工程师 | 重庆·渝北区·汽博中心 | 15-25K | 5-10年本科 | 中冶赛迪信息 | 企业服务500-999人 | https://www.zhipin.com/job_detail/3f42b7ec518c09601Hx60tm1F1tW.html |
| Java | 重庆 | 25-50K·15薪 | 5-10年本科 | 某大型知名互联网公司 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/b54e3da9e69c42fa1HJy0t2_FlVU.html |
| java开发工程师 | 重庆·九龙坡区·石桥铺 | 9-12K | 5-10年本科 | 惠迎客 | 酒店/民宿未融资0-20人 | https://www.zhipin.com/job_detail/5060d9a141dc43a81Hx83d--FVRX.html |
| Java | 重庆·渝北区·黄泥塝 | 13-15K | 5-10年大专 | 广州悦羚设计工程 | 装修装饰未融资20-99人 | https://www.zhipin.com/job_detail/fe76a89fbbdfbd0e1HNy39i-EVpZ.html |
| java后端开发 | 重庆·渝北区·冉家坝 | 7-10K·15薪 | 3-5年本科 | 泛语科技 | 大数据不需要融资100-499人 | https://www.zhipin.com/job_detail/57740eada27877fd1XB83tm_F1NT.html |
| 软件工程师（Java/前端/软件测试）线上面试 | 重庆·渝北区·人和 | 15-30K·16薪 | 3-5年本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/95ab1a7b94a93c2d1Hd73tm4EVpQ.html |
| java开发工程师 | 重庆·渝北区·人和 | 10-12K | 5-10年大专 | 拓保软件 | 计算机软件不需要融资1000-9999人 | https://www.zhipin.com/job_detail/c777bcbea55ff6dd1HR439y8GVBU.html |
| JAVA技术专家 | 重庆·南岸区·弹子石 | 30-60K | 经验不限本科 | 蚂蚁集团 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/860c05c5200c16071HBz39-4E1FW.html |
| Java | 重庆·南岸区·弹子石 | 30-35K | 5-10年本科 | 蚂蚁集团 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/145a64def7e679de1n163Ni4F1JX.html |
| java马消 | 重庆·渝北区·光电园 | 12-14K | 3-5年本科 | 神州在线 | 企业服务未融资100-499人 | https://www.zhipin.com/job_detail/d9a0d475c55993851Hd_3dm6FlRX.html |
| Java研发工程师 | 重庆·江北区·五里店 | 10-15K·13薪 | 1-3年本科 | 异盾 | 电子商务不需要融资100-499人 | https://www.zhipin.com/job_detail/10648b70191bc2841HR_39m9ElVV.html |
| Java | 重庆·渝北区·人和 | 15-30K·15薪 | 经验不限本科 | 华为技术有限公司 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/8492a5db3f7c57e71HNz2t6_FFJZ.html |
| JAVA开发专家 | 重庆·渝北区·光电园 | 30-35K | 5-10年本科 | 蚂蚁集团 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/a49eb08a5b3dc94c33J-39i6E1Y~.html |
| java开发工程师 | 重庆·渝北区·人和 | 10-11K | 5-10年本科 | 拓保软件 | 计算机软件不需要融资1000-9999人 | https://www.zhipin.com/job_detail/ac7fec5c16032bff1HZ_29u8EFBQ.html |
| Java开发工程师（接受应届-华为培养计划） | 重庆·渝北区·人和 | 15-25K·14薪 | 经验不限本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/4f79661d6928202f1HV609W8FFFY.html |
| java开发专家 | 重庆·南岸区·南滨路 | 20-40K | 3-5年本科 | 蚂蚁集团 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/95bdd6292c92c8241HV83dy_EVdZ.html |
| java软件开发工程师 | 重庆·永川区·人民广场 | 18-35K·14薪 | 经验不限本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/76db640df9cb3a621XF83d26E1BX.html |
| java/python/c++/c/js开发/测试（全国） | 重庆·渝北区·人和 | 15-30K·16薪 | 经验不限本科 | 华为技术有限公司 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/3f0f4a866a87ad661Hd73dq0GVVX.html |
| java/c++/c/python/js/开发/测试（全国） | 重庆·渝北区·人和 | 15-30K·16薪 | 经验不限本科 | 华为技术有限公司 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/0ebcb7d5542039bd1Hx829m_E1VZ.html |
| Java | 重庆·渝北区·人和 | 15-30K·14薪 | 经验不限本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/7273ea708455dd3e1Hd6296-FlVQ.html |
| Java开发 | 重庆·江北区·观音桥 | 16-30K·16薪 | 经验不限本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/eea9b47b399f15211XJ53tW8E1FT.html |
| java软件开发 | 重庆·沙坪坝区·沙正街 | 16-30K·16薪 | 5-10年本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/9c61b91b6a46406d1XJ52ty4FFJS.html |
| Java/c++/Python/JS/go/测开(技术氛围好) | 重庆·渝中区·解放碑 | 12-24K·15薪 | 经验不限本科 | 华为技术有限公司 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/d97bbc87137230291Hd-2t-8F1JU.html |
| 中高级java开发 | 重庆·渝中区·解放碑 | 16-24K | 3-5年本科 | 领创集团 | 互联网D轮及以上1000-9999人 | https://www.zhipin.com/job_detail/0163dd210f748e831Hx62dS6FVBU.html |
| 高级Java开发工程师 | 重庆·渝中区·化龙桥 | 16-22K·13薪 | 3-5年本科 | 德勤华庆商务服务 | 企业服务不需要融资1000-9999人 | https://www.zhipin.com/job_detail/4d879f85aeabf32e1XV80ti5EVZV.html |
| java | 重庆·南岸区·长生桥 | 8-10K | 3-5年本科 | 浙江徽创信息技术有限 | 计算机软件0-20人 | https://www.zhipin.com/job_detail/5e6ba349d8df383a1Hx-2d-_F1ZT.html |
| JAVA开发工程师 | 重庆·渝北区·人和 | 10-14K | 3-5年本科 | 深圳易宝软件有限公司 | 计算机软件已上市1000-9999人 | https://www.zhipin.com/job_detail/8c5a369d765ed0211Hx-09W7GFRW.html |
| java开发工程师 | 重庆·渝北区·人和 | 8-12K | 5-10年大专 | 中创浩天 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/62955e6b719f81d01Hx62tW-FVVU.html |
| Java开发（赴日） | 重庆·渝中区·渝州路 | 17-20K | 3-5年本科 | 斗尖科技 | 计算机软件20-99人 | https://www.zhipin.com/job_detail/c218f0f9700a0e101Hx509m4FFZT.html |
| java+短期 | 重庆·渝北区·人和 | 9-12K | 5-10年本科 | 讯典 | 计算机软件500-999人 | https://www.zhipin.com/job_detail/398449c55f2acdae1Hx83Nq9GFRU.html |
| 中/高级java开发工程师 | 重庆·渝北区·汽博中心 | 15-25K | 5-10年本科 | 中冶赛迪信息 | 企业服务500-999人 | https://www.zhipin.com/job_detail/3f42b7ec518c09601Hx60tm1F1tW.html |
| Java | 重庆 | 25-50K·15薪 | 5-10年本科 | 某大型知名互联网公司 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/b54e3da9e69c42fa1HJy0t2_FlVU.html |
| java开发工程师 | 重庆·九龙坡区·石桥铺 | 9-12K | 5-10年本科 | 惠迎客 | 酒店/民宿未融资0-20人 | https://www.zhipin.com/job_detail/5060d9a141dc43a81Hx83d--FVRX.html |
| Java | 重庆·渝北区·黄泥塝 | 13-15K | 5-10年大专 | 广州悦羚设计工程 | 装修装饰未融资20-99人 | https://www.zhipin.com/job_detail/fe76a89fbbdfbd0e1HNy39i-EVpZ.html |
| java后端开发 | 重庆·渝北区·冉家坝 | 7-10K·15薪 | 3-5年本科 | 泛语科技 | 大数据不需要融资100-499人 | https://www.zhipin.com/job_detail/57740eada27877fd1XB83tm_F1NT.html |
| 软件工程师（Java/前端/软件测试）线上面试 | 重庆·渝北区·人和 | 15-30K·16薪 | 3-5年本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/95ab1a7b94a93c2d1Hd73tm4EVpQ.html |
| java开发工程师 | 重庆·渝北区·人和 | 10-12K | 5-10年大专 | 拓保软件 | 计算机软件不需要融资1000-9999人 | https://www.zhipin.com/job_detail/c777bcbea55ff6dd1HR439y8GVBU.html |
| JAVA技术专家 | 重庆·南岸区·弹子石 | 30-60K | 经验不限本科 | 蚂蚁集团 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/860c05c5200c16071HBz39-4E1FW.html |
| Java | 重庆·南岸区·弹子石 | 30-35K | 5-10年本科 | 蚂蚁集团 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/145a64def7e679de1n163Ni4F1JX.html |
| java马消 | 重庆·渝北区·光电园 | 12-14K | 3-5年本科 | 神州在线 | 企业服务未融资100-499人 | https://www.zhipin.com/job_detail/d9a0d475c55993851Hd_3dm6FlRX.html |
| Java研发工程师 | 重庆·江北区·五里店 | 10-15K·13薪 | 1-3年本科 | 异盾 | 电子商务不需要融资100-499人 | https://www.zhipin.com/job_detail/10648b70191bc2841HR_39m9ElVV.html |
| Java | 重庆·渝北区·人和 | 15-30K·15薪 | 经验不限本科 | 华为技术有限公司 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/8492a5db3f7c57e71HNz2t6_FFJZ.html |
| JAVA开发专家 | 重庆·渝北区·光电园 | 30-35K | 5-10年本科 | 蚂蚁集团 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/a49eb08a5b3dc94c33J-39i6E1Y~.html |
| java开发工程师 | 重庆·渝北区·人和 | 10-11K | 5-10年本科 | 拓保软件 | 计算机软件不需要融资1000-9999人 | https://www.zhipin.com/job_detail/ac7fec5c16032bff1HZ_29u8EFBQ.html |
| Java开发工程师（接受应届-华为培养计划） | 重庆·渝北区·人和 | 15-25K·14薪 | 经验不限本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/4f79661d6928202f1HV609W8FFFY.html |
| java开发专家 | 重庆·南岸区·南滨路 | 20-40K | 3-5年本科 | 蚂蚁集团 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/95bdd6292c92c8241HV83dy_EVdZ.html |
| java软件开发工程师 | 重庆·永川区·人民广场 | 18-35K·14薪 | 经验不限本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/76db640df9cb3a621XF83d26E1BX.html |
| java/python/c++/c/js开发/测试（全国） | 重庆·渝北区·人和 | 15-30K·16薪 | 经验不限本科 | 华为技术有限公司 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/3f0f4a866a87ad661Hd73dq0GVVX.html |
| java/c++/c/python/js/开发/测试（全国） | 重庆·渝北区·人和 | 15-30K·16薪 | 经验不限本科 | 华为技术有限公司 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/0ebcb7d5542039bd1Hx829m_E1VZ.html |
| Java | 重庆·渝北区·人和 | 15-30K·14薪 | 经验不限本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/7273ea708455dd3e1Hd6296-FlVQ.html |
| Java开发 | 重庆·江北区·观音桥 | 16-30K·16薪 | 经验不限本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/eea9b47b399f15211XJ53tW8E1FT.html |
| java软件开发 | 重庆·沙坪坝区·沙正街 | 16-30K·16薪 | 5-10年本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/9c61b91b6a46406d1XJ52ty4FFJS.html |
| Java/c++/Python/JS/go/测开(技术氛围好) | 重庆·渝中区·解放碑 | 12-24K·15薪 | 经验不限本科 | 华为技术有限公司 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/d97bbc87137230291Hd-2t-8F1JU.html |
| 中高级java开发 | 重庆·渝中区·解放碑 | 16-24K | 3-5年本科 | 领创集团 | 互联网D轮及以上1000-9999人 | https://www.zhipin.com/job_detail/0163dd210f748e831Hx62dS6FVBU.html |
| 高级Java开发工程师 | 重庆·渝中区·化龙桥 | 16-22K·13薪 | 3-5年本科 | 德勤华庆商务服务 | 企业服务不需要融资1000-9999人 | https://www.zhipin.com/job_detail/4d879f85aeabf32e1XV80ti5EVZV.html |
| java | 重庆·南岸区·长生桥 | 8-10K | 3-5年本科 | 浙江徽创信息技术有限 | 计算机软件0-20人 | https://www.zhipin.com/job_detail/5e6ba349d8df383a1Hx-2d-_F1ZT.html |
| JAVA开发工程师 | 重庆·渝北区·人和 | 10-14K | 3-5年本科 | 深圳易宝软件有限公司 | 计算机软件已上市1000-9999人 | https://www.zhipin.com/job_detail/8c5a369d765ed0211Hx-09W7GFRW.html |
| java开发工程师 | 重庆·渝北区·人和 | 8-12K | 5-10年大专 | 中创浩天 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/62955e6b719f81d01Hx62tW-FVVU.html |
| Java开发（赴日） | 重庆·渝中区·渝州路 | 17-20K | 3-5年本科 | 斗尖科技 | 计算机软件20-99人 | https://www.zhipin.com/job_detail/c218f0f9700a0e101Hx509m4FFZT.html |
| java+短期 | 重庆·渝北区·人和 | 9-12K | 5-10年本科 | 讯典 | 计算机软件500-999人 | https://www.zhipin.com/job_detail/398449c55f2acdae1Hx83Nq9GFRU.html |
| 中/高级java开发工程师 | 重庆·渝北区·汽博中心 | 15-25K | 5-10年本科 | 中冶赛迪信息 | 企业服务500-999人 | https://www.zhipin.com/job_detail/3f42b7ec518c09601Hx60tm1F1tW.html |
| Java | 重庆 | 25-50K·15薪 | 5-10年本科 | 某大型知名互联网公司 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/b54e3da9e69c42fa1HJy0t2_FlVU.html |
| java开发工程师 | 重庆·九龙坡区·石桥铺 | 9-12K | 5-10年本科 | 惠迎客 | 酒店/民宿未融资0-20人 | https://www.zhipin.com/job_detail/5060d9a141dc43a81Hx83d--FVRX.html |
| Java | 重庆·渝北区·黄泥塝 | 13-15K | 5-10年大专 | 广州悦羚设计工程 | 装修装饰未融资20-99人 | https://www.zhipin.com/job_detail/fe76a89fbbdfbd0e1HNy39i-EVpZ.html |
| java后端开发 | 重庆·渝北区·冉家坝 | 7-10K·15薪 | 3-5年本科 | 泛语科技 | 大数据不需要融资100-499人 | https://www.zhipin.com/job_detail/57740eada27877fd1XB83tm_F1NT.html |
| 软件工程师（Java/前端/软件测试）线上面试 | 重庆·渝北区·人和 | 15-30K·16薪 | 3-5年本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/95ab1a7b94a93c2d1Hd73tm4EVpQ.html |
| java开发工程师 | 重庆·渝北区·人和 | 10-12K | 5-10年大专 | 拓保软件 | 计算机软件不需要融资1000-9999人 | https://www.zhipin.com/job_detail/c777bcbea55ff6dd1HR439y8GVBU.html |
| JAVA技术专家 | 重庆·南岸区·弹子石 | 30-60K | 经验不限本科 | 蚂蚁集团 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/860c05c5200c16071HBz39-4E1FW.html |
| Java | 重庆·南岸区·弹子石 | 30-35K | 5-10年本科 | 蚂蚁集团 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/145a64def7e679de1n163Ni4F1JX.html |
| java马消 | 重庆·渝北区·光电园 | 12-14K | 3-5年本科 | 神州在线 | 企业服务未融资100-499人 | https://www.zhipin.com/job_detail/d9a0d475c55993851Hd_3dm6FlRX.html |
| Java研发工程师 | 重庆·江北区·五里店 | 10-15K·13薪 | 1-3年本科 | 异盾 | 电子商务不需要融资100-499人 | https://www.zhipin.com/job_detail/10648b70191bc2841HR_39m9ElVV.html |
| Java | 重庆·渝北区·人和 | 15-30K·15薪 | 经验不限本科 | 华为技术有限公司 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/8492a5db3f7c57e71HNz2t6_FFJZ.html |
| JAVA开发专家 | 重庆·渝北区·光电园 | 30-35K | 5-10年本科 | 蚂蚁集团 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/a49eb08a5b3dc94c33J-39i6E1Y~.html |
| java开发工程师 | 重庆·渝北区·人和 | 10-11K | 5-10年本科 | 拓保软件 | 计算机软件不需要融资1000-9999人 | https://www.zhipin.com/job_detail/ac7fec5c16032bff1HZ_29u8EFBQ.html |
| Java开发工程师（接受应届-华为培养计划） | 重庆·渝北区·人和 | 15-25K·14薪 | 经验不限本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/4f79661d6928202f1HV609W8FFFY.html |
| java开发专家 | 重庆·南岸区·南滨路 | 20-40K | 3-5年本科 | 蚂蚁集团 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/95bdd6292c92c8241HV83dy_EVdZ.html |
| java软件开发工程师 | 重庆·永川区·人民广场 | 18-35K·14薪 | 经验不限本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/76db640df9cb3a621XF83d26E1BX.html |
| java/python/c++/c/js开发/测试（全国） | 重庆·渝北区·人和 | 15-30K·16薪 | 经验不限本科 | 华为技术有限公司 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/3f0f4a866a87ad661Hd73dq0GVVX.html |
| java/c++/c/python/js/开发/测试（全国） | 重庆·渝北区·人和 | 15-30K·16薪 | 经验不限本科 | 华为技术有限公司 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/0ebcb7d5542039bd1Hx829m_E1VZ.html |
| Java | 重庆·渝北区·人和 | 15-30K·14薪 | 经验不限本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/7273ea708455dd3e1Hd6296-FlVQ.html |
