| 岗位 | 区域 | 薪资 | 年限信息 | 公司名称 | 公司信息 | 链接 |
| Java | 重庆·南岸区·南坪 | 10-13K | 5-10年大专 | 极马科技 | O2OA轮100-499人 | https://www.zhipin.com/job_detail/ee0c84520da8c5c41n193dm4GFVS.html |
| 资深java开发工程师 | 重庆·渝中区·龙湖时代天街 | 20-25K | 5-10年本科 | 数联星空 | 企业服务0-20人 | https://www.zhipin.com/job_detail/5f82d7e004ec80e61HZz3tq8FlZT.html |
| Java | 重庆·渝北区·新牌坊 | 6-11K | 经验不限本科 | 重庆中冉信息分公司 | 计算机软件已上市500-999人 | https://www.zhipin.com/job_detail/921cc05a6b58f5381XV-09W4EVFW.html |
| java开发工程师 | 重庆·江北区·鱼嘴 | 8-9K | 3-5年本科 | 行展软件 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/f6ee49b7146528ec1HRy0tm9FFVY.html |
| 高级java开发工程师 | 重庆·渝北区·光电园 | 11-17K | 5-10年本科 | 五五科技 | 互联网已上市100-499人 | https://www.zhipin.com/job_detail/a1906f8671c202ec1Xx63ti7FFVV.html |
| Java开发 | 重庆·渝北区·人和 | 11-14K | 3-5年本科 | 大展信息 | 计算机软件100-499人 | https://www.zhipin.com/job_detail/344c0d273f9c069c1Hx82t-4EVBV.html |
| Java | 重庆·江北区·大石坝 | 12-24K | 5-10年本科 | 源多多 | 电力/热力/燃气/水利不需要融资20-99人 | https://www.zhipin.com/job_detail/05ee45835e320c9b1nZ50t-6FlVT.html |
| java开发工程师 | 重庆·渝北区·新牌坊 | 11-15K | 5-10年本科 | 春鸟到家科技有限公司 | 电子商务未融资20-99人 | https://www.zhipin.com/job_detail/351876e4d7ddcd151X1z2d-5EVVT.html |
| 高级JAVA 工程师 | 重庆·渝北区·翠云 | 11-15K | 5-10年本科 | 泓创智诚 | 计算机软件未融资0-20人 | https://www.zhipin.com/job_detail/3c42c94d12c93e401nN72N2-GVBZ.html |
| JAVA开发 | 重庆·渝北区·人和 | 9-12K | 5-10年本科 | 科大国创云网 | 计算机软件不需要融资1000-9999人 | https://www.zhipin.com/job_detail/5d1a0776df5d15cd1HN_2Ni4FVFT.html |
| JAVA高级开发工程师/技术经理 | 重庆·江北区·寸滩 | 15-22K | 5-10年本科 | 众鑫源控股 | 电子商务A轮20-99人 | https://www.zhipin.com/job_detail/57a336786590769a1Hx_29W7F1NU.html |
| 中/高级java开发工程师 | 重庆·沙坪坝区·大石坝 | 10-15K | 5-10年本科 | 首筑网络科技 | 互联网不需要融资20-99人 | https://www.zhipin.com/job_detail/67052f870567fe471HF72d-6EVZS.html |
| Java | 重庆·渝中区·大坪 | 8-13K | 5-10年本科 | 千宸云图科技 | 通信/网络设备20-99人 | https://www.zhipin.com/job_detail/d8541fec428d1b991nR82dW5GFpW.html |
| java开发工程师 | 重庆·渝北区·照母山 | 10-15K | 3-5年大专 | 恒琪信息 | 互联网不需要融资20-99人 | https://www.zhipin.com/job_detail/6e87af9cbf3765721HF-3N65FVZQ.html |
| JAVA工程师 | 重庆 | 15-25K·15薪 | 5-10年本科 | 某大型电子/硬件开发公司 | 电子/硬件开发不需要融资1000-9999人 | https://www.zhipin.com/job_detail/72456841b0d5a3cb1HN709i7FlpT.html |
| Java | 重庆·渝北区·光电园 | 15-22K·13薪 | 3-5年本科 | 北京朗道新科智能科技 | 互联网20-99人 | https://www.zhipin.com/job_detail/68755f9f724b9ca21XV-2ty6E1NW.html |
| Java工程师 | 重庆·江北区·冉家坝 | 6-11K | 经验不限本科 | 图度科技 | 计算机软件天使轮0-20人 | https://www.zhipin.com/job_detail/4ef8e960ff2e0c200HF629m6GFQ~.html |
| 银行Java开发工程师 | 重庆·江北区·鱼嘴 | 10-15K | 5-10年本科 | 京北方 | 互联网金融已上市10000人以上 | https://www.zhipin.com/job_detail/d9f6001c723335631Hx82d-8GVdV.html |
| Java开发工程师 | 重庆·江北区·五里店 | 15-20K | 5-10年大专 | 神话科技 | 计算机软件0-20人 | https://www.zhipin.com/job_detail/58b8b5ab311f77e71nJ-2t-5ElVW.html |
| Java高级开发工程师 | 重庆·渝北区·悦来 | 12-24K·15薪 | 3-5年本科 | 长安软件公司 | 汽车研发/制造未融资500-999人 | https://www.zhipin.com/job_detail/b131ae38f856141d1XR62N-5FlZX.html |
| JAVA技术经理 | 重庆·渝中区·大坪 | 10-14K | 5-10年本科 | 重庆北导 | 信息安全不需要融资20-99人 | https://www.zhipin.com/job_detail/ae0132cab1c489e11HF93tu_GVVS.html |
| Java开发工程师（开发组长） | 重庆·渝北区·大竹林 | 10-13K | 5-10年本科 | 重庆美天科技 | 计算机软件天使轮20-99人 | https://www.zhipin.com/job_detail/2eddfef8aae2315f1Hx92dS_EFpZ.html |
| 高级Java开发工程师 | 重庆·渝北区·礼嘉 | 12-20K | 5-10年本科 | 中汽院智能网联科技 | 汽车智能网联不需要融资100-499人 | https://www.zhipin.com/job_detail/dbc71c7e323394a21nV82tq-FlBX.html |
| 初级java开发工程师 | 重庆·渝中区·鹅岭 | 4-7K·14薪 | 经验不限本科 | 炼石网络 | 信息安全A轮20-99人 | https://www.zhipin.com/job_detail/a8c04b32cabea3ef1HN429S0F1RU.html |
| 中级java开发工程师 | 重庆·江北区·观音桥 | 10-15K | 5-10年大专 | 喵酱传媒 | 文化艺术/娱乐未融资100-499人 | https://www.zhipin.com/job_detail/8fe2cc9508e0e1521HJy3ty6GFZQ.html |
| java（短期2个月） | 重庆·渝中区·渝州路 | 11-15K | 5-10年大专 | 上海思芮 | 计算机软件不需要融资1000-9999人 | https://www.zhipin.com/job_detail/67203e8b70d43d971Hx83N26F1ZW.html |
| 高级java开发工程师 | 重庆·渝北区·光电园 | 10-15K | 5-10年本科 | 漫澜 | 互联网0-20人 | https://www.zhipin.com/job_detail/d6a8f39f51e89bc81XJ62ty6GFFT.html |
| java项目经理 | 重庆·渝北区·园博园 | 11-22K | 5-10年大专 | 华数达 | 计算机软件0-20人 | https://www.zhipin.com/job_detail/e27b9f60adbd7ca61XV82Ni8GFJZ.html |
| JAVA高级研发工程师 | 重庆·渝北区·黄泥塝 | 10-15K | 5-10年本科 | 人众互联 | 人工智能B轮20-99人 | https://www.zhipin.com/job_detail/42d8899c13c521751HN93tu9EVdX.html |
| Java | 重庆·南岸区·南坪 | 7-8K | 5-10年大专 | 厚万 | 互联网0-20人 | https://www.zhipin.com/job_detail/4fc0f0259ad5abff1HN-3Ni6FVRU.html |
| 高级Java开发工程师 | 重庆·渝中区·鹅岭 | 15-25K·14薪 | 5-10年本科 | 颂车网 | 互联网金融未融资100-499人 | https://www.zhipin.com/job_detail/f42125cf92b5c7ae1XB6292-FlJT.html |
| 高级JAVA开发工程师 | 重庆·九龙坡区·二郎 | 13-15K | 5-10年本科 | 赛光信息 | 计算机服务不需要融资20-99人 | https://www.zhipin.com/job_detail/786b1861fbd3510d1HBy3t2_E1NW.html |
| Java开发工程师 | 重庆·渝中区·化龙桥 | 11-22K·14薪 | 3-5年本科 | 重庆赛迪奇智 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/8c7f68773e705d851nZ709m9FltU.html |
| 资深Java开发工程师 | 重庆·渝北区·冉家坝 | 11-16K | 5-10年本科 | 费深 | 医疗健康未融资20-99人 | https://www.zhipin.com/job_detail/ca41129c09dd4f501n1z3ti4FlRU.html |
| Java高级工程师 | 重庆·渝北区·光电园 | 10-15K | 5-10年大专 | 重邮汇测 | 计算机软件100-499人 | https://www.zhipin.com/job_detail/cbed79e3d68db5b01XB40tm1FFo~.html |
| Java开发工程师 | 重庆·渝中区·解放碑 | 12-23K | 3-5年本科 | 星球秀场 | 新零售未融资100-499人 | https://www.zhipin.com/job_detail/fcc90d7496e4076a1nZ63dm4GFNX.html |
| java开发工程师 | 重庆·九龙坡区·石桥铺 | 8-10K | 5-10年大专 | 金韦云 | 计算机软件不需要融资20-99人 | https://www.zhipin.com/job_detail/d8cc74a2bdb97fbd1XN-39S1GFVW.html |
| Java软件工程师 | 重庆·渝北区·汽博中心 | 18-22K·13薪 | 3-5年本科 | 京安乐邦 | 投资/融资100-499人 | https://www.zhipin.com/job_detail/5eab1643496f68081nx83NW_ElNU.html |
| 教育高级JAVA研发工程师（非外包） | 重庆·渝北区·龙溪 | 14-16K·13薪 | 5-10年本科 | 博思软件 | 计算机软件已上市1000-9999人 | https://www.zhipin.com/job_detail/11e87e4d91fa88631HB70tm5FFVQ.html |
| java | 重庆 | 45-65K·16薪 | 5-10年本科 | 某大型互联网金融公司 | 互联网10000人以上 | https://www.zhipin.com/job_detail/e0fb3b34306251a21HN5392_FlBQ.html |
| Java，成都岗位，银行， | 重庆·江北区·五里店 | 12-16K | 3-5年大专 | 新晨科技 | 通信/网络设备已上市1000-9999人 | https://www.zhipin.com/job_detail/a347f36d95216b621Hx43d66F1JX.html |
| JAVA研发工程师-重庆 | 重庆·渝北区·龙溪 | 12-20K | 3-5年本科 | VisionVera | 通信/网络设备未融资1000-9999人 | https://www.zhipin.com/job_detail/40788be36b7dc64a1HN73dW_GVdV.html |
| java开发工程师 | 重庆·渝中区·渝州路 | 5-8K | 1-3年本科 | 重庆尚千翼网络科技 | 计算机软件不需要融资0-20人 | https://www.zhipin.com/job_detail/e5c09e745d1dc6371HJz3Nu4E1RX.html |
| Java开发工程师 | 重庆 | 11-22K | 3-5年本科 | 莱博饶科技 | 企业服务0-20人 | https://www.zhipin.com/job_detail/29e927d16d72e5543nxz2tq-FVU~.html |
| java开发工程师 | 重庆·渝北区·冉家坝 | 7-12K | 3-5年本科 | 杏林云康 | 医疗健康未融资100-499人 | https://www.zhipin.com/job_detail/4174957f82c497c01Hx53Nm1E1NT.html |
| 高级Java/研发经理 | 重庆·渝北区·龙溪 | 16-22K | 5-10年本科 | 寰宇普惠 | 计算机软件20-99人 | https://www.zhipin.com/job_detail/292d2b057a57b49b1HJ83Nu_ElZT.html |
| JAVA高级工程师 | 重庆·沙坪坝区·三峡广场 | 13-20K | 5-10年本科 | 优霓空 | 计算机软件未融资0-20人 | https://www.zhipin.com/job_detail/5a5b81a31a1dad0a1nR-2N69E1FU.html |
| 高级Java开发工程师 | 重庆·沙坪坝区·大学城 | 12-18K·13薪 | 5-10年本科 | 中再云图 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/27a0fe6e1066376c1nd63d61GVRW.html |
| Java | 重庆·渝北区·回兴 | 10-15K | 5-10年学历不限 | 重庆安智山科技发展 | 互联网20-99人 | https://www.zhipin.com/job_detail/f2d5c9c9be82eef61HNz09-0FFRT.html |
| java开发工程师 | 重庆·渝北区·空港新城 | 13-18K | 5-10年本科 | 恒远科技 | 计算机软件B轮100-499人 | https://www.zhipin.com/job_detail/3e9e3ac10b198fac1HN82dq-E1BV.html |
| java研发工程师 | 重庆·渝北区·人和 | 11-16K | 3-5年本科 | 希尔安药业 | 医疗健康未融资1000-9999人 | https://www.zhipin.com/job_detail/583b7ad88e6e30fc1Hd-3929F1tS.html |
| java开发工程师 | 重庆·渝北区·人和 | 10-15K | 3-5年本科 | 尊泥 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/cdb8e4e8eabfbe6a1Hx92t2-GFtX.html |
| 高级java开发工程师 | 重庆·沙坪坝区·大学城 | 12-18K | 5-10年本科 | 中渝软通 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/29a695a81c25f1ae1X1_2N-0FFFS.html |
| java | 重庆·南岸区·长生桥 | 8-10K | 1-3年本科 | 多娱文化 | 广播/影视不需要融资20-99人 | https://www.zhipin.com/job_detail/e3d9b800b52a97de1HNz3N-_EFBX.html |
| 后端开发主程（JAVA）-2023 | 重庆·沙坪坝区·天星桥 | 8-13K | 5-10年大专 | 圣特嘉 | 计算机软件20-99人 | https://www.zhipin.com/job_detail/0fdd5ca214a24c061X173Ny_E1FX.html |
| java工程师 | 重庆·九龙坡区·石坪桥 | 7-11K | 3-5年本科 | 菲睿达科技公司 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/a430b1e4d640611c1HN93928EVBQ.html |
| Java高级开发工程师 | 重庆·沙坪坝区·大学城 | 9-12K | 3-5年本科 | 灵秀巨匠计算机 | 计算机软件不需要融资0-20人 | https://www.zhipin.com/job_detail/31f685ad348b3dae1HF-09i0E1RV.html |
| 中级java开发工程师 | 重庆·沙坪坝区·大学城 | 7-12K | 3-5年本科 | 越亘科技 | 计算机软件0-20人 | https://www.zhipin.com/job_detail/e4686c000e58b6ed1Hx83N-0EFNS.html |
| Java开发工程师 | 重庆·渝中区·袁家岗 | 10-15K | 3-5年本科 | 重庆天籁艺术学校 | 在线教育未融资1000-9999人 | https://www.zhipin.com/job_detail/5768920802f56c231Hx53t-_FVZW.html |
| 高级JAVA系统架构师 | 重庆·渝北区·财富中心 | 14-17K | 5-10年本科 | 云飞通信 | 通信/网络设备20-99人 | https://www.zhipin.com/job_detail/6829fadb7252ba6c1HR93d-7FlZT.html |
| java开发经理 | 重庆 | 15-20K | 5-10年本科 | 上海亿盟 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/9a7c43207dc094d21X143d2-FVFU.html |
| java工程师中级 | 重庆·九龙坡区·华岩 | 7-8K | 3-5年大专 | 集元科技 | 互联网未融资20-99人 | https://www.zhipin.com/job_detail/a5dd0c1a088d1a9e1HF509--GFFQ.html |
| JAVA工程师 | 重庆·渝北区·空港广场 | 10-14K | 5-10年大专 | 重庆乐湛科技有限公司 | 互联网不需要融资20-99人 | https://www.zhipin.com/job_detail/4ebaf8aac4910b491XN72tq9EVJV.html |
| Java | 重庆·渝北区·人和 | 12-20K | 5-10年本科 | Talust(才链) | 互联网A轮20-99人 | https://www.zhipin.com/job_detail/50f5b055aca7d4fe1n1539--F1c~.html |
| 高级JAVA工程师 | 重庆·渝北区·冉家坝 | 10-15K | 5-10年本科 | 中环国投 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/3dc4a6f291ac0aeb1Xdz39m0EFM~.html |
| 后端java开发工程师 | 重庆·渝北区·鸳鸯 | 10-15K·13薪 | 5-10年本科 | 孖派科技 | 企业服务未融资0-20人 | https://www.zhipin.com/job_detail/493e9c2ddb3252401Xxz3N2_EFVV.html |
| 高级Java工程师 | 重庆·南岸区·南坪 | 12-24K | 3-5年本科 | 极诊云 | 互联网未融资20-99人 | https://www.zhipin.com/job_detail/15710c7cafff52ff0XN839i9GFo~.html |
| Java | 重庆·九龙坡区·巴国城 | 6-11K | 1-3年本科 | 道博机械 | 机械设备/机电/重工不需要融资100-499人 | https://www.zhipin.com/job_detail/083a9f5b07bec6841nB-2Nu4GVFU.html |
| 高级JAVA开发工程师 | 重庆·渝北区·财富中心 | 10-15K | 5-10年本科 | 禀源 | 环保未融资0-20人 | https://www.zhipin.com/job_detail/ea438bb710285c871XR-2NW4EVFV.html |
| java工程师 | 重庆·渝北区·光电园 | 8-11K | 3-5年大专 | 重庆安璞伦科技 | 互联网不需要融资0-20人 | https://www.zhipin.com/job_detail/be8870a256f196881HBz2du7FFpZ.html |
| java开发工程师 | 重庆·南岸区·南坪 | 10-13K | 3-5年大专 | 汇满嘉橙 | 计算机软件A轮20-99人 | https://www.zhipin.com/job_detail/727d6ffdb42ae3101HB63965F1NQ.html |
| Java | 重庆·沙坪坝区·大学城 | 8-12K | 3-5年本科 | 小康农服 | 互联网天使轮20-99人 | https://www.zhipin.com/job_detail/128066eb54fcdf011Hx539y4E1RV.html |
| java高级开发工程师 | 重庆·永川区·兴龙湖 | 10-14K | 5-10年本科 | 医耘天下 | 医疗健康0-20人 | https://www.zhipin.com/job_detail/c0ee1cf7ade0503f1Xx93NW9FFtX.html |
| Java高级开发工程师 | 重庆·南岸区·南滨路 | 10-15K | 5-10年本科 | 至乐文化 | 在线教育20-99人 | https://www.zhipin.com/job_detail/ed4feb845f0fe5f01XZ72tu_FFdY.html |
| Java | 重庆·江北区·黄泥塝 | 6-8K | 5-10年本科 | 近水 | 医疗健康100-499人 | https://www.zhipin.com/job_detail/e643320a4e94bc451HZz0tu7E1BT.html |
| Java | 重庆·渝北区·新牌坊 | 8-13K | 1-3年本科 | 优活智联 | 互联网天使轮20-99人 | https://www.zhipin.com/job_detail/4801fa7340740a261H1z2dw~.html |
| Java | 重庆·江北区·五里店 | 10-13K | 5-10年本科 | 重庆汉国智慧水务科技 | 计算机软件0-20人 | https://www.zhipin.com/job_detail/d85cad234967b1651Xd509S7FVdZ.html |
| java开发工程师 | 重庆·渝北区·龙溪 | 10-15K | 5-10年大专 | 重庆花美季科技 | 移动互联网未融资20-99人 | https://www.zhipin.com/job_detail/acb00926f801cb821HR739-_FVZT.html |
| Java开发工程师 | 重庆·江北区·海尔路 | 7-12K | 3-5年本科 | 金也 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/00683208e52a041d1XR53di_GVpY.html |
| Java | 重庆·九龙坡区·石桥铺 | 6-11K | 1-3年本科 | 谱通智联 | 智能硬件不需要融资20-99人 | https://www.zhipin.com/job_detail/033b8e5172b88bcf1XV93d-_EVZS.html |
| Java | 重庆·渝北区·人和 | 9-13K·14薪 | 3-5年大专 | 泉州加推 | 互联网未融资100-499人 | https://www.zhipin.com/job_detail/16d9708092ac8ce51Hx53ty1E1VR.html |
| 高级Java开发工程师 | 重庆·渝中区·大坪 | 12-16K | 5-10年本科 | 掌游 | 计算机服务20-99人 | https://www.zhipin.com/job_detail/b53ff1c9aaa7113c1nV92N-_EVFS.html |
| java开发 | 重庆·渝中区·渝州路 | 10-15K | 3-5年本科 | 尖晶石 | 计算机软件未融资0-20人 | https://www.zhipin.com/job_detail/126189702680e06f1HB93N65FFVY.html |
| Java工程师 | 重庆·南岸区·回龙湾 | 7-10K | 5-10年本科 | 亨亿保 | 电子商务不需要融资100-499人 | https://www.zhipin.com/job_detail/5884ac339adcd4b21HV639S-E1Q~.html |
| 高级java开发工程师 | 重庆·江北区·石马河 | 12-20K | 5-10年本科 | 小往科技 | 电子商务未融资100-499人 | https://www.zhipin.com/job_detail/3f3cf74f6b64e3371HJ63dS9GVNX.html |
| Java/C/C++/Python开发+就近安排 | 重庆·渝北区·人和 | 17-30K·16薪 | 经验不限本科 | 华为技术有限公司 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/bd2b6a6540c931b01Hdy2NW7GVdW.html |
| java开发工程师 | 重庆·渝北区·人和 | 10-14K | 3-5年大专 | 博彦科技 | 计算机软件已上市10000人以上 | https://www.zhipin.com/job_detail/c472d18dff3b433e1Hx53d-7EFtT.html |
| java中级工程师(全栈) | 重庆 | 6-9K | 5-10年本科 | 威畅信息 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/9ffe44b16489e36f1Hx92tq1ElNS.html |
| java | 重庆·渝北区·龙溪 | 6-11K | 3-5年本科 | 上海瀚若轩公司 | 互联网20-99人 | https://www.zhipin.com/job_detail/1a4ff893309acc9b1Hx42N-0F1VT.html |
| Java-马消 | 重庆·渝北区·光电园 | 13-14K | 3-5年本科 | 神州在线 | 企业服务未融资100-499人 | https://www.zhipin.com/job_detail/3cd72cc7217a2ae61Hd_3dm1FlFV.html |
| Java 技术专家 | 重庆 | 29-45K·15薪 | 3-5年本科 | 某大型互联网平台公司 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/307470b4ac37680c1HN409S9FlVW.html |
| Java开发工程师 | 重庆·渝北区·人和 | 13-15K | 5-10年本科 | 同和信息技术有限公司 | 计算机软件未融资1000-9999人 | https://www.zhipin.com/job_detail/24fb402508fec9cd1Hx82t-1EVdS.html |
| java全栈工程师 | 重庆·渝中区·大坪 | 20-22K·13薪 | 5-10年本科 | 博阿图 | 计算机软件0-20人 | https://www.zhipin.com/job_detail/363c65d33c7d427b1HZz3d67GVVV.html |
| Java开发工程师 | 重庆·渝北区·人和 | 10-13K | 3-5年本科 | 拓保软件 | 计算机软件不需要融资1000-9999人 | https://www.zhipin.com/job_detail/898330637f7175021HZ7092_FFtQ.html |
| 蚂蚁消金-JAVA开发高级工程师/专家-消金 | 重庆·南岸区·南滨路 | 30-60K·16薪 | 3-5年本科 | 蚂蚁集团 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/73265f24c7b4e9781Hx73Nu4FlBV.html |
| 云计算Java开发（马上消费） | 重庆·渝北区·人和 | 13-14K | 5-10年本科 | 神州通誉 | 计算机软件未融资1000-9999人 | https://www.zhipin.com/job_detail/e5cd3fd623f535711HZ_39i4EltV.html |
| 高级JAVA工程师（安卓或iOS开发经验优先） | 重庆·渝北区·大竹林 | 12-13K | 5-10年本科 | 关键科技 | 通信/网络设备未融资100-499人 | https://www.zhipin.com/job_detail/4927e3228ef7f64b1Hx63tm9F1RW.html |
| 资深java开发工程师 | 重庆·南岸区·弹子石 | 25-50K·14薪 | 5-10年本科 | 蚂蚁集团(互联网) | 互联网金融未融资500-999人 | https://www.zhipin.com/job_detail/a57e78d35c264bf81HNy39u9FFZS.html |
| 高级java开发 | 重庆·江北区·江北嘴 | 18-28K·13薪 | 3-5年本科 | 异连 | 互联网不需要融资100-499人 | https://www.zhipin.com/job_detail/39536732773872531HZ-3ti8ElJV.html |
| Java | 重庆·九龙坡区·渝州路 | 10-15K | 1-3年本科 | 到家了 | 房地产中介/租赁A轮10000人以上 | https://www.zhipin.com/job_detail/433f80b5f08d65821Hx_0t61EFpW.html |
| JAVA高级开发工程师 | 重庆·渝北区·光电园 | 11-18K | 5-10年本科 | 中冉数字 | 互联网已上市500-999人 | https://www.zhipin.com/job_detail/5f8fa65ee73330051HF43dy0FVJY.html |
| Java | 重庆·江北区·五里店 | 15-30K | 3-5年本科 | 异盾 | 电子商务不需要融资100-499人 | https://www.zhipin.com/job_detail/f78f5da164b1a5dd1HV-3N2-FVVQ.html |
| 资深java开发工程师/架构师 | 重庆·渝北区·人和 | 25-50K·13薪 | 5-10年本科 | 马上消费金融 | 互联网金融不需要融资1000-9999人 | https://www.zhipin.com/job_detail/2dc7086fb049dc0a1Hx-3dq4E1dZ.html |
| java高级工程师 | 重庆·渝中区·解放碑 | 10-15K | 3-5年本科 | 九章开物科技有限公司 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/96c8c51824189a851Xx83tq9FFZZ.html |
| 蚂蚁集团-消费金融-Java专家 | 重庆·南岸区·弹子石 | 35-50K·13薪 | 5-10年本科 | 蚂蚁集团 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/8f6034396a4b60e01HV839q9FFJQ.html |
| 高级java开发工程师 | 重庆·渝北区·汽博中心 | 15-25K | 5-10年本科 | 恒速科技 | 互联网未融资20-99人 | https://www.zhipin.com/job_detail/6775f723f29bb5701HV53dq_FlNT.html |
| 高级java研发工程师 | 重庆·沙坪坝区·凤天路 | 11-15K | 5-10年本科 | 烽顺科技 | 计算机软件不需要融资20-99人 | https://www.zhipin.com/job_detail/d674dbe1d8b982741Hd-3t-6FlJZ.html |
| 资深java开发工程师 | 重庆·南岸区·茶园新区 | 20-25K | 10年以上本科 | 象辑科技 | 大数据C轮100-499人 | https://www.zhipin.com/job_detail/d91e079eccfb57281HJ-2NW0EVRS.html |
| Java开发工程师 | 重庆·渝北区·大竹林 | 12-15K | 5-10年本科 | 微创软件 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/56913e8448ba3e731HB-09S_F1tT.html |
| [蚂蚁集团][北京/重庆]Java研发工程师 | 重庆·渝北区·人和 | 25-50K·16薪 | 5-10年本科 | 蚂蚁集团 | 互联网不需要融资10000人以上 | https://www.zhipin.com/job_detail/c4ed2f17a7dba8731HF439m7EFdT.html |
| Java | 重庆·渝北区·财富中心 | 6-10K | 5-10年大专 | 重庆捷路科技有限公司 | 移动互联网未融资20-99人 | https://www.zhipin.com/job_detail/2137fccb33a71c0c33x93961F1A~.html |
| Java开发工程师 | 重庆·渝北区·空港新城 | 10-15K | 5-10年本科 | 中软国际 | 计算机软件已上市10000人以上 | https://www.zhipin.com/job_detail/3f869670c89c1bcb1Hx92dW7F1JW.html |
| JAVA高级开发工程师 | 重庆·渝北区·冉家坝 | 10-15K | 5-10年本科 | 小十字 | 移动互联网天使轮0-20人 | https://www.zhipin.com/job_detail/ab133a7ea368e8081nB539y6EVpW.html |
| Java开发工程师（稳定-氛围好-线上面试） | 重庆·渝北区·人和 | 9-13K | 5-10年本科 | 极联股份 | 计算机软件未融资500-999人 | https://www.zhipin.com/job_detail/de4a2b126ac4598d1HJz2tW_GVtY.html |
| JAVA/班车接送/五险一金 | 重庆·渝北区·空港新城 | 10-11K | 5-10年大专 | 软通动力 | 计算机软件已上市10000人以上 | https://www.zhipin.com/job_detail/70806aef7d84fdf31Hx-2dW5EVFQ.html |
| java | 重庆·渝北区·黄泥塝 | 11-16K | 5-10年大专 | 广州悦羚设计工程 | 装修装饰未融资20-99人 | https://www.zhipin.com/job_detail/ba551e2b692f0cf31HNy2Ni0FFFT.html |
| Java高级开发工程师 | 重庆·南岸区·弹子石 | 30-50K·15薪 | 5-10年本科 | 蚂蚁集团 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/040ba327275a7eb81XR_2N26E1ZY.html |
| java开发工程师 | 重庆·渝北区·人和 | 15-17K | 5-10年本科 | 神州信息 | 计算机软件已上市10000人以上 | https://www.zhipin.com/job_detail/0e6d425c9b5eafea1HFz39-5E1RW.html |
| 中高级java工程师 | 重庆·渝北区·黄泥塝 | 8-13K | 3-5年本科 | 视洞科技 | 互联网不需要融资100-499人 | https://www.zhipin.com/job_detail/d6b887a863610eb71HZ909-0GFFU.html |
| 中级Java开发工程师 | 重庆·渝北区·空港新城 | 9-14K | 5-10年本科 | 重庆中冉信息分公司 | 计算机软件已上市500-999人 | https://www.zhipin.com/job_detail/82dc24a6a58967d81XZ929y7E1RU.html |
| java开发工程师 | 重庆·沙坪坝区·大学城 | 12-24K | 3-5年本科 | 有咖互动 | 互联网B轮500-999人 | https://www.zhipin.com/job_detail/b2da410759603f4b1HF92tq1E1VR.html |
| zy2495-高级JAVA工程师 | 重庆·渝北区·光电园 | 10-15K | 3-5年本科 | 中盈优创 | 计算机软件未融资1000-9999人 | https://www.zhipin.com/job_detail/de679c223fccea831HN539u6FFFT.html |
| Java开发工程师 | 重庆·江北区·鱼嘴 | 13-15K | 5-10年本科 | 京北方 | 互联网金融已上市10000人以上 | https://www.zhipin.com/job_detail/0e0c22efad289e4d1HN73dy7EVNV.html |
| Java开发工程师 | 重庆·江北区·五里店 | 12-18K | 5-10年本科 | 东方金信 | 计算机软件B轮500-999人 | https://www.zhipin.com/job_detail/ac901f7b53c8e1d11Hx_2ty0FFpZ.html |
| 中级java开发工程师 | 重庆·渝北区·冉家坝 | 10-15K | 5-10年本科 | 泛语科技 | 大数据不需要融资100-499人 | https://www.zhipin.com/job_detail/4f3170c77a7007321HF_2Nm8F1tY.html |
| java开发 | 重庆·渝北区·大竹林 | 10-13K | 5-10年本科 | 科大国创云网 | 计算机软件不需要融资1000-9999人 | https://www.zhipin.com/job_detail/4f76376f2d286e6b1Hx509m4GFRY.html |
| Java技术专家 | 重庆·南岸区·弹子石 | 20-30K·13薪 | 3-5年本科 | 蚂蚁集团 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/cd182beeb85d56681n1_3N67EVpV.html |
| 高级java开发工程师 | 重庆·渝北区·人和 | 12-15K·14薪 | 5-10年本科 | 维普智图 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/da5382d3c258b6f61XJ92NS0FFtV.html |
| java高级研发工程师 | 重庆·渝北区·黄泥塝 | 9-14K | 5-10年本科 | 人众互联 | 人工智能B轮20-99人 | https://www.zhipin.com/job_detail/eafb810d646d742c1HNz2tW_GFNV.html |
