| 岗位 | 区域 | 薪资 | 年限信息 | 公司名称 | 公司信息 | 链接 |
| JAVA-企业信用 | 北京 | 45-75K·16薪 | 5-10年本科 | 某大型知名互联网公司 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/1b144fa8c52f4f0d1HF93ti5ElZR.html |
| 高级java开发 | 北京 | 30-50K | 5-10年本科 | 某500强上市公司 | 电子商务1000-9999人 | https://www.zhipin.com/job_detail/d5b1d83fdfda986f1HRy3dy0E1JY.html |
| Java技术经理 | 北京·朝阳区·奥运村 | 20-25K | 5-10年本科 | 柒鲜数智 | 其他消费品未融资20-99人 | https://www.zhipin.com/job_detail/cbd4a538f3a2640b1Hx_3N-_ElpX.html |
| Java | 北京 | 40-70K·16薪 | 5-10年本科 | 某500强上市公司 | 人力资源服务10000人以上 | https://www.zhipin.com/job_detail/088467fd897a6f2c1HB63ti7EltT.html |
| 高级java开发 | 北京 | 21-22K | 5-10年本科 | 某大型计算机软件上市公司 | 计算机软件已上市10000人以上 | https://www.zhipin.com/job_detail/082a384eb710f66c1HNz3tW0GFRR.html |
| Java | 北京·昌平区·沙河 | 18-24K·13薪 | 5-10年本科 | 厦门艾际兮信息科技 | 互联网0-20人 | https://www.zhipin.com/job_detail/04e198f9ab40e1f01HNy0926GVFY.html |
| JAVA 资深开发工程师 | 北京·顺义区·天竺 | 35-45K | 5-10年本科 | 栖息地 | 装修装饰A轮500-999人 | https://www.zhipin.com/job_detail/96e14d85d105796a1HJy2Ny4E1dZ.html |
| java架构师 | 北京 | 30-35K | 5-10年本科 | 某500强上市公司 | 互联网不需要融资1000-9999人 | https://www.zhipin.com/job_detail/7f4a74ecc6a0b6011HR939q8E1tS.html |
| Java开发工程师 | 北京·朝阳区·望京 | 20-30K | 5-10年本科 | 阿里健康 | 移动互联网已上市500-999人 | https://www.zhipin.com/job_detail/4ff6fff940cfeab51nZ639q6EFs~.html |
| java工程师/专家 | 北京 | 40-55K·16薪 | 5-10年本科 | 某互联网公司 | 互联网未融资20-99人 | https://www.zhipin.com/job_detail/5b7dc3060768a6471HB-09u6E1dZ.html |
| Java开发工程师 | 北京 | 35-50K·13薪 | 5-10年本科 | 某500强上市公司 | 互联网不需要融资10000人以上 | https://www.zhipin.com/job_detail/5bd6e541bf3c33f21HF509S7EVRW.html |
| Java | 北京·海淀区·上地 | 15-25K | 5-10年本科 | 青扬定制 | 电子商务20-99人 | https://www.zhipin.com/job_detail/7eb226d2218463811nN639u8GVdY.html |
| 高级java | 北京 | 15-25K | 5-10年本科 | 某知名计算机软件公司 | 计算机软件未融资1000-9999人 | https://www.zhipin.com/job_detail/51658aa6d0a4e3ac1HN62t-_GFtY.html |
| Java开发工程师 | 北京·海淀区·五道口 | 15-28K | 5-10年本科 | 同方智科 | 电子/半导体/集成电路不需要融资100-499人 | https://www.zhipin.com/job_detail/b490154049e4e5561XN429i0EFBQ.html |
| java开发工程师 | 北京·朝阳区·朝外 | 30-40K·14薪 | 5-10年本科 | 700度保险网 | 移动互联网不需要融资1000-9999人 | https://www.zhipin.com/job_detail/12a327b2bf133b2a1XF-2dS6EFBT.html |
| java架构师 | 北京 | 30-60K·16薪 | 5-10年本科 | 某大型互联网公司 | 互联网不需要融资100-499人 | https://www.zhipin.com/job_detail/b6c4d3183ae859131Hd42t25EFdW.html |
| java技术经理 | 北京·朝阳区·太阳宫 | 30-45K | 5-10年本科 | 深圳多泽教育 | 职业培训不需要融资0-20人 | https://www.zhipin.com/job_detail/3f3c55b71bf924171HJ83dy5GVFW.html |
| java技术经理 | 北京·海淀区·皂君庙 | 15-30K | 5-10年本科 | 达内集团 | 在线教育已上市10000人以上 | https://www.zhipin.com/job_detail/01b0f7360fcacbc51HZ42929EVJW.html |
| java开发工程师 | 北京 | 30-50K·14薪 | 5-10年本科 | 某中型人工智能公司 | 人工智能500-999人 | https://www.zhipin.com/job_detail/4bd0e4352853c37e1Hx539S4FFJS.html |
| java技术经理 | 北京·朝阳区·花家地 | 30-50K | 5-10年本科 | 北京万博思睿科技 | 企业服务0-20人 | https://www.zhipin.com/job_detail/a8a8877d9e53b95f1HF_2tm9E1BR.html |
| Java开发工程师 | 北京·海淀区·苏州桥 | 18-24K | 5-10年本科 | 思图场景 | 互联网B轮100-499人 | https://www.zhipin.com/job_detail/bdcf1506e17d72d81Hx83dy5EFdR.html |
| Java技术专家 | 北京·海淀区·万柳 | 30-50K | 5-10年本科 | 蚂蚁集团 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/4f54307f48923e7c1H1z2d-5EFI~.html |
| Java技术专家 | 北京·西城区·动物园 | 25-40K·14薪 | 5-10年本科 | 龙腾数科 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/d7480994c1f3729c1Hx52ti1EVRT.html |
| Java开发- 国企 | 北京 | 30-50K | 5-10年本科 | 某大型通信/网络设备公司 | 通信/网络设备不需要融资10000人以上 | https://www.zhipin.com/job_detail/8e689b42b35471a71HNy2dy4ElZQ.html |
| java架构师 | 北京·朝阳区·大望路 | 20-22K | 5-10年本科 | 博研盛科 | 生活服务(O2O)A轮20-99人 | https://www.zhipin.com/job_detail/dc3b28df536cfe661HJy3N--GVtZ.html |
| java架构师 | 北京·丰台区·科技园区 | 25-40K | 5-10年本科 | 阳光凯讯 | 通信/网络设备未融资100-499人 | https://www.zhipin.com/job_detail/2146888f534a98631HZ90tS6EVZZ.html |
| devops研发专家- Java | 北京 | 40-70K·16薪 | 5-10年本科 | 某500强上市公司 | 互联网未融资1000-9999人 | https://www.zhipin.com/job_detail/e7105695a4c543811HF60tS8EVVT.html |
| 高级java | 北京 | 20-22K | 5-10年本科 | 某大型知名计算机软件上市公司 | 计算机软件已上市10000人以上 | https://www.zhipin.com/job_detail/8abf8e01c7a2fdea1HJy0t69FldY.html |
| java开发 | 北京 | 40-55K·16薪 | 5-10年本科 | 某中型互联网金融科技公司 | 互联网不需要融资500-999人 | https://www.zhipin.com/job_detail/ff0d59e1fd6ba9a11Hx73t20FlBW.html |
| java技术专家 | 北京 | 40-65K·15薪 | 5-10年本科 | 某大型互联网平台上市公司 | 互联网已上市10000人以上 | https://www.zhipin.com/job_detail/2077356860e0a83f1Hx-39y6F1ZU.html |
| 资深java开发/工具总工 | 北京·海淀区·二里庄 | 30-60K | 5-10年本科 | 北京海量数据 | 大数据已上市500-999人 | https://www.zhipin.com/job_detail/abd7ac7ad6be08a91Hx70t29E1NT.html |
| 算法应用工程研发专家（JAVA） | 北京 | 35-65K·16薪 | 5-10年本科 | 某500强上市公司 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/dc56bee4877d68b61HFz2N-_ElVX.html |
| Java 开发工程师 | 北京 | 30-50K | 5-10年本科 | 北京某大型互联网金融公司 | 互联网金融1000-9999人 | https://www.zhipin.com/job_detail/9f170aee4d3662471HN42tu9GFJT.html |
| Java（顺义，贷款） | 北京·顺义区·光明 | 14-22K | 5-10年本科 | 大连同方软银 | 计算机软件已上市500-999人 | https://www.zhipin.com/job_detail/e909b2663effd9601Hx-29W4FVdQ.html |
| 高级java开发工程师 | 北京·海淀区·北下关 | 20-30K | 5-10年本科 | 中扬天成 | 信息安全不需要融资0-20人 | https://www.zhipin.com/job_detail/b591ca5c2e588b8f1Hx60920ElVR.html |
| java（广告、交易、金融） | 北京 | 40-60K·16薪 | 5-10年本科 | 某基金公司 | 基金不需要融资20-99人 | https://www.zhipin.com/job_detail/852e18c9946cd2451HZ-2NS5FlFS.html |
| JAVA 资深开发工程师 | 北京·顺义区·天竺 | 35-45K | 5-10年本科 | 栖息地 | 装修装饰A轮500-999人 | https://www.zhipin.com/job_detail/96e14d85d105796a1HJy2Ny4E1dZ.html |
| java架构师 | 北京 | 30-35K | 5-10年本科 | 某500强上市公司 | 互联网不需要融资1000-9999人 | https://www.zhipin.com/job_detail/7f4a74ecc6a0b6011HR939q8E1tS.html |
| Java开发工程师 | 北京·朝阳区·望京 | 20-30K | 5-10年本科 | 阿里健康 | 移动互联网已上市500-999人 | https://www.zhipin.com/job_detail/4ff6fff940cfeab51nZ639q6EFs~.html |
| java工程师/专家 | 北京 | 40-55K·16薪 | 5-10年本科 | 某互联网公司 | 互联网未融资20-99人 | https://www.zhipin.com/job_detail/5b7dc3060768a6471HB-09u6E1dZ.html |
| Java开发工程师 | 北京 | 35-50K·13薪 | 5-10年本科 | 某500强上市公司 | 互联网不需要融资10000人以上 | https://www.zhipin.com/job_detail/5bd6e541bf3c33f21HF509S7EVRW.html |
| Java | 北京·海淀区·上地 | 15-25K | 5-10年本科 | 青扬定制 | 电子商务20-99人 | https://www.zhipin.com/job_detail/7eb226d2218463811nN639u8GVdY.html |
| 高级java | 北京 | 15-25K | 5-10年本科 | 某知名计算机软件公司 | 计算机软件未融资1000-9999人 | https://www.zhipin.com/job_detail/51658aa6d0a4e3ac1HN62t-_GFtY.html |
| Java开发工程师 | 北京·海淀区·五道口 | 15-28K | 5-10年本科 | 同方智科 | 电子/半导体/集成电路不需要融资100-499人 | https://www.zhipin.com/job_detail/b490154049e4e5561XN429i0EFBQ.html |
| java开发工程师 | 北京·朝阳区·朝外 | 30-40K·14薪 | 5-10年本科 | 700度保险网 | 移动互联网不需要融资1000-9999人 | https://www.zhipin.com/job_detail/12a327b2bf133b2a1XF-2dS6EFBT.html |
| java架构师 | 北京 | 30-60K·16薪 | 5-10年本科 | 某大型互联网公司 | 互联网不需要融资100-499人 | https://www.zhipin.com/job_detail/b6c4d3183ae859131Hd42t25EFdW.html |
| java技术经理 | 北京·朝阳区·太阳宫 | 30-45K | 5-10年本科 | 深圳多泽教育 | 职业培训不需要融资0-20人 | https://www.zhipin.com/job_detail/3f3c55b71bf924171HJ83dy5GVFW.html |
| java技术经理 | 北京·海淀区·皂君庙 | 15-30K | 5-10年本科 | 达内集团 | 在线教育已上市10000人以上 | https://www.zhipin.com/job_detail/01b0f7360fcacbc51HZ42929EVJW.html |
| java开发工程师 | 北京 | 30-50K·14薪 | 5-10年本科 | 某中型人工智能公司 | 人工智能500-999人 | https://www.zhipin.com/job_detail/4bd0e4352853c37e1Hx539S4FFJS.html |
| java技术经理 | 北京·朝阳区·花家地 | 30-50K | 5-10年本科 | 北京万博思睿科技 | 企业服务0-20人 | https://www.zhipin.com/job_detail/a8a8877d9e53b95f1HF_2tm9E1BR.html |
| Java开发工程师 | 北京·海淀区·苏州桥 | 18-24K | 5-10年本科 | 思图场景 | 互联网B轮100-499人 | https://www.zhipin.com/job_detail/bdcf1506e17d72d81Hx83dy5EFdR.html |
| Java技术专家 | 北京·海淀区·万柳 | 30-50K | 5-10年本科 | 蚂蚁集团 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/4f54307f48923e7c1H1z2d-5EFI~.html |
| Java技术专家 | 北京·西城区·动物园 | 25-40K·14薪 | 5-10年本科 | 龙腾数科 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/d7480994c1f3729c1Hx52ti1EVRT.html |
| Java开发- 国企 | 北京 | 30-50K | 5-10年本科 | 某大型通信/网络设备公司 | 通信/网络设备不需要融资10000人以上 | https://www.zhipin.com/job_detail/8e689b42b35471a71HNy2dy4ElZQ.html |
| java架构师 | 北京·朝阳区·大望路 | 20-22K | 5-10年本科 | 博研盛科 | 生活服务(O2O)A轮20-99人 | https://www.zhipin.com/job_detail/dc3b28df536cfe661HJy3N--GVtZ.html |
| java架构师 | 北京·丰台区·科技园区 | 25-40K | 5-10年本科 | 阳光凯讯 | 通信/网络设备未融资100-499人 | https://www.zhipin.com/job_detail/2146888f534a98631HZ90tS6EVZZ.html |
| devops研发专家- Java | 北京 | 40-70K·16薪 | 5-10年本科 | 某500强上市公司 | 互联网未融资1000-9999人 | https://www.zhipin.com/job_detail/e7105695a4c543811HF60tS8EVVT.html |
| 高级java | 北京 | 20-22K | 5-10年本科 | 某大型知名计算机软件上市公司 | 计算机软件已上市10000人以上 | https://www.zhipin.com/job_detail/8abf8e01c7a2fdea1HJy0t69FldY.html |
| java开发 | 北京 | 40-55K·16薪 | 5-10年本科 | 某中型互联网金融科技公司 | 互联网不需要融资500-999人 | https://www.zhipin.com/job_detail/ff0d59e1fd6ba9a11Hx73t20FlBW.html |
| java技术专家 | 北京 | 40-65K·15薪 | 5-10年本科 | 某大型互联网平台上市公司 | 互联网已上市10000人以上 | https://www.zhipin.com/job_detail/2077356860e0a83f1Hx-39y6F1ZU.html |
| 资深java开发/工具总工 | 北京·海淀区·二里庄 | 30-60K | 5-10年本科 | 北京海量数据 | 大数据已上市500-999人 | https://www.zhipin.com/job_detail/abd7ac7ad6be08a91Hx70t29E1NT.html |
| 算法应用工程研发专家（JAVA） | 北京 | 35-65K·16薪 | 5-10年本科 | 某500强上市公司 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/dc56bee4877d68b61HFz2N-_ElVX.html |
| Java 开发工程师 | 北京 | 30-50K | 5-10年本科 | 北京某大型互联网金融公司 | 互联网金融1000-9999人 | https://www.zhipin.com/job_detail/9f170aee4d3662471HN42tu9GFJT.html |
| Java（顺义，贷款） | 北京·顺义区·光明 | 14-22K | 5-10年本科 | 大连同方软银 | 计算机软件已上市500-999人 | https://www.zhipin.com/job_detail/e909b2663effd9601Hx-29W4FVdQ.html |
| 高级java开发工程师 | 北京·海淀区·北下关 | 20-30K | 5-10年本科 | 中扬天成 | 信息安全不需要融资0-20人 | https://www.zhipin.com/job_detail/b591ca5c2e588b8f1Hx60920ElVR.html |
| java（广告、交易、金融） | 北京 | 40-60K·16薪 | 5-10年本科 | 某基金公司 | 基金不需要融资20-99人 | https://www.zhipin.com/job_detail/852e18c9946cd2451HZ-2NS5FlFS.html |
| JAVA 资深开发工程师 | 北京·顺义区·天竺 | 35-45K | 5-10年本科 | 栖息地 | 装修装饰A轮500-999人 | https://www.zhipin.com/job_detail/96e14d85d105796a1HJy2Ny4E1dZ.html |
| java架构师 | 北京 | 30-35K | 5-10年本科 | 某500强上市公司 | 互联网不需要融资1000-9999人 | https://www.zhipin.com/job_detail/7f4a74ecc6a0b6011HR939q8E1tS.html |
| Java开发工程师 | 北京·朝阳区·望京 | 20-30K | 5-10年本科 | 阿里健康 | 移动互联网已上市500-999人 | https://www.zhipin.com/job_detail/4ff6fff940cfeab51nZ639q6EFs~.html |
| java工程师/专家 | 北京 | 40-55K·16薪 | 5-10年本科 | 某互联网公司 | 互联网未融资20-99人 | https://www.zhipin.com/job_detail/5b7dc3060768a6471HB-09u6E1dZ.html |
| Java开发工程师 | 北京 | 35-50K·13薪 | 5-10年本科 | 某500强上市公司 | 互联网不需要融资10000人以上 | https://www.zhipin.com/job_detail/5bd6e541bf3c33f21HF509S7EVRW.html |
| Java | 北京·海淀区·上地 | 15-25K | 5-10年本科 | 青扬定制 | 电子商务20-99人 | https://www.zhipin.com/job_detail/7eb226d2218463811nN639u8GVdY.html |
| 高级java | 北京 | 15-25K | 5-10年本科 | 某知名计算机软件公司 | 计算机软件未融资1000-9999人 | https://www.zhipin.com/job_detail/51658aa6d0a4e3ac1HN62t-_GFtY.html |
| Java开发工程师 | 北京·海淀区·五道口 | 15-28K | 5-10年本科 | 同方智科 | 电子/半导体/集成电路不需要融资100-499人 | https://www.zhipin.com/job_detail/b490154049e4e5561XN429i0EFBQ.html |
| java开发工程师 | 北京·朝阳区·朝外 | 30-40K·14薪 | 5-10年本科 | 700度保险网 | 移动互联网不需要融资1000-9999人 | https://www.zhipin.com/job_detail/12a327b2bf133b2a1XF-2dS6EFBT.html |
| java架构师 | 北京 | 30-60K·16薪 | 5-10年本科 | 某大型互联网公司 | 互联网不需要融资100-499人 | https://www.zhipin.com/job_detail/b6c4d3183ae859131Hd42t25EFdW.html |
| java技术经理 | 北京·朝阳区·太阳宫 | 30-45K | 5-10年本科 | 深圳多泽教育 | 职业培训不需要融资0-20人 | https://www.zhipin.com/job_detail/3f3c55b71bf924171HJ83dy5GVFW.html |
| java技术经理 | 北京·海淀区·皂君庙 | 15-30K | 5-10年本科 | 达内集团 | 在线教育已上市10000人以上 | https://www.zhipin.com/job_detail/01b0f7360fcacbc51HZ42929EVJW.html |
| java开发工程师 | 北京 | 30-50K·14薪 | 5-10年本科 | 某中型人工智能公司 | 人工智能500-999人 | https://www.zhipin.com/job_detail/4bd0e4352853c37e1Hx539S4FFJS.html |
| java技术经理 | 北京·朝阳区·花家地 | 30-50K | 5-10年本科 | 北京万博思睿科技 | 企业服务0-20人 | https://www.zhipin.com/job_detail/a8a8877d9e53b95f1HF_2tm9E1BR.html |
| Java开发工程师 | 北京·海淀区·苏州桥 | 18-24K | 5-10年本科 | 思图场景 | 互联网B轮100-499人 | https://www.zhipin.com/job_detail/bdcf1506e17d72d81Hx83dy5EFdR.html |
| Java技术专家 | 北京·海淀区·万柳 | 30-50K | 5-10年本科 | 蚂蚁集团 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/4f54307f48923e7c1H1z2d-5EFI~.html |
| Java技术专家 | 北京·西城区·动物园 | 25-40K·14薪 | 5-10年本科 | 龙腾数科 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/d7480994c1f3729c1Hx52ti1EVRT.html |
| Java开发- 国企 | 北京 | 30-50K | 5-10年本科 | 某大型通信/网络设备公司 | 通信/网络设备不需要融资10000人以上 | https://www.zhipin.com/job_detail/8e689b42b35471a71HNy2dy4ElZQ.html |
| java架构师 | 北京·朝阳区·大望路 | 20-22K | 5-10年本科 | 博研盛科 | 生活服务(O2O)A轮20-99人 | https://www.zhipin.com/job_detail/dc3b28df536cfe661HJy3N--GVtZ.html |
| java架构师 | 北京·丰台区·科技园区 | 25-40K | 5-10年本科 | 阳光凯讯 | 通信/网络设备未融资100-499人 | https://www.zhipin.com/job_detail/2146888f534a98631HZ90tS6EVZZ.html |
| devops研发专家- Java | 北京 | 40-70K·16薪 | 5-10年本科 | 某500强上市公司 | 互联网未融资1000-9999人 | https://www.zhipin.com/job_detail/e7105695a4c543811HF60tS8EVVT.html |
| 高级java | 北京 | 20-22K | 5-10年本科 | 某大型知名计算机软件上市公司 | 计算机软件已上市10000人以上 | https://www.zhipin.com/job_detail/8abf8e01c7a2fdea1HJy0t69FldY.html |
| java开发 | 北京 | 40-55K·16薪 | 5-10年本科 | 某中型互联网金融科技公司 | 互联网不需要融资500-999人 | https://www.zhipin.com/job_detail/ff0d59e1fd6ba9a11Hx73t20FlBW.html |
| java技术专家 | 北京 | 40-65K·15薪 | 5-10年本科 | 某大型互联网平台上市公司 | 互联网已上市10000人以上 | https://www.zhipin.com/job_detail/2077356860e0a83f1Hx-39y6F1ZU.html |
| 资深java开发/工具总工 | 北京·海淀区·二里庄 | 30-60K | 5-10年本科 | 北京海量数据 | 大数据已上市500-999人 | https://www.zhipin.com/job_detail/abd7ac7ad6be08a91Hx70t29E1NT.html |
| 算法应用工程研发专家（JAVA） | 北京 | 35-65K·16薪 | 5-10年本科 | 某500强上市公司 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/dc56bee4877d68b61HFz2N-_ElVX.html |
| Java 开发工程师 | 北京 | 30-50K | 5-10年本科 | 北京某大型互联网金融公司 | 互联网金融1000-9999人 | https://www.zhipin.com/job_detail/9f170aee4d3662471HN42tu9GFJT.html |
| Java（顺义，贷款） | 北京·顺义区·光明 | 14-22K | 5-10年本科 | 大连同方软银 | 计算机软件已上市500-999人 | https://www.zhipin.com/job_detail/e909b2663effd9601Hx-29W4FVdQ.html |
| 高级java开发工程师 | 北京·海淀区·北下关 | 20-30K | 5-10年本科 | 中扬天成 | 信息安全不需要融资0-20人 | https://www.zhipin.com/job_detail/b591ca5c2e588b8f1Hx60920ElVR.html |
| java（广告、交易、金融） | 北京 | 40-60K·16薪 | 5-10年本科 | 某基金公司 | 基金不需要融资20-99人 | https://www.zhipin.com/job_detail/852e18c9946cd2451HZ-2NS5FlFS.html |
| JAVA 资深开发工程师 | 北京·顺义区·天竺 | 35-45K | 5-10年本科 | 栖息地 | 装修装饰A轮500-999人 | https://www.zhipin.com/job_detail/96e14d85d105796a1HJy2Ny4E1dZ.html |
| java架构师 | 北京 | 30-35K | 5-10年本科 | 某500强上市公司 | 互联网不需要融资1000-9999人 | https://www.zhipin.com/job_detail/7f4a74ecc6a0b6011HR939q8E1tS.html |
| Java开发工程师 | 北京·朝阳区·望京 | 20-30K | 5-10年本科 | 阿里健康 | 移动互联网已上市500-999人 | https://www.zhipin.com/job_detail/4ff6fff940cfeab51nZ639q6EFs~.html |
| java工程师/专家 | 北京 | 40-55K·16薪 | 5-10年本科 | 某互联网公司 | 互联网未融资20-99人 | https://www.zhipin.com/job_detail/5b7dc3060768a6471HB-09u6E1dZ.html |
| Java开发工程师 | 北京 | 35-50K·13薪 | 5-10年本科 | 某500强上市公司 | 互联网不需要融资10000人以上 | https://www.zhipin.com/job_detail/5bd6e541bf3c33f21HF509S7EVRW.html |
| Java | 北京·海淀区·上地 | 15-25K | 5-10年本科 | 青扬定制 | 电子商务20-99人 | https://www.zhipin.com/job_detail/7eb226d2218463811nN639u8GVdY.html |
| 高级java | 北京 | 15-25K | 5-10年本科 | 某知名计算机软件公司 | 计算机软件未融资1000-9999人 | https://www.zhipin.com/job_detail/51658aa6d0a4e3ac1HN62t-_GFtY.html |
| Java开发工程师 | 北京·海淀区·五道口 | 15-28K | 5-10年本科 | 同方智科 | 电子/半导体/集成电路不需要融资100-499人 | https://www.zhipin.com/job_detail/b490154049e4e5561XN429i0EFBQ.html |
| java开发工程师 | 北京·朝阳区·朝外 | 30-40K·14薪 | 5-10年本科 | 700度保险网 | 移动互联网不需要融资1000-9999人 | https://www.zhipin.com/job_detail/12a327b2bf133b2a1XF-2dS6EFBT.html |
| java架构师 | 北京 | 30-60K·16薪 | 5-10年本科 | 某大型互联网公司 | 互联网不需要融资100-499人 | https://www.zhipin.com/job_detail/b6c4d3183ae859131Hd42t25EFdW.html |
| java技术经理 | 北京·朝阳区·太阳宫 | 30-45K | 5-10年本科 | 深圳多泽教育 | 职业培训不需要融资0-20人 | https://www.zhipin.com/job_detail/3f3c55b71bf924171HJ83dy5GVFW.html |
| java技术经理 | 北京·海淀区·皂君庙 | 15-30K | 5-10年本科 | 达内集团 | 在线教育已上市10000人以上 | https://www.zhipin.com/job_detail/01b0f7360fcacbc51HZ42929EVJW.html |
| java开发工程师 | 北京 | 30-50K·14薪 | 5-10年本科 | 某中型人工智能公司 | 人工智能500-999人 | https://www.zhipin.com/job_detail/4bd0e4352853c37e1Hx539S4FFJS.html |
| java技术经理 | 北京·朝阳区·花家地 | 30-50K | 5-10年本科 | 北京万博思睿科技 | 企业服务0-20人 | https://www.zhipin.com/job_detail/a8a8877d9e53b95f1HF_2tm9E1BR.html |
| Java开发工程师 | 北京·海淀区·苏州桥 | 18-24K | 5-10年本科 | 思图场景 | 互联网B轮100-499人 | https://www.zhipin.com/job_detail/bdcf1506e17d72d81Hx83dy5EFdR.html |
| Java技术专家 | 北京·海淀区·万柳 | 30-50K | 5-10年本科 | 蚂蚁集团 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/4f54307f48923e7c1H1z2d-5EFI~.html |
| Java技术专家 | 北京·西城区·动物园 | 25-40K·14薪 | 5-10年本科 | 龙腾数科 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/d7480994c1f3729c1Hx52ti1EVRT.html |
| Java开发- 国企 | 北京 | 30-50K | 5-10年本科 | 某大型通信/网络设备公司 | 通信/网络设备不需要融资10000人以上 | https://www.zhipin.com/job_detail/8e689b42b35471a71HNy2dy4ElZQ.html |
| java架构师 | 北京·朝阳区·大望路 | 20-22K | 5-10年本科 | 博研盛科 | 生活服务(O2O)A轮20-99人 | https://www.zhipin.com/job_detail/dc3b28df536cfe661HJy3N--GVtZ.html |
| java架构师 | 北京·丰台区·科技园区 | 25-40K | 5-10年本科 | 阳光凯讯 | 通信/网络设备未融资100-499人 | https://www.zhipin.com/job_detail/2146888f534a98631HZ90tS6EVZZ.html |
| devops研发专家- Java | 北京 | 40-70K·16薪 | 5-10年本科 | 某500强上市公司 | 互联网未融资1000-9999人 | https://www.zhipin.com/job_detail/e7105695a4c543811HF60tS8EVVT.html |
| 高级java | 北京 | 20-22K | 5-10年本科 | 某大型知名计算机软件上市公司 | 计算机软件已上市10000人以上 | https://www.zhipin.com/job_detail/8abf8e01c7a2fdea1HJy0t69FldY.html |
| java开发 | 北京 | 40-55K·16薪 | 5-10年本科 | 某中型互联网金融科技公司 | 互联网不需要融资500-999人 | https://www.zhipin.com/job_detail/ff0d59e1fd6ba9a11Hx73t20FlBW.html |
| java技术专家 | 北京 | 40-65K·15薪 | 5-10年本科 | 某大型互联网平台上市公司 | 互联网已上市10000人以上 | https://www.zhipin.com/job_detail/2077356860e0a83f1Hx-39y6F1ZU.html |
| 资深java开发/工具总工 | 北京·海淀区·二里庄 | 30-60K | 5-10年本科 | 北京海量数据 | 大数据已上市500-999人 | https://www.zhipin.com/job_detail/abd7ac7ad6be08a91Hx70t29E1NT.html |
| 算法应用工程研发专家（JAVA） | 北京 | 35-65K·16薪 | 5-10年本科 | 某500强上市公司 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/dc56bee4877d68b61HFz2N-_ElVX.html |
| Java 开发工程师 | 北京 | 30-50K | 5-10年本科 | 北京某大型互联网金融公司 | 互联网金融1000-9999人 | https://www.zhipin.com/job_detail/9f170aee4d3662471HN42tu9GFJT.html |
| Java（顺义，贷款） | 北京·顺义区·光明 | 14-22K | 5-10年本科 | 大连同方软银 | 计算机软件已上市500-999人 | https://www.zhipin.com/job_detail/e909b2663effd9601Hx-29W4FVdQ.html |
| 高级java开发工程师 | 北京·海淀区·北下关 | 20-30K | 5-10年本科 | 中扬天成 | 信息安全不需要融资0-20人 | https://www.zhipin.com/job_detail/b591ca5c2e588b8f1Hx60920ElVR.html |
| java（广告、交易、金融） | 北京 | 40-60K·16薪 | 5-10年本科 | 某基金公司 | 基金不需要融资20-99人 | https://www.zhipin.com/job_detail/852e18c9946cd2451HZ-2NS5FlFS.html |
