| 岗位 | 区域 | 薪资 | 年限信息 | 公司名称 | 公司信息 | 链接 |
| Java技术主管 | 北京·海淀区·苏州桥 | 30-60K | 5-10年本科 | 盈远科技 | 互联网20-99人 | https://www.zhipin.com/job_detail/599126aa0ee856ca1Hx42t65FFtQ.html |
| Java开发工程师 | 北京·朝阳区·太阳宫 | 20-40K | 5-10年本科 | 银叶教育 | 人工智能天使轮20-99人 | https://www.zhipin.com/job_detail/0ec6b05d22ea1a7b1HJ-3Ni0FVBR.html |
| java专家工程师 | 北京·昌平区·龙泽 | 30-60K·15薪 | 5-10年本科 | 滴滴 | 移动互联网D轮及以上1000-9999人 | https://www.zhipin.com/job_detail/7a3917fe6d9221831HB529-1EVNZ.html |
| 资深JAVA服务器开发 | 北京·石景山区·鲁谷 | 20-30K | 5-10年大专 | 嘉丰永道 | 游戏不需要融资100-499人 | https://www.zhipin.com/job_detail/e5b0d2e9adaa4f351HN709i1GVBX.html |
| 高级java开发 | 北京·朝阳区·望京 | 25-40K | 5-10年本科 | 桔子数科 | 互联网金融B轮1000-9999人 | https://www.zhipin.com/job_detail/abceb51b26f16c531Hx_39y4FlJY.html |
| 资深java工程师 | 北京·昌平区·回龙观 | 40-50K | 5-10年本科 | 滴滴出行 | 互联网D轮及以上1000-9999人 | https://www.zhipin.com/job_detail/87e6ed03c8ca271b1Hx9292_E1BT.html |
| CRM高级Java开发 | 北京·朝阳区·望京 | 18-30K·13薪 | 5-10年本科 | 北京国网联信科技 | 运营商/增值服务未融资20-99人 | https://www.zhipin.com/job_detail/fbbd8c3f240ee9221HVy3ti9FlpT.html |
| Java | 北京·通州区·次渠 | 20-40K·14薪 | 5-10年本科 | 京东数字科技 | 互联网B轮1000-9999人 | https://www.zhipin.com/job_detail/eca8e7595dfeefb603B50t26FFs~.html |
| java开发工程师 | 北京·海淀区·花园桥 | 15-25K | 5-10年本科 | 惠泽智信 | 医疗服务未融资20-99人 | https://www.zhipin.com/job_detail/71b03cf97257f08e1Hdy39i8F1JY.html |
| java 高级开发工程师 | 北京·朝阳区·双井 | 15-30K | 5-10年本科 | 合生活 | 电子商务不需要融资500-999人 | https://www.zhipin.com/job_detail/95d77cabc655c81c03F93tW9EFQ~.html |
| 高级Java工程师 | 北京 | 25-40K·14薪 | 5-10年本科 | 某大型互联网公司 | 互联网不需要融资500-999人 | https://www.zhipin.com/job_detail/0cf9ad62a492b0151X1y09m6E1dZ.html |
| 直招-上市公司-高级Java | 北京 | 25-35K | 5-10年本科 | 某中型大数据上市公司 | 大数据已上市500-999人 | https://www.zhipin.com/job_detail/0a0229cd0d2886541Hx83NS7GVdS.html |
| java架构师 | 北京·大兴区·亦庄 | 40-50K | 5-10年大专 | 泰盛天恒 | 互联网20-99人 | https://www.zhipin.com/job_detail/5e2468e1aaee6ced1HJ-39W_FVRR.html |
| 教育平台JAVA开发 | 北京·朝阳区·常营 | 20-30K | 5-10年本科 | 北京书上科技有限公司 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/1e2fb4bec473c7011HZz29-4E1pX.html |
| JAVA开发 | 北京·朝阳区·望京 | 20-25K | 5-10年本科 | 瑞云冷链 | 物流/仓储A轮100-499人 | https://www.zhipin.com/job_detail/264c3e7cc2c3482b1HB42dq1FlpS.html |
| Java | 北京·大兴区·亦庄 | 23-45K·16薪 | 5-10年本科 | 京东零售 | 电子商务不需要融资10000人以上 | https://www.zhipin.com/job_detail/23e6c48112abe33f1HN429S9FlJS.html |
| 资深java工程师 | 北京 | 20-40K·14薪 | 5-10年本科 | 某大型通信公司 | 通信/网络设备500-999人 | https://www.zhipin.com/job_detail/fa1e385d082cd29c1HJz3d-1EFNZ.html |
| 资深java工程师 | 北京·朝阳区·朝外 | 25-50K | 5-10年本科 | 北京华傲精灵科技 | 互联网0-20人 | https://www.zhipin.com/job_detail/4c4f90bf503db31d1HB90tS1EldR.html |
| Java后端方向 | 北京 | 35-65K·16薪 | 5-10年本科 | 某500强上市公司 | 投资/融资100-499人 | https://www.zhipin.com/job_detail/7636588285e1f1f81HJ43Nm7ElRU.html |
| java | 北京·通州区·马驹桥 | 17-22K | 5-10年大专 | 讯锡科技 | 计算机软件不需要融资1000-9999人 | https://www.zhipin.com/job_detail/7eff52f2c5c727111HJz3dW_EVBQ.html |
| JAVA高级工程师 | 北京·海淀区·公主坟 | 20-30K·13薪 | 5-10年本科 | 偶秀科技 | 企业服务0-20人 | https://www.zhipin.com/job_detail/8f3141f9870559ee1nN73Ni9EVJQ.html |
| Java开发工程师 | 北京·海淀区·知春路 | 25-50K·15薪 | 5-10年本科 | 百图生科 | 医疗健康A轮100-499人 | https://www.zhipin.com/job_detail/7059311c9a6b63d11HB439S0EVRQ.html |
| java开发工程师 | 北京·朝阳区·望京 | 25-35K·14薪 | 5-10年本科 | 马上消费金融 | 互联网金融不需要融资1000-9999人 | https://www.zhipin.com/job_detail/a9277b40dba6db931Hx-0tS1F1BY.html |
| Java开发工程师 | 北京·东城区·东四 | 15-22K·13薪 | 5-10年本科 | 北京博睿宏远 | 计算机软件已上市500-999人 | https://www.zhipin.com/job_detail/db7721dbdac793711HJy3tW7GVZY.html |
| Java | 北京·丰台区·总部基地 | 12-23K | 5-10年本科 | 高伟达公司 | 计算机软件已上市1000-9999人 | https://www.zhipin.com/job_detail/b56e9f3f5eafdf671XZ739i0GFJY.html |
| Java技术经理 | 北京·昌平区·天通苑 | 24-35K·14薪 | 5-10年本科 | 阶石 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/68405cf5eafd56231nxz3d20EFNW.html |
| java开发工程师 | 北京 | 21-22K | 5-10年本科 | 某大型计算机软件公司 | 计算机软件不需要融资500-999人 | https://www.zhipin.com/job_detail/8067fcc679f036311Hx_0tW0FFFQ.html |
| JAVA开发工程师 | 北京 | 20-22K | 5-10年本科 | 某大型知名化工公司 | 化工10000人以上 | https://www.zhipin.com/job_detail/b5ee5fc3546078b01HF72ty7FVpQ.html |
| Java开发专家 | 北京 | 30-50K·16薪 | 5-10年本科 | 某知名互联网公司 | 互联网1000-9999人 | https://www.zhipin.com/job_detail/a95c3f690f2b327f1HBy0t26FFVR.html |
| 国有内部     Java | 北京 | 45-70K·16薪 | 5-10年本科 | 某大型证券公司 | 证券/期货未融资500-999人 | https://www.zhipin.com/job_detail/3f9bdb5ead1c9fd91XN_3d2-EltX.html |
| 高级java工程师 | 北京·门头沟区·永定 | 23-26K | 5-10年大专 | 鲁班(北京)电子商务 | 电子商务未融资100-499人 | https://www.zhipin.com/job_detail/33519cd6d2e3fdb31Hx52ti1GFdV.html |
| 高级java开发 | 北京·顺义区·石园 | 20-30K·14薪 | 5-10年本科 | 盒子智行 | 互联网500-999人 | https://www.zhipin.com/job_detail/59151013990625591Hx42tq-EVpQ.html |
| java | 北京 | 30-50K | 5-10年本科 | 某大型计算机服务公司 | 计算机服务500-999人 | https://www.zhipin.com/job_detail/38a85a8f226985dc1HF909--GVJT.html |
| Java开发（app开发） | 北京 | 30-50K | 5-10年本科 | 某大型汽车研发/制造公司 | 汽车研发/制造不需要融资10000人以上 | https://www.zhipin.com/job_detail/98356610e655c7551HN909q9EVRX.html |
| Java开发工程师 | 北京 | 20-25K | 5-10年本科 | 某知名计算机软件上市公司 | 计算机软件已上市1000-9999人 | https://www.zhipin.com/job_detail/3b5ccd7c2ff505d11XZ73d29F1NQ.html |
| Java开发（统本） | 北京·海淀区·西北旺 | 16-21K | 5-10年本科 | 建广数科 | 计算机软件未融资1000-9999人 | https://www.zhipin.com/job_detail/d701d492dae05b461Hx92tS4GVFT.html |
| 资深java开发工程师 | 北京·朝阳区·朝阳公园 | 25-35K | 5-10年本科 | 繁星无限科技 | 互联网不需要融资100-499人 | https://www.zhipin.com/job_detail/cad8d15cad2d2b801Hx52Ny-EVFV.html |
| Java | 北京 | 25-50K·13薪 | 5-10年本科 | 某大型通信公司 | 通信/网络设备500-999人 | https://www.zhipin.com/job_detail/eda679ced04872cf1HN63dm0FlZY.html |
| 资深java工程师 | 北京·海淀区·上地 | 25-50K·13薪 | 5-10年本科 | 数见科技 | 计算机软件B轮100-499人 | https://www.zhipin.com/job_detail/f96ecbae3137438e1X1_2dS6F1BZ.html |
| 高级Java工程师 | 北京 | 35-65K·16薪 | 5-10年本科 | 某大型互联网公司 | 互联网10000人以上 | https://www.zhipin.com/job_detail/9c185180cf2330891XF929m1EVdQ.html |
| Java开发工程师 | 北京·朝阳区·太阳宫 | 20-30K | 5-10年本科 | 中交信息技术 | 政府/公共事业不需要融资100-499人 | https://www.zhipin.com/job_detail/b430dcb6098807771nR-2ty7EVNT.html |
| 游戏java高级服务器 | 北京·朝阳区·西坝河 | 30-60K | 5-10年大专 | 乐否互动 | 游戏100-499人 | https://www.zhipin.com/job_detail/abd54236e7440af81HV839S0FlNU.html |
| 高级java开发 | 北京 | 20-40K·24薪 | 5-10年本科 | 某知名互联网金融公司 | 互联网金融不需要融资1000-9999人 | https://www.zhipin.com/job_detail/5c81b3ea398347091Hd-2925E1ZR.html |
| 资深Java开发（北京） | 北京 | 35-45K·16薪 | 5-10年本科 | 某大型互联网金融公司 | 互联网金融100-499人 | https://www.zhipin.com/job_detail/a2b51c144d787a481Hd72N67GVVZ.html |
| Java开发专家（北京） | 北京 | 45-75K·16薪 | 5-10年本科 | 某大型互联网公司 | 互联网D轮及以上1000-9999人 | https://www.zhipin.com/job_detail/c7d94b1e5fbdf2251HJ72tm0FVFT.html |
| java开发工程师 | 北京·大兴区·亦庄 | 18-22K | 5-10年本科 | 神州通誉 | 计算机软件未融资1000-9999人 | https://www.zhipin.com/job_detail/3512590478fa3c701XB63tS0GVVV.html |
| Java开发（spark计算引擎开发） | 北京·东城区·安定门 | 18-25K | 5-10年本科 | 北方科诚 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/bfe3c7d6d6d9cc9f1Hx73N6-FVJX.html |
| java开发 | 北京 | 30-45K | 5-10年本科 | 北京某中型互联网大数据营销平台上市公司 | 互联网已上市500-999人 | https://www.zhipin.com/job_detail/fb1bf907006aed8e1Hx73dm-FldR.html |
| Java 架构师 | 北京·海淀区·上地 | 20-30K·14薪 | 5-10年本科 | 远江盛邦 | 计算机软件已上市500-999人 | https://www.zhipin.com/job_detail/ad28dad291bfdd141Hx83dm6F1JX.html |
| 高级java工程师 | 北京·朝阳区·高碑店 | 20-30K | 5-10年本科 | 君航微金 | 电子商务500-999人 | https://www.zhipin.com/job_detail/9ecf1115ffc01e681Hd_3N-7F1JX.html |
| 高级java | 北京 | 21-35K | 5-10年本科 | 某大型O2O公司 | O2O500-999人 | https://www.zhipin.com/job_detail/cb1ceb4dc47c6a7d1HB429q5EFdU.html |
| Java开发工程师 | 北京 | 30-50K·14薪 | 5-10年本科 | 某500强上市公司 | 互联网已上市1000-9999人 | https://www.zhipin.com/job_detail/febbec09111fa4e61HV609m_FlFR.html |
| 资深java工程师 | 北京·海淀区·四季青 | 20-25K·13薪 | 5-10年本科 | 北京中普友通 | 其他专业服务未融资20-99人 | https://www.zhipin.com/job_detail/dd1394f0608324da1HN73d-0EVtY.html |
| 资深java工程师 | 北京 | 25-30K·14薪 | 5-10年本科 | 某大型通信公司 | 通信/网络设备500-999人 | https://www.zhipin.com/job_detail/d1e3b8a0de6f88891HJ_3d20F1BS.html |
| java工程师 | 北京 | 25-35K·14薪 | 5-10年本科 | 某大型大数据公司 | 大数据D轮及以上1000-9999人 | https://www.zhipin.com/job_detail/0cadd134767937241Hx_3N6_GFZS.html |
| java开发 | 北京·朝阳区·朝青 | 16-22K | 5-10年本科 | 神州信息 | 计算机软件已上市10000人以上 | https://www.zhipin.com/job_detail/d1744bb5c28aeb281HN42ty1F1tU.html |
| 资深Java工程师 | 北京·朝阳区·团结湖 | 20-35K | 5-10年本科 | 融科通汇 | 互联网金融不需要融资100-499人 | https://www.zhipin.com/job_detail/630cc20951ebf5391nJ63N26ElJR.html |
| JAVA后端专家 | 北京·朝阳区·望京 | 30-50K·14薪 | 5-10年本科 | NIO蔚来 | 汽车研发/制造已上市10000人以上 | https://www.zhipin.com/job_detail/be506c132817218c1Hx529u8E1RQ.html |
| 高级java开发工程师 | 北京 | 15-25K·13薪 | 5-10年本科 | 华昌致信 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/dbb405ef295a9b7d1XJz0t-8EFVY.html |
| java工程师 | 北京·昌平区·北七家 | 15-25K·15薪 | 5-10年本科 | 思极网安 | 信息安全未融资100-499人 | https://www.zhipin.com/job_detail/64194b953538c9d31Hx52N60EFFY.html |
| 高级java开发 | 北京 | 20-40K | 5-10年本科 | 某500强上市公司 | 互联网已上市1000-9999人 | https://www.zhipin.com/job_detail/3c4de0c1138ff9fe1HF82N2_FVNU.html |
| 高级java工程师 | 北京·朝阳区·酒仙桥 | 25-30K | 5-10年本科 | 自如网 | 生活服务(O2O)C轮10000人以上 | https://www.zhipin.com/job_detail/8ac90bcbaf78c3b11Hx539i-GVNX.html |
| java技术经理 | 北京 | 30-60K·14薪 | 5-10年本科 | 某大型互联网公司 | 互联网不需要融资100-499人 | https://www.zhipin.com/job_detail/583dfb7c3332d8321Hx_09u1FlFX.html |
| 高级Java工程师 | 北京 | 30-60K·15薪 | 5-10年本科 | 某大型互联网支付平台公司 | 互联网B轮10000人以上 | https://www.zhipin.com/job_detail/212e2dd874fcff621Hx53di5ElVT.html |
| java开发（外包） | 北京·朝阳区·朝外 | 15-25K | 5-10年本科 | 北京七分网络科技... | 互联网未融资0-20人 | https://www.zhipin.com/job_detail/8fb206b7f0c0817b1HN509q9GFRX.html |
| java | 北京 | 30-50K | 5-10年本科 | 某知名文化艺术公司 | 文化艺术/娱乐B轮1000-9999人 | https://www.zhipin.com/job_detail/ae972c77de0e83271Hd-29q0E1dX.html |
| Java Python后端开发工程师 | 北京·海淀区·学院路 | 15-25K | 5-10年大专 | 宏华兴业 | 计算机软件不需要融资0-20人 | https://www.zhipin.com/job_detail/b572e0125e06d5a31HB_2t25F1VW.html |
| Java工程师 | 北京·海淀区·上地 | 20-30K | 5-10年本科 | 历时科技 | 移动互联网A轮0-20人 | https://www.zhipin.com/job_detail/787e873be77700ca1nF-2t-8EVFR.html |
| 高级java架构师 | 北京·房山区·燕山 | 30-50K·14薪 | 5-10年本科 | 能威科技 | 互联网0-20人 | https://www.zhipin.com/job_detail/abc54900a1cd7e2a1Hx40tq6E1ZZ.html |
| Java开发---直播方向 | 北京 | 30-45K·15薪 | 5-10年本科 | 某大型互联网公司 | 互联网500-999人 | https://www.zhipin.com/job_detail/28c98fa8855abaad1HF42N65GVpQ.html |
| java后端开发 | 北京 | 25-30K | 5-10年本科 | 某大型计算机软件公司 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/f9d50ba0cab548ed1HN62tu6GFVS.html |
| 高级java开发 | 北京·丰台区·丽泽 | 16-22K·13薪 | 5-10年本科 | 中舟数据 | 大数据不需要融资0-20人 | https://www.zhipin.com/job_detail/edb88147fdda35001Hx-39-1EFNU.html |
| Java | 北京 | 30-50K·15薪 | 5-10年本科 | 某互联网公司 | 互联网不需要融资20-99人 | https://www.zhipin.com/job_detail/93db89c411d241b91Hx_3tu8F1NY.html |
| 资深java研发工程师 | 北京·朝阳区·团结湖 | 30-35K·13薪 | 5-10年本科 | Syrius炬星 | 智能硬件B轮100-499人 | https://www.zhipin.com/job_detail/ff53c97291dcfcde1HN-3tm5ElZQ.html |
| JAVA开发负责人 | 北京·海淀区·中关村 | 20-40K | 5-10年本科 | 思码创特 | 计算机软件天使轮0-20人 | https://www.zhipin.com/job_detail/fc658554fadc5b4e33B-3d-6EVc~.html |
| Java技术经理 | 北京 | 25-35K | 5-10年本科 | 易宝北京公司 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/b47e70cc615f4f360HB43tq5FlM~.html |
| Java开发资深工程师 | 北京 | 25-35K·15薪 | 5-10年本科 | 某大型通信公司 | 通信/网络设备500-999人 | https://www.zhipin.com/job_detail/5a4a8b6da83da3381HJ_2dW8EFBZ.html |
| java资深开发（中台） | 北京·朝阳区·望京 | 25-35K·16薪 | 5-10年本科 | 嘀嗒出行 | 互联网已上市100-499人 | https://www.zhipin.com/job_detail/84d6b314021adbfa1X183dm9FVZW.html |
| 高级java开发专家 | 北京·朝阳区·三元桥 | 40-50K·16薪 | 5-10年本科 | 玉尺咨询 | 人力资源服务不需要融资0-20人 | https://www.zhipin.com/job_detail/acc44ba03b32824e1Hx_3NS8FlRU.html |
| java专家/架构师 | 北京·朝阳区·亚运村 | 20-40K·15薪 | 5-10年本科 | 元保数科 | 医疗健康C轮500-999人 | https://www.zhipin.com/job_detail/76ba98271a09c7661HJ_3t24FlJU.html |
| 高级Java工程师 | 北京·朝阳区·望京 | 20-35K·13薪 | 5-10年本科 | 北京亿思摩博网络科技 | 互联网C轮100-499人 | https://www.zhipin.com/job_detail/e9cda925ae993a8e1HNz2tm6EVNX.html |
| 高级 Java 开发工程师 | 北京 | 40-50K·15薪 | 5-10年本科 | 某大型计算机软件公司 | 计算机软件A轮100-499人 | https://www.zhipin.com/job_detail/100da5003b0f04e81HF_2NW9F1ZX.html |
| Java | 北京 | 35-65K | 5-10年本科 | 某500强上市公司 | 互联网已上市10000人以上 | https://www.zhipin.com/job_detail/6809b3ddc13fb16f1HZ_39q7E1FV.html |
| java开发工程师 | 北京 | 25-50K | 5-10年本科 | 北京某中型互联网金融科技上市公司 | 互联网不需要融资500-999人 | https://www.zhipin.com/job_detail/ac9070f71007a8be1HNy3tW6ElBQ.html |
| java技术专家 | 北京 | 25-50K·15薪 | 5-10年本科 | 某大型互联网上市公司 | 互联网已上市10000人以上 | https://www.zhipin.com/job_detail/6949945641cc1aaa1Hx42d20GVtU.html |
| java（ERP） | 北京·西城区·金融街 | 20-25K | 5-10年本科 | 东方大唐 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/fffbfa7d0444b1fc1Hx92di9FldQ.html |
| 高级java | 北京 | 35-50K·14薪 | 5-10年本科 | 某大型互联网公司 | 大数据D轮及以上1000-9999人 | https://www.zhipin.com/job_detail/81233f50f9a3aa141nx93dm9E1pQ.html |
| 高级JAVA工程师 | 北京·朝阳区·望京 | 18-25K | 5-10年本科 | 葵海-北京 | 电子商务B轮100-499人 | https://www.zhipin.com/job_detail/8fc1587bd4789ad51HFy0tq4GFRX.html |
| 高级Java工程师 | 北京·朝阳区·望京 | 40-65K | 5-10年本科 | 中能源 | 石油/石化100-499人 | https://www.zhipin.com/job_detail/ec58c12d559302061Hx42Nm9FlpX.html |
| Java架构师 | 北京 | 40-50K·14薪 | 5-10年大专 | 某医疗服务公司 | 医疗服务20-99人 | https://www.zhipin.com/job_detail/9e636f0de45b7f051X1_3Ny1FVFW.html |
| Java | 北京·大兴区·亦庄 | 25-40K·16薪 | 5-10年本科 | 京东振世 | 互联网不需要融资10000人以上 | https://www.zhipin.com/job_detail/dafcedaaf909490c1Hx739i4EVtU.html |
| 高级Java研发（Java leader） | 北京 | 40-50K | 5-10年本科 | 某知名互联网公司 | 互联网不需要融资1000-9999人 | https://www.zhipin.com/job_detail/9906de9e4b5e514a1XN929y8GFpR.html |
| java专家 | 北京 | 30-45K·15薪 | 5-10年本科 | 某大型移动互联网公司 | 移动互联网D轮及以上1000-9999人 | https://www.zhipin.com/job_detail/5b83185e30095c5f1Hx629S1FVRR.html |
| Java技术专家 | 北京·海淀区·上地 | 40-70K·16薪 | 5-10年本科 | 快手 | 互联网已上市1000-9999人 | https://www.zhipin.com/job_detail/4d04cda91c8512cb1Xd70tm8EFJT.html |
| 高级Java工程师 | 北京·大兴区·亦庄 | 28-45K·15薪 | 5-10年本科 | 达达集团 | 生活服务(O2O)已上市1000-9999人 | https://www.zhipin.com/job_detail/c94da461c899d61533N50t28E1o~.html |
| java | 北京·西城区·金融街 | 15-22K | 5-10年本科 | 深圳达维信息技术 | 计算机软件0-20人 | https://www.zhipin.com/job_detail/a027a8be0d0501a71HB53ty4EVFU.html |
| JAVA开发工程师 | 北京·东城区·东四 | 18-22K | 5-10年本科 | 美飒格集团 | 计算机软件天使轮100-499人 | https://www.zhipin.com/job_detail/d0081d365cfeea161Hx52t-0EFdW.html |
| 高级java开发工程师 | 北京 | 15-25K·13薪 | 5-10年本科 | 君领科技 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/47991228aeb1c98a1HJz2926GVJZ.html |
| 高级java开发 | 北京·海淀区·上地 | 15-25K | 5-10年本科 | 瑞智德 | 计算机软件不需要融资20-99人 | https://www.zhipin.com/job_detail/026752b81df59fc71HZ62t26GVdS.html |
| java高级架构师 | 北京 | 40-60K·13薪 | 5-10年本科 | 某计算机软件公司 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/7c5bd04dc1a908c81HZ-3961ElBY.html |
| Java | 北京 | 25-50K·15薪 | 5-10年本科 | 京东集团 | 电子商务已上市10000人以上 | https://www.zhipin.com/job_detail/e6967fc8b26c7e281HJ52NS-ElZT.html |
| JAVA研发专家 | 北京 | 15-30K·15薪 | 5-10年本科 | 天翼云 | 计算机软件未融资1000-9999人 | https://www.zhipin.com/job_detail/be7fc776bedf44ba1Hx_3tq4E1VV.html |
| Java - 基础架构 | 北京 | 30-60K·16薪 | 5-10年本科 | 某大型互联网公司 | 互联网不需要融资500-999人 | https://www.zhipin.com/job_detail/58ab0b0e5c43ce051HB82t-4F1VZ.html |
| Java开发工程师 | 北京·海淀区·中关村 | 20-30K·13薪 | 5-10年本科 | 北银金科 | 互联网不需要融资500-999人 | https://www.zhipin.com/job_detail/f412bef7161da5881nBz29S1GVVZ.html |
| 项目Java工程师 | 北京·海淀区·双榆树 | 15-22K·14薪 | 5-10年本科 | 北大英华 | 互联网B轮100-499人 | https://www.zhipin.com/job_detail/4ab3b6d399246dfc1HJ-0tm1GFRV.html |
| java | 北京 | 35-50K·16薪 | 5-10年本科 | 北京某中型互联网金融科技上市公司 | 互联网不需要融资500-999人 | https://www.zhipin.com/job_detail/5caaf493e1f7e37b1HN90t-5FlZS.html |
| 高级Java开发 | 北京·海淀区·西山 | 15-30K | 5-10年本科 | 凯锐科技 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/282eb607bd2fd47c1n1z29u_ElY~.html |
| java | 北京 | 25-35K·14薪 | 5-10年本科 | 某大型大数据上市公司 | 大数据已上市500-999人 | https://www.zhipin.com/job_detail/50f3be799b77962d1Hx809m0FFpS.html |
| Java开发主管 | 北京·海淀区·西二旗 | 18-25K·13薪 | 5-10年大专 | 大安智慧 | 企业服务A轮20-99人 | https://www.zhipin.com/job_detail/2856324024a5ca0c03F90ti6FFo~.html |
| java开发工程师 | 北京·丰台区·广安门 | 20-35K | 5-10年本科 | 阙宸建筑 | 建筑设计不需要融资20-99人 | https://www.zhipin.com/job_detail/0b47b85ba32488851Hx429m8GFZQ.html |
| JAVA开发工程师 | 北京·海淀区·新街口 | 12-24K·14薪 | 5-10年本科 | 北京四方小仓 | 互联网不需要融资100-499人 | https://www.zhipin.com/job_detail/676ced7813358f061HV839i4ElFW.html |
| java 基础架构研发/leader | 北京 | 40-70K·14薪 | 5-10年本科 | 某大型互联网公司 | 互联网不需要融资500-999人 | https://www.zhipin.com/job_detail/a2561ac5e4a932981Hx_3t-6EVNX.html |
| java | 北京·石景山区·鲁谷 | 15-22K | 5-10年本科 | 欣宇恒达 | 互联网未融资100-499人 | https://www.zhipin.com/job_detail/2e288e07d6cc4fa11Hx439W1GVJR.html |
| Java开发工程师 | 北京·海淀区·中关村 | 16-22K·15薪 | 5-10年本科 | 安信天行 | 信息安全不需要融资500-999人 | https://www.zhipin.com/job_detail/2ffa5986fee30b021nJ83tq0E1JT.html |
| Java开发工程师 | 北京·石景山区·苹果园 | 15-22K | 5-10年本科 | 惠鑫天空 | 计算机软件天使轮0-20人 | https://www.zhipin.com/job_detail/82ed39e888991f051XF82di-FVZU.html |
| Java -资深研发工程师 | 北京 | 40-50K·15薪 | 5-10年本科 | 某国内知名互联网金融公司 | 互联网不需要融资1000-9999人 | https://www.zhipin.com/job_detail/a1d2459e4e56e1df1Hx8092_FFVS.html |
| 高级java开发专家 | 北京 | 45-70K·16薪 | 5-10年本科 | 某500强上市公司 | 互联网已上市1000-9999人 | https://www.zhipin.com/job_detail/01601decb17e740b1HJ42t28EFFV.html |
| Java技术专家 | 北京·朝阳区·望京 | 30-50K·16薪 | 5-10年本科 | 阿里云 | 互联网不需要融资10000人以上 | https://www.zhipin.com/job_detail/991fcb244708a8851Hx83tq-GVNZ.html |
| Java开发工程师 | 北京·海淀区·上地 | 12-24K | 5-10年本科 | 四方精创 | 计算机软件已上市1000-9999人 | https://www.zhipin.com/job_detail/2044f25548357e971Hx-2N-4GFJQ.html |
| Java技术专家（人力） | 北京·朝阳区·安贞 | 45-60K·14薪 | 5-10年本科 | 瑞幸咖啡 | 互联网已上市10000人以上 | https://www.zhipin.com/job_detail/639281cbffec8ed31HFy29S4FFBR.html |
| Java开发经理 | 北京·海淀区·上地 | 20-30K | 5-10年本科 | 园信科技 | 信息安全0-20人 | https://www.zhipin.com/job_detail/78b5b298ee5796371Hdz2dm_F1ZW.html |
| java | 北京 | 16-30K | 5-10年本科 | 某中型互联网综合服务公司 | 互联网未融资100-499人 | https://www.zhipin.com/job_detail/4f6710b70257a90e1Hx_2tm5EVBR.html |
| Java开发（人力资源） | 北京·海淀区·苏州桥 | 18-21K | 5-10年本科 | 上海灏鑫 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/9563b7958164d9b01HNz29y1EVdY.html |
| Java技术专家（AI） | 北京 | 40-60K·16薪 | 5-10年本科 | 某靠谱互联网平台 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/007fb0c5b6ff89321Hx_3ti9FVNT.html |
| Java技术专家 | 北京 | 35-50K·15薪 | 5-10年本科 | 某知名国际互联网跨境支付服务公司 | 互联网B轮100-499人 | https://www.zhipin.com/job_detail/62b974e62a92f7801HN93NS-FVtQ.html |
| 高级Java开发 | 北京·朝阳区·太阳宫 | 35-60K·16薪 | 5-10年本科 | BOSS直聘 | 人力资源服务已上市1000-9999人 | https://www.zhipin.com/job_detail/b4d1ee7b144fa78e0HF_2Ni1GFI~.html |
| java开发经理 | 北京 | 40-50K·14薪 | 5-10年本科 | 某500强上市公司 | 计算机软件不需要融资1000-9999人 | https://www.zhipin.com/job_detail/a5cd9ba92d541c321HFz2du7FFZW.html |
| Java | 北京·顺义区·石园 | 14-22K | 5-10年本科 | 北京安达维尔科技股份 | 铁路/船舶/航空/航天制造已上市500-999人 | https://www.zhipin.com/job_detail/86cdb65e3e3a6b4b1HN50961FlBQ.html |
| java开发 | 北京 | 18-22K | 5-10年本科 | 北京某大型国际化计算机软件上市公司 | 计算机软件已上市10000人以上 | https://www.zhipin.com/job_detail/2a0114d204e1d0b01Hx82d-4GFRR.html |
| JAVA开发岗 | 北京·朝阳区·建外 | 20-40K | 5-10年本科 | 中信消金 | 互联网金融不需要融资100-499人 | https://www.zhipin.com/job_detail/9ae8258457f5adf41HB82ty-EFtW.html |
| java研发经理 | 北京·海淀区·上地 | 30-40K·13薪 | 5-10年本科 | 诺谛智能 | 互联网A轮100-499人 | https://www.zhipin.com/job_detail/f24f6ccc58bc6ac21HN-3Ni_FlJX.html |
| 高级java工程师 | 北京 | 35-40K·14薪 | 5-10年本科 | 某大型计算机服务公司 | 计算机服务D轮及以上500-999人 | https://www.zhipin.com/job_detail/037b9406fd39baa51HZ_2d69EVpX.html |
| java开发工程师 | 北京·朝阳区·四惠东 | 15-23K·13薪 | 5-10年本科 | 爱魅文化 | 文化艺术/娱乐A轮500-999人 | https://www.zhipin.com/job_detail/8eafffe0ff8c16381Hx739i_ElZX.html |
