| 岗位 | 区域 | 薪资 | 年限信息 | 公司名称 | 公司信息 | 链接 |
| Java高级开发工程师 | 成都·武侯区·银泰城 | 18-25K·13薪 | 5-10年本科 | 鼎集信息技术 | 通信/网络设备20-99人 | https://www.zhipin.com/job_detail/ee6e5224fd0451d01XV92d6_E1tZ.html |
| java高级研发工程师 | 成都·双流区·华阳 | 20-40K·13薪 | 5-10年本科 | 昱易昇 | 游戏不需要融资100-499人 | https://www.zhipin.com/job_detail/d3401d449be137f21HF82d2_FltV.html |
| 服务端工程师（java为主，懂golang） | 成都 | 30-60K·13薪 | 5-10年本科 | 某大型互联网公司 | 互联网未融资100-499人 | https://www.zhipin.com/job_detail/9d2ddf2d4a140c151HVy2Nm5FlZS.html |
| Java后端架构师 | 成都 | 面议 | 5-10年本科 | 中国移动成研院 | 计算机软件1000-9999人 | https://www.zhipin.com/job_detail/49a6fb9533d797d61HJ_3di4E1VS.html |
| Java | 成都 | 20-30K | 经验不限本科 | 某大型计算机软件公司 | 计算机软件100-499人 | https://www.zhipin.com/job_detail/8d1d0997cc8a48301Hdy0t64E1FQ.html |
| 中/高级java开发工程师 | 成都·武侯区·中和 | 15-22K | 5-10年本科 | 高伟达公司 | 计算机软件已上市1000-9999人 | https://www.zhipin.com/job_detail/05c4f1053291727f1HZ73Ni4E1JT.html |
| java开发组长 | 成都·武侯区·中和 | 20-23K | 5-10年本科 | 北京南天 | 计算机软件已上市1000-9999人 | https://www.zhipin.com/job_detail/a256dc569db863ff1Hx53tW8EVRT.html |
| Java开发工程师 | 成都·武侯区·新会展中心 | 12-24K·13薪 | 5-10年本科 | 中移物联网 | 互联网未融资1000-9999人 | https://www.zhipin.com/job_detail/e2182b9e649ee9c51XZ52Ny8FVVU.html |
| Java高级工程师 | 成都·武侯区·石羊场 | 20-40K | 5-10年本科 | 连心医疗 | 医疗健康A轮0-20人 | https://www.zhipin.com/job_detail/0dcc74cc898b01ac0XV53Nm6GQ~~.html |
| 高级Java工程师 | 成都·武侯区·石羊场 | 25-50K·13薪 | 5-10年本科 | 蓝鲸浩海 | 房地产中介/租赁20-99人 | https://www.zhipin.com/job_detail/a5f1d22a2f6cb8c11Xd82di4E1NW.html |
| 高级java工程师 | 成都·武侯区·新会展中心 | 15-22K·14薪 | 3-5年本科 | 新网银行 | 银行不需要融资500-999人 | https://www.zhipin.com/job_detail/e34732dfcda3d50c1nJz0tm1E1RT.html |
| java后端专家 | 成都 | 30-60K·16薪 | 5-10年本科 | 某500强上市公司 | 互联网B轮10000人以上 | https://www.zhipin.com/job_detail/281b44fc63492be01HJ53du1F1NY.html |
| java开发工程师 | 成都·武侯区·新会展中心 | 20-40K | 3-5年本科 | 成都英悦芯瑞网络科技 | 互联网金融1000-9999人 | https://www.zhipin.com/job_detail/bc1775e5cd9562a31HB60ty4FlVW.html |
| java&运维-财税平台 | 成都·锦江区·红星路 | 10-15K | 5-10年大专 | 成都码拓客网络技术 | 互联网未融资100-499人 | https://www.zhipin.com/job_detail/d1f0500144193cec1Hx929y6ElJZ.html |
| JAVA software engineer | 成都·武侯区·新会展中心 | 18-25K | 3-5年本科 | 成都拓达聚思力信... | 计算机软件不需要融资500-999人 | https://www.zhipin.com/job_detail/0e8f1975a96ddcd91nN539y7GVdX.html |
| 后端工程师【Java】 | 成都·武侯区·中和 | 15-30K·13薪 | 3-5年本科 | 简叁智能 | 广告营销0-20人 | https://www.zhipin.com/job_detail/e8e6906efa30a3431X173dy8FFFY.html |
| 高级java工程师 | 成都·双流区·华阳 | 8-12K | 5-10年本科 | 乐行天下 | 智能硬件B轮100-499人 | https://www.zhipin.com/job_detail/68174b458f565de31Hx92Nq9GFdY.html |
| 中级java工程师 | 成都·金牛区·抚琴 | 12-24K·13薪 | 3-5年本科 | 差旅壹号 | 互联网500-999人 | https://www.zhipin.com/job_detail/8ab9d3e3b2ba6b891HB509-4ElZS.html |
| 高级java研发工程师 | 成都 | 26-35K | 5-10年本科 | 创微物能 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/77b57c14c383fca01HB82Nu8EVFV.html |
| JAVA开发工程师 | 成都 | 15-20K | 5-10年本科 | 润泽经伟 | 通信/网络设备不需要融资100-499人 | https://www.zhipin.com/job_detail/2870cd1ec10ab2821Hx_2Ni7FFFS.html |
| java技术专家 | 成都 | 40-70K | 5-10年本科 | 某500强上市公司 | 移动互联网1000-9999人 | https://www.zhipin.com/job_detail/a1cf54ca179ea2ad1X17396_FldV.html |
| 资深java交付工程师 | 成都·锦江区·合江亭 | 25-40K·16薪 | 5-10年本科 | 百度 | 互联网已上市10000人以上 | https://www.zhipin.com/job_detail/10f90ecd10e6a04e1nx82ti6EFZY.html |
| Java | 成都·武侯区·孵化园 | 18-23K | 5-10年本科 | 世纪星成网络科技 | 社交网络不需要融资20-99人 | https://www.zhipin.com/job_detail/9a53a3e8d803ea5f1nV82tW4ElJT.html |
| Java工程师 | 成都·武侯区·成都高新区 | 18-30K·14薪 | 3-5年本科 | 瓦可思网络科技 | 互联网A轮20-99人 | https://www.zhipin.com/job_detail/8585c683a453e7e71XR73ty6GFpY.html |
| 资深java开发工程师 | 成都·武侯区·石羊场 | 30-50K | 5-10年本科 | 阿里云 | 互联网不需要融资10000人以上 | https://www.zhipin.com/job_detail/8d9076f868def1051HN_3d20E1RR.html |
| java后端p6~7 | 成都·武侯区·新会展中心 | 30-60K | 5-10年本科 | 蚂蚁集团 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/ebe3d69bd1b6f5de1HN-09m8EVNQ.html |
| 高级java工程师 | 成都·双流区·华阳 | 15-25K | 5-10年本科 | 天行网安 | 信息安全不需要融资100-499人 | https://www.zhipin.com/job_detail/b46f77332b122b9b3nF53Nq4FFQ~.html |
| java | 成都·双流区·华阳 | 14-16K | 5-10年本科 | 上海桐栖 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/27b08df87e0ac4b91Hx92ty8FFpZ.html |
| 架构师-Java开发 | 成都 | 23-30K·13薪 | 5-10年本科 | 某大型计算机软件公司 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/6ae761052ccfb2231HB82NS4EVJW.html |
| java | 成都·双流区·中和 | 29-30K | 5-10年大专 | 亿思联 | 大数据20-99人 | https://www.zhipin.com/job_detail/817dbc129377244c1XJ42t26GFZZ.html |
| JAVA技术专家（架构设计） | 成都 | 20-30K·15薪 | 5-10年本科 | 某大型互联网公司 | 互联网未融资100-499人 | https://www.zhipin.com/job_detail/deb299766a0b1da91Hdz2tS-GVBQ.html |
| java | 成都·青羊区·东坡 | 11-16K | 5-10年大专 | 浩诺优 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/bdb5b37d8620d4261HN63N-6FVRZ.html |
| 高级java工程师 | 成都·青羊区·金沙 | 15-25K | 5-10年大专 | 顶盛软件 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/28afed1dca798aea1X152N2-GFRZ.html |
| JAVA开发专家/技术经理 | 成都·武侯区·紫荆 | 20-30K | 5-10年本科 | 睿颐曜达 | 医疗健康未融资20-99人 | https://www.zhipin.com/job_detail/5d3290135211c9aa1HNy0920GFVT.html |
| Java后台开发中高级工程师 | 成都·武侯区·新会展中心 | 15-25K | 5-10年本科 | 渝润信息 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/278317664174f96d1n1909u5GVQ~.html |
| 高级 java 开发工程师 | 成都·金牛区·金泉 | 15-25K | 5-10年本科 | 程易科技 | 企业服务未融资20-99人 | https://www.zhipin.com/job_detail/4591eedaaaa05d151Hx82N-9E1dY.html |
| Java架构师 | 成都·武侯区·火车南站 | 25-45K·13薪 | 5-10年本科 | 云智慧 | 企业服务D轮及以上1000-9999人 | https://www.zhipin.com/job_detail/343eff4964ff5a661XV42dy8GVRS.html |
| Java开发（外企） | 成都·武侯区·新会展中心 | 15-17K | 5-10年本科 | 海南钦诚 | 计算机软件不需要融资1000-9999人 | https://www.zhipin.com/job_detail/8cb9d80afc7fbefc1Hx52tu1F1ZV.html |
| Java架构师 | 成都 | 14-25K | 5-10年本科 | 金理念 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/389b8138662f1fdd1XZy0t29FFRR.html |
| 高级Java工程师 | 成都·金牛区·金沙 | 12-22K | 5-10年大专 | 友赢合亿大数据 | 大数据未融资20-99人 | https://www.zhipin.com/job_detail/1d7c9804432262c01nV92tq4FFBY.html |
| 高级java开发 | 成都·武侯区·科华北路 | 10-15K | 5-10年大专 | 云创拓维 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/474996fd738098911X1y2di9EVVS.html |
| java高级开发工程师 | 成都·双流区·华阳 | 15-20K | 5-10年本科 | 科玛奇股份 | 计算机服务不需要融资20-99人 | https://www.zhipin.com/job_detail/59b9e513ccc1fe151XF83tS_EFFQ.html |
| java技术总监 | 成都·武侯区·火车南站 | 18-23K | 5-10年本科 | 成都宇软科技有限公司 | 计算机软件未融资0-20人 | https://www.zhipin.com/job_detail/b40953b0c31be1841HR52Nm7GFtZ.html |
| 高级java开发工程师 | 成都·武侯区·紫荆 | 15-20K | 5-10年本科 | 四川创钰 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/ae2ec9482e887c961HJy2tm8F1RV.html |
| java开发工程师 | 成都 | 9-14K·13薪 | 5-10年本科 | 成都耘云 | 计算机软件不需要融资20-99人 | https://www.zhipin.com/job_detail/6a7faf4f36e083a71XB_0t-6ElBU.html |
| 高级java游戏工程师 | 成都·武侯区·新会展中心 | 20-25K | 5-10年大专 | 数字奥秘 | 游戏20-99人 | https://www.zhipin.com/job_detail/e1fb45573e7538731HJy3dy0F1tT.html |
| java开发工程师 | 成都·双流区·海洋公园 | 10-13K·14薪 | 5-10年本科 | 会众云 | 互联网不需要融资20-99人 | https://www.zhipin.com/job_detail/8b9b3cc9e863ff561HJ93N21EVpT.html |
| 高级java开发（成都） | 成都·武侯区·中和 | 11-14K | 5-10年本科 | 友声科技 | 互联网未融资100-499人 | https://www.zhipin.com/job_detail/41d23f753dbf99601HJ53NW8F1RU.html |
| java高级工程师 | 成都·锦江区·红星路 | 13-17K | 5-10年本科 | 四川一县一品商务... | 其他生活服务未融资100-499人 | https://www.zhipin.com/job_detail/52ed1f11d4a433831HN80965EltY.html |
| Java | 成都 | 12-22K | 3-5年本科 | 成都小铁马 | 互联网20-99人 | https://www.zhipin.com/job_detail/34b7ef78d26124811HN53du9FFJZ.html |
| 高级Java工程师 | 成都·武侯区·中和 | 16-23K | 5-10年本科 | 旅鸽科技 | 互联网不需要融资20-99人 | https://www.zhipin.com/job_detail/81a39e8cf6bc91c91HN82ti7FFtU.html |
| Java技术经理 | 成都 | 30-60K·15薪 | 5-10年本科 | 某500强上市公司 | 计算机软件已上市10000人以上 | https://www.zhipin.com/job_detail/1c7aeac5509f9d741XZ_09-_EFBT.html |
| java开发 | 成都·郫都区·高新西 | 12-24K·13薪 | 3-5年本科 | 华为云计算 | 计算机服务不需要融资10000人以上 | https://www.zhipin.com/job_detail/ac4b821e482c14901Xx829i8FFRZ.html |
| Java | 成都·武侯区·新会展中心 | 10-15K | 5-10年本科 | 查阿数智 | 企业服务20-99人 | https://www.zhipin.com/job_detail/3232c902f229228e1n1-2dy5FFFU.html |
| Java/go开发专家-hc多流程快涨幅高不限业务 | 成都 | 40-60K·16薪 | 5-10年本科 | 某大型移动互联网公司 | 移动互联网不需要融资100-499人 | https://www.zhipin.com/job_detail/c3dbb4af0fd2ec8e1HFz3dy1EVNT.html |
| 中/高级java开发工程师 | 成都·新津区·花源镇 | 13-26K | 5-10年本科 | 上程数据 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/5f34bc85f8c6ae511HV73du5FldU.html |
| java架构师 | 成都·双流区·航空港 | 26-35K | 5-10年本科 | 递四方 | 计算机软件D轮及以上1000-9999人 | https://www.zhipin.com/job_detail/8ba93bcd76c1c38d1nFy29W4GFZV.html |
| Java专家 | 成都·武侯区·新会展中心 | 25-40K·16薪 | 5-10年本科 | 支付宝 | 互联网B轮10000人以上 | https://www.zhipin.com/job_detail/002af307d1d5327f33N439m9FlM~.html |
| java开发 | 成都·武侯区·中和 | 13-15K | 5-10年本科 | 拓保软件 | 计算机软件不需要融资1000-9999人 | https://www.zhipin.com/job_detail/671cf10d42e922a91Hx_3NW7E1VW.html |
| Java开发工程师 | 成都·武侯区·铁像寺 | 14-28K | 5-10年本科 | 瑞祺皓迪 | 运营商/增值服务不需要融资100-499人 | https://www.zhipin.com/job_detail/f53f58ffca14d5301Xd839S9EVJX.html |
| 高级JAVA工程师 | 成都·武侯区·金融城 | 13-26K | 5-10年本科 | 四川知数智慧 | 互联网未融资20-99人 | https://www.zhipin.com/job_detail/7448f55b84309ec51nV63ti6EFtZ.html |
| 高级java开发 | 成都·双流区·华阳 | 11-20K | 5-10年本科 | 四川锐信铭创科技 | 计算机软件0-20人 | https://www.zhipin.com/job_detail/af5ff73c6d669ad41HZ-3dS7FVFZ.html |
| Java高级开发 | 成都·武侯区·红牌楼 | 16-25K·14薪 | 5-10年本科 | 界无际 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/e6bdbb663598829c1HZ43dq0FFBX.html |
| 中高级java工程师 | 成都·武侯区·科华北路 | 15-22K·13薪 | 5-10年本科 | 鸿合科技股份有限公司 | 智能硬件1000-9999人 | https://www.zhipin.com/job_detail/301419fade2790171HB40tS0F1VU.html |
| Java开发工程师 | 成都·双流区·华阳 | 15-25K | 3-5年本科 | 思极网安 | 信息安全未融资100-499人 | https://www.zhipin.com/job_detail/9af0cc06c68922d21HNy3928FFtU.html |
| 高级java开发经理 | 成都 | 40-50K·14薪 | 5-10年本科 | 某大型汽车研发公司 | 汽车研发/制造未融资500-999人 | https://www.zhipin.com/job_detail/286c404af70ec89d1HN629m9F1tU.html |
| Java | 成都·武侯区·中和 | 10-13K·13薪 | 5-10年大专 | 成都百特云 | 移动互联网未融资20-99人 | https://www.zhipin.com/job_detail/9a101121cb675a7a1HBy0tq0ElBT.html |
| java开发工程师 | 成都 | 15-25K·13薪 | 5-10年本科 | 戎星科技 | 通信/网络设备未融资100-499人 | https://www.zhipin.com/job_detail/5e5afd31ceef5d0c1nR72tu4FlJQ.html |
| 资深java开发工程师 | 成都·武侯区·成都高新区 | 15-30K·14薪 | 5-10年本科 | 凯翼汽车 | 汽车研发/制造未融资1000-9999人 | https://www.zhipin.com/job_detail/a5eb6a3042fced251HB929y1FlZR.html |
| java高级开发工程 | 成都 | 15-22K·14薪 | 3-5年本科 | 创立科技 | 互联网不需要融资1000-9999人 | https://www.zhipin.com/job_detail/8986514053fdb0d71HN52Nq6ElFY.html |
| java高级工程师 | 成都·武侯区·紫荆 | 15-30K | 5-10年本科 | 四川勾点科技有限公司 | 电力/热力/燃气/水利不需要融资100-499人 | https://www.zhipin.com/job_detail/03769ae60a35f0811HZ53Nu1FFJQ.html |
| 物联网java开发工程师 | 成都·双流区·华阳 | 15-30K | 5-10年本科 | 云从科技 | 计算机软件已上市1000-9999人 | https://www.zhipin.com/job_detail/4661f834b81809e61Xd839y5GFRW.html |
| 高级JAVA工程师 | 成都·武侯区·孵化园 | 15-21K | 3-5年本科 | 四川畅想创睿网络科技 | 互联网A轮100-499人 | https://www.zhipin.com/job_detail/4483c37654f5a8e61Xd43NW1GVFY.html |
| Java架构师 | 成都·武侯区·新会展中心 | 20-40K | 5-10年本科 | 未来医生 | 医疗健康B轮1000-9999人 | https://www.zhipin.com/job_detail/50d04e86412325ab0Xd439-5EVQ~.html |
| 高级java合伙人 | 成都·武侯区·孵化园 | 10-15K·14薪 | 5-10年本科 | 鸿业远图 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/3c54ca4253080d691HB739m1GFJX.html |
| JAVA通用研发专家/高级专家/资深专家 | 成都·武侯区·大源 | 30-60K·13薪 | 5-10年本科 | 蚂蚁集团 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/9d1de55ac3749ed60H1839i-GVs~.html |
| 高级JAVA工程师 | 成都·武侯区·新会展中心 | 30-50K·16薪 | 5-10年本科 | 蚂蚁集团 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/ef09f5f26421387b0HZ90t-1EFI~.html |
| java资深（高级）开发工程师 | 成都·双流区·中和 | 17-22K | 5-10年本科 | 成都坤启科技有限公司 | 互联网未融资0-20人 | https://www.zhipin.com/job_detail/0d31adbe292530f11HJ_2Ny6E1VS.html |
| JAVA专家 | 成都·武侯区·新会展中心 | 20-35K·14薪 | 5-10年本科 | 饿了么 | 生活服务(O2O)不需要融资10000人以上 | https://www.zhipin.com/job_detail/fb74cee3e96c4cca1nZz2tW8FFpS.html |
| Java开发工程师 | 成都·武侯区·桂溪 | 15-25K | 5-10年本科 | 畅想创作者 | 互联网未融资20-99人 | https://www.zhipin.com/job_detail/4b960e65b359fbb61Hx63N-_ElVT.html |
| 资深Java开发工程师 | 成都·武侯区·中和 | 15-20K | 5-10年本科 | 质数斯达克 | 互联网金融B轮100-499人 | https://www.zhipin.com/job_detail/8771b3b32dc9e5e81n180ti5F1BV.html |
| Java高级开发工程师(系统应用开发) | 成都·武侯区·石羊场 | 18-25K·14薪 | 5-10年本科 | 艾迪泰科 | 计算机软件B轮100-499人 | https://www.zhipin.com/job_detail/08a64b172837da6e1XV_2d67FVtV.html |
| Java开发工程师 | 成都 | 13-16K | 5-10年本科 | 成都大海航行科技 | 互联网500-999人 | https://www.zhipin.com/job_detail/5bf8acd8b5222d7e1Hx83Nq0FlZY.html |
| Java高级开发工程师 | 成都·武侯区·铁像寺 | 18-28K | 5-10年本科 | 瑞晟成 | 铁路/船舶/航空/航天制造未融资20-99人 | https://www.zhipin.com/job_detail/d042d3b4b153e31f1XVz09q_GVBU.html |
| 高级JAVA工程师 | 成都·锦江区·合江亭 | 15-25K·14薪 | 5-10年本科 | 天合光能 | 新能源已上市10000人以上 | https://www.zhipin.com/job_detail/384e6e9f22ce9af71XB409u4EVRR.html |
| 高级JAVA研发工程师 | 成都·武侯区·桂溪 | 14-25K·13薪 | 5-10年本科 | 中电万维 | 互联网未融资1000-9999人 | https://www.zhipin.com/job_detail/fa4706af8beccde31nF43Nm0F1BU.html |
| 高级java开发 | 成都·武侯区·新会展中心 | 20-25K | 5-10年大专 | 滴普科技 | 计算机软件B轮500-999人 | https://www.zhipin.com/job_detail/5c6d88d4d68c07421HN509q5EFVY.html |
| Java开发工程师 | 成都·武侯区·中和 | 15-20K | 5-10年本科 | 福州秉承网络科技 | 游戏0-20人 | https://www.zhipin.com/job_detail/a9959bbe5910ae151Hdy0tS7EVJV.html |
| Java 中高级开发工程师 | 成都·武侯区·新会展中心 | 15-25K | 5-10年大专 | 小龙坎老火锅 | 餐饮未融资20-99人 | https://www.zhipin.com/job_detail/e81dd0985299e7b83nd42tm9Els~.html |
| JAVA开发工程师 | 成都 | 10-15K | 5-10年本科 | 成都与还科技有限公司 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/a76cc5aa387d44741HJ-2Nq_EFNV.html |
| Java | 成都·武侯区·新会展中心 | 20-28K·16薪 | 5-10年本科 | 口碑 | O2O不需要融资10000人以上 | https://www.zhipin.com/job_detail/6cadaa394b3bbc191nd73tu7FVBW.html |
| Java高级工程师 | 成都·武侯区·机投 | 25-30K·14薪 | 5-10年本科 | 京东世纪贸易有限公司 | 互联网已上市10000人以上 | https://www.zhipin.com/job_detail/be1919937fc1a6670XB52t-8Flo~.html |
| Java开发工程师 | 成都·锦江区·东大街 | 10-15K | 5-10年本科 | 亿字节 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/ecdbaa00f8d233971n170t27GVpZ.html |
| JAVA开发 | 成都 | 20-30K·14薪 | 5-10年本科 | 某大型知名保险上市公司 | 保险已上市10000人以上 | https://www.zhipin.com/job_detail/9caaf230ff00c21f1XVy3dy4FVNZ.html |
| 高级java工程师 | 成都·武侯区·红牌楼 | 15-25K | 5-10年本科 | 安合众道 | 互联网不需要融资20-99人 | https://www.zhipin.com/job_detail/2bb4eaaadcb5326c1HN-3t-4GVVW.html |
| 高级java开发工程师 | 成都·武侯区·新会展中心 | 13-18K | 5-10年本科 | 中电信数智科技 | 互联网100-499人 | https://www.zhipin.com/job_detail/6fddb03753dc44951XF929y8FlVY.html |
| java工程师 | 成都·双流区·白家 | 13-20K | 5-10年本科 | 天味集团 | 其他行业未融资1000-9999人 | https://www.zhipin.com/job_detail/1f6a7415ceeca05a1HN_2N2_FlpR.html |
| Java | 成都·双流区·华阳 | 20-25K | 5-10年本科 | 翊云互动 | 计算机软件0-20人 | https://www.zhipin.com/job_detail/dcfc7f872bf1c0851HV52dm0F1BQ.html |
| Java | 成都·武侯区·石羊场 | 15-25K | 5-10年本科 | 迈越软件 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/e78274b862eaa5c61HV-29W4F1RS.html |
| JAVA开发 | 成都·武侯区·紫荆 | 13-16K | 5-10年本科 | 北方科诚 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/79fb4ade5bf43afb1Hx83Ni9EFZW.html |
| 高级java工程师 | 成都·武侯区·新会展中心 | 15-25K | 5-10年本科 | 静距离 | 互联网A轮20-99人 | https://www.zhipin.com/job_detail/4d5cfe6e88dcebe51XB40tm1F1FV.html |
| Java高级开发工程师 | 成都 | 20-30K | 5-10年本科 | 通广茂禄 | 计算机软件20-99人 | https://www.zhipin.com/job_detail/336a1cda995336121nV93ti1FFJR.html |
| Java | 成都·锦江区·九眼桥 | 18-25K·13薪 | 5-10年本科 | 星江智能科技 | 计算机软件未融资0-20人 | https://www.zhipin.com/job_detail/ad0db9da105e38071nJ93NS-GFVU.html |
| JAVA高级研发工程师 | 成都·武侯区·石羊场 | 15-30K·15薪 | 5-10年本科 | 云数融创 | 互联网未融资100-499人 | https://www.zhipin.com/job_detail/46978a426fcfff6b1nJ63d6_GFtY.html |
| JAVA BIM开发高级工程师 | 成都·金牛区·一品天下 | 11-22K | 1-3年本科 | 天佑创软 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/f09be0ca3bcb0ac00nB-3t28GFc~.html |
| 高级Java工程师 | 成都 | 12-24K | 5-10年本科 | 易教科技 | 计算机软件20-99人 | https://www.zhipin.com/job_detail/e3a7d8ce4942ab521XR439q_F1pY.html |
| Java | 成都·武侯区·大源 | 20-40K·15薪 | 5-10年本科 | 美团服务体验中心 | 电子商务已上市10000人以上 | https://www.zhipin.com/job_detail/7e08d9017cffe7d81nN63N24ElpT.html |
| java开发工程师 | 成都·武侯区·新会展中心 | 13-18K | 5-10年本科 | 成都恩希云科技 | 互联网不需要融资100-499人 | https://www.zhipin.com/job_detail/f05b48802b2259db1HZz2N6-FVVU.html |
| Java（外企双休） | 成都·武侯区·中和 | 12-16K | 5-10年本科 | 纬创软件 | 计算机软件已上市1000-9999人 | https://www.zhipin.com/job_detail/212bd7339f16b37b1HN53Nu7FlNY.html |
| java开发工程师 | 成都·金牛区·抚琴 | 14-21K·13薪 | 5-10年本科 | 骄翰天途 | 培训/辅导机构不需要融资20-99人 | https://www.zhipin.com/job_detail/adfaf4ea34130c471X1709S1EVBY.html |
| java开发工程师 | 成都·武侯区·成都高新区 | 10-15K | 5-10年本科 | 和光同晟 | 互联网不需要融资100-499人 | https://www.zhipin.com/job_detail/4cb0b77e71949a5a1HJ90t61GVdZ.html |
| java开发总监 | 成都·武侯区·新会展中心 | 12-20K | 5-10年本科 | 上海懿徽成都公司 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/39816253ea54496f1Xxy2tW0GVVT.html |
| Java技术专家 | 成都·武侯区·新会展中心 | 20-40K·15薪 | 5-10年本科 | 美团服务体验中心 | 电子商务已上市10000人以上 | https://www.zhipin.com/job_detail/b766c96c7854e1ac3nV609m5FFA~.html |
| Java研发工程师 | 成都 | 15-25K | 5-10年本科 | 某大型游戏公司 | 游戏不需要融资100-499人 | https://www.zhipin.com/job_detail/da1d26a063d499941HRy29-6FFtV.html |
| java开发工程师 | 成都·武侯区·银泰城 | 13-16K | 5-10年本科 | 杭州展鸿科技有限公司 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/cb931fd4b8e6eb2e1HN83dy-EVJY.html |
| Java | 成都·金牛区·人民北路 | 6-10K | 5-10年本科 | 宝岛视光眼镜 | 其他生活服务不需要融资100-499人 | https://www.zhipin.com/job_detail/d2d2b30949b2723d1HJ82dm5ElNY.html |
| java工程师 | 成都·青羊区·东坡 | 7-10K | 5-10年大专 | 成都矩阵之翼科技 | 计算机软件不需要融资20-99人 | https://www.zhipin.com/job_detail/d8cebc0a2fbcb0261XJ53ti6F1RS.html |
| JAVA开发工程师 | 成都·郫都区·高新西 | 13-26K | 5-10年本科 | 北京德风新征程 | 互联网C轮1000-9999人 | https://www.zhipin.com/job_detail/c8b0a55398393f071Xdz0tq0EFRQ.html |
| java工程师 | 成都·双流区·华阳 | 6-11K | 5-10年大专 | 攀钢工科 | 工程施工不需要融资100-499人 | https://www.zhipin.com/job_detail/9732124391a20d721Hx92Nq9EVVZ.html |
| java开发  双休 | 成都 | 16-30K | 1-3年本科 | 某大型计算机软件公司 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/7c3122336df4c36d1HNy2924ElZR.html |
| java后端开发 | 成都·郫都区·红光镇 | 16-30K·14薪 | 5-10年本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/3b6ba431db5f042d1HF_3Nq-EVdT.html |
| 高级java游戏工程师 | 成都·武侯区·成都高新区 | 25-30K | 5-10年本科 | 斗道网络 | 游戏20-99人 | https://www.zhipin.com/job_detail/cd099fe14d14f0ca1Hx_2dW5FldX.html |
| Java | 成都 | 15-30K | 经验不限本科 | 某500强上市公司 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/1bbfee7df2c545761Hx-0t24FlFS.html |
| java开发 | 成都·武侯区·中和 | 16-18K | 5-10年本科 | 恩士迅 | 计算机服务未融资1000-9999人 | https://www.zhipin.com/job_detail/5a4457734b6b2ca11HN83t69EFFQ.html |
| Java | 成都·武侯区·中和 | 30-60K | 3-5年本科 | 美团 | 互联网已上市10000人以上 | https://www.zhipin.com/job_detail/05ac3f53a26680431HNy2dW5FVFR.html |
| Java开发+成都 | 成都·武侯区·浆洗街 | 13-18K | 5-10年本科 | 上海海万信息科技 | 互联网未融资1000-9999人 | https://www.zhipin.com/job_detail/23a0521198fa61e11Xd93N24E1pT.html |
| Java技术专家（费控系统国际化方向） | 成都·武侯区·中和 | 30-60K·15薪 | 5-10年本科 | 上海三快科技有限公司 | 生活服务(O2O)已上市10000人以上 | https://www.zhipin.com/job_detail/e738554bca0cc90a1HNz09S9EFNR.html |
| java开发工程师 | 成都·武侯区·中和 | 9-12K | 5-10年大专 | 上海思芮 | 计算机软件不需要融资1000-9999人 | https://www.zhipin.com/job_detail/663963139e57272d1HNy2tq9EVNY.html |
| java技术专家 | 成都·武侯区·银泰城 | 20-40K·16薪 | 5-10年本科 | 一点万物 | 计算机软件100-499人 | https://www.zhipin.com/job_detail/506f66727284bbe21HR63tq4GVJW.html |
| java开发 | 成都·武侯区·新会展中心 | 25-50K | 5-10年本科 | 成都三快科技有限公司 | 互联网不需要融资10000人以上 | https://www.zhipin.com/job_detail/77bb2b89ca0c73f31Xx509u4EVpW.html |
| Java | 成都·武侯区·铁像寺 | 40-70K·15薪 | 5-10年本科 | 美团服务体验中心 | 电子商务已上市10000人以上 | https://www.zhipin.com/job_detail/cbaedd18461e748b1nF53Ny0EFJX.html |
